,Area Name,Area Type,Area Code,Year,month,period,Preliminary if value is 1,Labor Force,Employment,Unemployment,Unemployment Rate
7870,Municipality of Skagway,4,230,2010,May,5,0,832,778,54,6.5
7871,Municipality of Skagway,4,230,2010,June,6,0,881,830,51,5.8
7872,Municipality of Skagway,4,230,2010,July,7,0,902,857,45,5.0
7873,Municipality of Skagway,4,230,2010,August,8,0,879,836,43,4.9
7874,Municipality of Skagway,4,230,2010,September,9,0,822,775,47,5.7
7875,Municipality of Skagway,4,230,2010,October,10,0,655,542,113,17.3
7876,Municipality of Skagway,4,230,2010,November,11,0,618,453,165,26.7
7877,Municipality of Skagway,4,230,2010,December,12,0,625,447,178,28.5
7878,Municipality of Skagway,4,230,2010,Annual,0,1,719,611,108,15.0
7879,Municipality of Skagway,4,230,2011,January,1,0,606,423,183,30.2
7880,Municipality of Skagway,4,230,2011,February,2,0,587,408,179,30.5
7881,Municipality of Skagway,4,230,2011,March,3,0,571,421,150,26.3
7882,Municipality of Skagway,4,230,2011,April,4,0,585,472,113,19.3
7883,Municipality of Skagway,4,230,2011,May,5,0,842,769,73,8.7
7884,Municipality of Skagway,4,230,2011,June,6,0,879,810,69,7.8
7885,Municipality of Skagway,4,230,2011,July,7,0,906,843,63,7.0
7886,Municipality of Skagway,4,230,2011,August,8,0,892,832,60,6.7
7888,Municipality of Skagway,4,230,2011,October,10,0,645,513,132,20.5
7913,Municipality of Skagway,4,230,2013,September,9,0,956,907,49,5.1
7866,Municipality of Skagway,4,230,2010,January,1,0,621,449,172,27.7
7915,Municipality of Skagway,4,230,2013,November,11,0,632,495,137,21.7
7941,Municipality of Skagway,4,230,2015,November,11,0,631,504,127,20.1
7942,Municipality of Skagway,4,230,2015,December,12,0,631,492,139,22.0
7943,Municipality of Skagway,4,230,2015,Annual,0,1,808,718,90,11.1
7944,Municipality of Skagway,4,230,2016,January,1,0,598,462,136,22.7
7945,Municipality of Skagway,4,230,2016,February,2,0,604,452,152,25.2
7946,Municipality of Skagway,4,230,2016,March,3,0,595,461,134,22.5
7947,Municipality of Skagway,4,230,2016,April,4,0,641,562,79,12.3
7948,Municipality of Skagway,4,230,2016,May,5,0,979,935,44,4.5
7949,Municipality of Skagway,4,230,2016,June,6,0,1045,1005,40,3.8
7950,Municipality of Skagway,4,230,2016,July,7,0,1080,1044,36,3.3
7951,Municipality of Skagway,4,230,2016,August,8,0,1073,1041,32,3.0
7953,Municipality of Skagway,4,230,2016,October,10,0,784,685,99,12.6
7954,Municipality of Skagway,4,230,2016,November,11,0,610,501,109,17.9
7955,Municipality of Skagway,4,230,2016,December,12,0,644,509,135,21.0
7956,Municipality of Skagway,4,230,2016,Annual,0,1,803,717,86,10.7
7957,Municipality of Skagway,4,230,2017,January,1,0,621,483,138,22.2
7958,Municipality of Skagway,4,230,2017,February,2,0,609,481,128,21.0
7959,Municipality of Skagway,4,230,2017,March,3,0,592,478,114,19.3
7960,Municipality of Skagway,4,230,2017,April,4,0,670,598,72,10.7
7961,Municipality of Skagway,4,230,2017,May,5,0,1011,974,37,3.7
7914,Municipality of Skagway,4,230,2013,October,10,0,795,690,105,13.2
7940,Municipality of Skagway,4,230,2015,October,10,0,796,673,123,15.5
7939,Municipality of Skagway,4,230,2015,September,9,0,993,952,41,4.1
7952,Municipality of Skagway,4,230,2016,September,9,0,979,945,34,3.5
7937,Municipality of Skagway,4,230,2015,July,7,0,1079,1033,46,4.3
7917,Municipality of Skagway,4,230,2013,Annual,0,1,790,692,98,12.4
7916,Municipality of Skagway,4,230,2013,December,12,0,618,476,142,23.0
7938,Municipality of Skagway,4,230,2015,August,8,0,1062,1020,42,4.0
7918,Municipality of Skagway,4,230,2014,January,1,0,628,475,153,24.4
7919,Municipality of Skagway,4,230,2014,February,2,0,620,454,166,26.8
7920,Municipality of Skagway,4,230,2014,March,3,0,602,460,142,23.6
7921,Municipality of Skagway,4,230,2014,April,4,0,620,524,96,15.5
7923,Municipality of Skagway,4,230,2014,June,6,0,1056,1008,48,4.5
7924,Municipality of Skagway,4,230,2014,July,7,0,1082,1036,46,4.3
7925,Municipality of Skagway,4,230,2014,August,8,0,1053,1013,40,3.8
7926,Municipality of Skagway,4,230,2014,September,9,0,984,944,40,4.1
7922,Municipality of Skagway,4,230,2014,May,5,0,996,941,55,5.5
7928,Municipality of Skagway,4,230,2014,November,11,0,622,505,117,18.8
7936,Municipality of Skagway,4,230,2015,June,6,0,1062,1012,50,4.7
7929,Municipality of Skagway,4,230,2014,December,12,0,609,481,128,21.0
7930,Municipality of Skagway,4,230,2014,Annual,0,1,802,708,94,11.7
7931,Municipality of Skagway,4,230,2015,January,1,0,614,487,127,20.7
7932,Municipality of Skagway,4,230,2015,February,2,0,609,469,140,23.0
7933,Municipality of Skagway,4,230,2015,March,3,0,576,463,113,19.6
7927,Municipality of Skagway,4,230,2014,October,10,0,741,649,92,12.4
7935,Municipality of Skagway,4,230,2015,May,5,0,1005,948,57,5.7
7934,Municipality of Skagway,4,230,2015,April,4,0,644,564,80,12.4
1922,Nome Census Area,4,180,2017,December,12,0,4201,3770,431,10.3
1931,Nome Census Area,4,180,2018,August,8,0,3914,3510,404,10.3
1930,Nome Census Area,4,180,2018,July,7,0,3997,3567,430,10.8
1929,Nome Census Area,4,180,2018,June,6,0,4124,3628,496,12.0
1928,Nome Census Area,4,180,2018,May,5,0,4093,3647,446,10.9
1925,Nome Census Area,4,180,2018,February,2,0,4132,3637,495,12.0
1926,Nome Census Area,4,180,2018,March,3,0,4182,3709,473,11.3
1924,Nome Census Area,4,180,2018,January,1,0,4143,3670,473,11.4
1923,Nome Census Area,4,180,2017,Annual,0,1,4091,3626,465,11.4
1932,Nome Census Area,4,180,2018,September,9,0,4009,3650,359,9.0
1921,Nome Census Area,4,180,2017,November,11,0,4204,3781,423,10.1
1927,Nome Census Area,4,180,2018,April,4,0,4077,3626,451,11.1
1933,Nome Census Area,4,180,2018,October,10,0,4194,3827,367,8.8
1943,Nome Census Area,4,180,2019,July,7,0,3849,3389,460,12.0
1935,Nome Census Area,4,180,2018,December,12,0,4218,3807,411,9.7
1936,Nome Census Area,4,180,2018,Annual,0,1,4101,3668,433,10.6
1937,Nome Census Area,4,180,2019,January,1,0,4164,3682,482,11.6
1938,Nome Census Area,4,180,2019,February,2,0,4084,3617,467,11.4
1939,Nome Census Area,4,180,2019,March,3,0,4100,3648,452,11.0
1940,Nome Census Area,4,180,2019,April,4,0,3957,3537,420,10.6
1941,Nome Census Area,4,180,2019,May,5,0,3980,3567,413,10.4
1942,Nome Census Area,4,180,2019,June,6,0,4047,3558,489,12.1
1944,Nome Census Area,4,180,2019,August,8,0,3905,3523,382,9.8
1945,Nome Census Area,4,180,2019,September,9,0,3964,3611,353,8.9
1946,Nome Census Area,4,180,2019,October,10,0,4101,3781,320,7.8
1947,Nome Census Area,4,180,2019,November,11,0,4065,3718,347,8.5
1920,Nome Census Area,4,180,2017,October,10,0,4220,3832,388,9.2
1948,Nome Census Area,4,180,2019,December,12,0,4015,3675,340,8.5
1934,Nome Census Area,4,180,2018,November,11,0,4131,3737,394,9.5
1919,Nome Census Area,4,180,2017,September,9,0,4120,3710,410,10.0
1897,Nome Census Area,4,180,2015,Annual,0,1,4065,3596,469,11.5
1917,Nome Census Area,4,180,2017,July,7,0,3816,3326,490,12.8
1888,Nome Census Area,4,180,2015,April,4,0,3993,3482,511,12.8
1889,Nome Census Area,4,180,2015,May,5,0,4116,3600,516,12.5
1890,Nome Census Area,4,180,2015,June,6,0,4055,3527,528,13.0
1891,Nome Census Area,4,180,2015,July,7,0,3857,3380,477,12.4
1892,Nome Census Area,4,180,2015,August,8,0,4076,3647,429,10.5
1893,Nome Census Area,4,180,2015,September,9,0,4144,3733,411,9.9
1894,Nome Census Area,4,180,2015,October,10,0,4172,3768,404,9.7
1895,Nome Census Area,4,180,2015,November,11,0,4101,3685,416,10.1
1896,Nome Census Area,4,180,2015,December,12,0,4030,3608,422,10.5
1949,Nome Census Area,4,180,2019,Annual,0,1,4019,3609,410,10.2
1898,Nome Census Area,4,180,2016,January,1,0,4066,3602,464,11.4
1899,Nome Census Area,4,180,2016,February,2,0,4081,3587,494,12.1
1900,Nome Census Area,4,180,2016,March,3,0,4186,3677,509,12.2
1901,Nome Census Area,4,180,2016,April,4,0,4100,3589,511,12.5
1902,Nome Census Area,4,180,2016,May,5,0,4088,3578,510,12.5
1903,Nome Census Area,4,180,2016,June,6,0,4054,3460,594,14.7
1904,Nome Census Area,4,180,2016,July,7,0,3726,3192,534,14.3
1905,Nome Census Area,4,180,2016,August,8,0,3824,3306,518,13.5
1906,Nome Census Area,4,180,2016,September,9,0,4169,3714,455,10.9
1907,Nome Census Area,4,180,2016,October,10,0,4233,3756,477,11.3
1908,Nome Census Area,4,180,2016,November,11,0,4159,3702,457,11.0
1909,Nome Census Area,4,180,2016,December,12,0,4174,3725,449,10.8
1910,Nome Census Area,4,180,2016,Annual,0,1,4072,3574,498,12.2
1911,Nome Census Area,4,180,2017,January,1,0,4125,3625,500,12.1
1912,Nome Census Area,4,180,2017,February,2,0,4205,3688,517,12.3
1913,Nome Census Area,4,180,2017,March,3,0,4148,3683,465,11.2
1914,Nome Census Area,4,180,2017,April,4,0,4073,3596,477,11.7
1915,Nome Census Area,4,180,2017,May,5,0,4109,3629,480,11.7
1916,Nome Census Area,4,180,2017,June,6,0,4091,3571,520,12.7
1918,Nome Census Area,4,180,2017,August,8,0,3780,3303,477,12.6
1950,Nome Census Area,4,180,2020,January,1,0,4064,3677,387,9.5
1974,Nome Census Area,4,180,2021,December,12,0,4109,3796,313,7.6
1952,Nome Census Area,4,180,2020,March,3,0,4061,3581,480,11.8
1987,Nome Census Area,4,180,2022,December,12,0,4085,3844,241,5.9
1988,Nome Census Area,4,180,2022,Annual,0,1,4093,3798,295,7.2
1989,Nome Census Area,4,180,2023,January,1,0,3934,3653,281,7.1
1990,Nome Census Area,4,180,2023,February,2,0,4043,3733,310,7.7
1991,Nome Census Area,4,180,2023,March,3,0,4018,3707,311,7.7
1992,Nome Census Area,4,180,2023,April,4,0,3944,3659,285,7.2
1993,Nome Census Area,4,180,2023,May,5,0,3955,3654,301,7.6
1994,Nome Census Area,4,180,2023,June,6,0,4010,3659,351,8.8
1995,Nome Census Area,4,180,2023,July,7,0,3885,3575,310,8.0
1996,Nome Census Area,4,180,2023,August,8,0,3820,3504,316,8.3
1997,Nome Census Area,4,180,2023,September,9,0,3975,3663,312,7.8
1998,Nome Census Area,4,180,2023,October,10,0,4327,4012,315,7.3
2000,Nome Census Area,4,180,2023,December,12,0,4260,3948,312,7.3
2001,Nome Census Area,4,180,2023,Annual,0,1,4049,3738,311,7.7
2002,Nome Census Area,4,180,2024,January,1,0,4208,3841,367,8.7
2003,Nome Census Area,4,180,2024,February,2,0,4421,4015,406,9.2
2004,Nome Census Area,4,180,2024,March,3,0,4427,4039,388,8.8
2005,Nome Census Area,4,180,2024,April,4,0,4244,3903,341,8.0
2006,Nome Census Area,4,180,2024,May,5,0,4141,3817,324,7.8
2007,Nome Census Area,4,180,2024,June,6,0,4171,3778,393,9.4
2008,Nome Census Area,4,180,2024,July,7,0,4095,3710,385,9.4
2009,Nome Census Area,4,180,2024,August,8,0,4019,3677,342,8.5
2010,Nome Census Area,4,180,2024,September,9,0,4155,3862,293,7.1
2011,Nome Census Area,4,180,2024,October,10,0,4072,3775,297,7.3
2012,Nome Census Area,4,180,2024,November,11,0,4123,3800,323,7.8
2013,Nome Census Area,4,180,2024,December,12,1,4106,3775,331,8.1
2014,Nome Census Area,4,180,2023,Annual,0,1,4049,3738,311,7.7
1817,Nome Census Area,4,180,2009,November,11,0,4126,3672,454,11.0
1887,Nome Census Area,4,180,2015,March,3,0,4117,3610,507,12.3
1986,Nome Census Area,4,180,2022,November,11,0,4198,3941,257,6.1
1951,Nome Census Area,4,180,2020,February,2,0,4090,3672,418,10.2
1985,Nome Census Area,4,180,2022,October,10,0,4125,3899,226,5.5
1983,Nome Census Area,4,180,2022,August,8,0,4003,3761,242,6.0
1953,Nome Census Area,4,180,2020,April,4,0,3713,3273,440,11.9
1954,Nome Census Area,4,180,2020,May,5,0,3774,3220,554,14.7
1955,Nome Census Area,4,180,2020,June,6,0,4071,3476,595,14.6
1956,Nome Census Area,4,180,2020,July,7,0,3897,3322,575,14.8
1957,Nome Census Area,4,180,2020,August,8,0,3776,3391,385,10.2
1958,Nome Census Area,4,180,2020,September,9,0,3876,3477,399,10.3
1959,Nome Census Area,4,180,2020,October,10,0,3967,3626,341,8.6
1960,Nome Census Area,4,180,2020,November,11,0,3893,3546,347,8.9
1961,Nome Census Area,4,180,2020,December,12,0,4058,3740,318,7.8
1962,Nome Census Area,4,180,2020,Annual,0,1,3937,3500,437,11.1
1963,Nome Census Area,4,180,2021,January,1,0,3951,3607,344,8.7
1964,Nome Census Area,4,180,2021,February,2,0,4019,3632,387,9.6
1965,Nome Census Area,4,180,2021,March,3,0,3737,3316,421,11.3
1966,Nome Census Area,4,180,2021,April,4,0,3820,3380,440,11.5
1967,Nome Census Area,4,180,2021,May,5,0,4033,3593,440,10.9
1968,Nome Census Area,4,180,2021,June,6,0,4104,3608,496,12.1
1969,Nome Census Area,4,180,2021,July,7,0,4057,3625,432,10.6
1970,Nome Census Area,4,180,2021,August,8,0,3890,3519,371,9.5
1971,Nome Census Area,4,180,2021,September,9,0,4129,3796,333,8.1
1972,Nome Census Area,4,180,2021,October,10,0,4200,3870,330,7.9
1973,Nome Census Area,4,180,2021,November,11,0,4177,3821,356,8.5
1975,Nome Census Area,4,180,2021,Annual,0,1,4019,3630,389,9.7
1976,Nome Census Area,4,180,2022,January,1,0,3905,3550,355,9.1
1977,Nome Census Area,4,180,2022,February,2,0,4143,3782,361,8.7
1978,Nome Census Area,4,180,2022,March,3,0,4108,3760,348,8.5
1979,Nome Census Area,4,180,2022,April,4,0,4147,3816,331,8.0
1980,Nome Census Area,4,180,2022,May,5,0,4086,3786,300,7.3
1981,Nome Census Area,4,180,2022,June,6,0,4153,3823,330,7.9
1982,Nome Census Area,4,180,2022,July,7,0,3989,3693,296,7.4
1984,Nome Census Area,4,180,2022,September,9,0,4175,3922,253,6.1
1999,Nome Census Area,4,180,2023,November,11,0,4417,4087,330,7.5
1885,Nome Census Area,4,180,2015,January,1,0,4038,3549,489,12.1
1884,Nome Census Area,4,180,2014,Annual,0,1,4107,3610,497,12.1
1715,Nome Census Area,4,180,2001,Annual,0,0,3693,3337,356,9.6
1714,Nome Census Area,4,180,2001,December,12,0,3718,3393,325,8.7
1713,Nome Census Area,4,180,2001,November,11,0,3745,3422,323,8.6
1712,Nome Census Area,4,180,2001,October,10,0,3800,3487,313,8.2
1711,Nome Census Area,4,180,2001,September,9,0,3601,3278,323,9.0
1710,Nome Census Area,4,180,2001,August,8,0,3705,3368,337,9.1
1709,Nome Census Area,4,180,2001,July,7,0,3630,3265,365,10.1
1716,Nome Census Area,4,180,2002,January,1,0,3807,3437,370,9.7
1708,Nome Census Area,4,180,2001,June,6,0,3522,3106,416,11.8
1706,Nome Census Area,4,180,2001,April,4,0,3672,3303,369,10.0
1705,Nome Census Area,4,180,2001,March,3,0,3752,3382,370,9.9
1704,Nome Census Area,4,180,2001,February,2,0,3773,3397,376,10.0
1703,Nome Census Area,4,180,2001,January,1,0,3773,3409,364,9.6
1702,Nome Census Area,4,180,2000,Annual,0,0,3705,3348,357,9.6
1701,Nome Census Area,4,180,2000,December,12,0,3764,3436,328,8.7
1700,Nome Census Area,4,180,2000,November,11,0,3804,3470,334,8.8
1707,Nome Census Area,4,180,2001,May,5,0,3626,3239,387,10.7
1699,Nome Census Area,4,180,2000,October,10,0,3771,3467,304,8.1
1717,Nome Census Area,4,180,2002,February,2,0,3875,3485,390,10.1
1719,Nome Census Area,4,180,2002,April,4,0,3722,3298,424,11.4
1735,Nome Census Area,4,180,2003,July,7,0,3596,3155,441,12.3
1734,Nome Census Area,4,180,2003,June,6,0,3697,3230,467,12.6
1733,Nome Census Area,4,180,2003,May,5,0,3927,3501,426,10.8
1732,Nome Census Area,4,180,2003,April,4,0,4020,3596,424,10.5
1731,Nome Census Area,4,180,2003,March,3,0,4019,3596,423,10.5
1730,Nome Census Area,4,180,2003,February,2,0,4031,3607,424,10.5
1729,Nome Census Area,4,180,2003,January,1,0,4073,3672,401,9.8
1718,Nome Census Area,4,180,2002,March,3,0,4083,3648,435,10.7
1728,Nome Census Area,4,180,2002,Annual,0,0,3862,3481,381,9.9
1726,Nome Census Area,4,180,2002,November,11,0,3963,3616,347,8.8
1725,Nome Census Area,4,180,2002,October,10,0,3921,3593,328,8.4
1724,Nome Census Area,4,180,2002,September,9,0,3909,3569,340,8.7
1723,Nome Census Area,4,180,2002,August,8,0,3809,3467,342,9.0
1722,Nome Census Area,4,180,2002,July,7,0,3874,3486,388,10.0
1721,Nome Census Area,4,180,2002,June,6,0,3586,3166,420,11.7
1720,Nome Census Area,4,180,2002,May,5,0,3782,3362,420,11.1
1727,Nome Census Area,4,180,2002,December,12,0,4018,3649,369,9.2
1698,Nome Census Area,4,180,2000,September,9,0,3734,3384,350,9.4
1697,Nome Census Area,4,180,2000,August,8,0,3686,3321,365,9.9
1696,Nome Census Area,4,180,2000,July,7,0,3622,3260,362,10.0
1674,Nome Census Area,4,180,1998,November,11,0,3393,3064,329,9.7
1673,Nome Census Area,4,180,1998,October,10,0,3388,3095,293,8.6
1672,Nome Census Area,4,180,1998,September,9,0,3359,3026,333,9.9
1671,Nome Census Area,4,180,1998,August,8,0,3372,3016,356,10.6
1670,Nome Census Area,4,180,1998,July,7,0,3400,3009,391,11.5
1669,Nome Census Area,4,180,1998,June,6,0,3441,2989,452,13.1
1668,Nome Census Area,4,180,1998,May,5,0,3344,2985,359,10.7
1675,Nome Census Area,4,180,1998,December,12,0,3444,3111,333,9.7
1667,Nome Census Area,4,180,1998,April,4,0,3436,3117,319,9.3
1665,Nome Census Area,4,180,1998,February,2,0,3441,3138,303,8.8
1664,Nome Census Area,4,180,1998,January,1,0,3448,3168,280,8.1
1663,Nome Census Area,4,180,1997,Annual,0,0,3296,2952,344,10.4
1662,Nome Census Area,4,180,1997,December,12,0,3353,3122,231,6.9
1661,Nome Census Area,4,180,1997,November,11,0,3231,2989,242,7.5
1660,Nome Census Area,4,180,1997,October,10,0,3271,3034,237,7.2
1659,Nome Census Area,4,180,1997,September,9,0,3292,2978,314,9.5
1666,Nome Census Area,4,180,1998,March,3,0,3422,3118,304,8.9
1676,Nome Census Area,4,180,1998,Annual,0,0,3408,3070,338,9.9
1677,Nome Census Area,4,180,1999,January,1,0,3349,2968,381,11.4
1678,Nome Census Area,4,180,1999,February,2,0,3393,2996,397,11.7
1695,Nome Census Area,4,180,2000,June,6,0,3582,3164,418,11.7
1694,Nome Census Area,4,180,2000,May,5,0,3626,3214,412,11.4
1693,Nome Census Area,4,180,2000,April,4,0,3596,3233,363,10.1
1692,Nome Census Area,4,180,2000,March,3,0,3764,3397,367,9.8
1691,Nome Census Area,4,180,2000,February,2,0,3729,3370,359,9.6
1690,Nome Census Area,4,180,2000,January,1,0,3787,3461,326,8.6
1689,Nome Census Area,4,180,1999,Annual,0,0,3151,2785,366,11.6
1688,Nome Census Area,4,180,1999,December,12,0,3095,2804,291,9.4
1687,Nome Census Area,4,180,1999,November,11,0,3000,2702,298,9.9
1686,Nome Census Area,4,180,1999,October,10,0,2977,2699,278,9.3
1685,Nome Census Area,4,180,1999,September,9,0,2938,2652,286,9.7
1684,Nome Census Area,4,180,1999,August,8,0,2947,2606,341,11.6
1683,Nome Census Area,4,180,1999,July,7,0,3119,2673,446,14.3
1682,Nome Census Area,4,180,1999,June,6,0,3133,2661,472,15.1
1681,Nome Census Area,4,180,1999,May,5,0,3174,2749,425,13.4
1680,Nome Census Area,4,180,1999,April,4,0,3303,2905,398,12.0
1679,Nome Census Area,4,180,1999,March,3,0,3373,2999,374,11.1
1736,Nome Census Area,4,180,2003,August,8,0,3752,3331,421,11.2
1658,Nome Census Area,4,180,1997,August,8,0,3280,2933,347,10.6
1737,Nome Census Area,4,180,2003,September,9,0,3896,3500,396,10.2
1739,Nome Census Area,4,180,2003,November,11,0,3979,3566,413,10.4
1796,Nome Census Area,4,180,2008,March,3,0,4079,3675,404,9.9
1795,Nome Census Area,4,180,2008,February,2,0,4039,3617,422,10.4
1794,Nome Census Area,4,180,2008,January,1,0,4075,3655,420,10.3
1793,Nome Census Area,4,180,2007,Annual,0,0,3788,3372,416,11.0
1792,Nome Census Area,4,180,2007,December,12,0,3989,3613,376,9.4
1791,Nome Census Area,4,180,2007,November,11,0,4023,3621,402,10.0
1790,Nome Census Area,4,180,2007,October,10,0,3984,3600,384,9.6
1797,Nome Census Area,4,180,2008,April,4,0,3974,3574,400,10.1
1789,Nome Census Area,4,180,2007,September,9,0,3802,3401,401,10.5
1787,Nome Census Area,4,180,2007,July,7,0,3413,2970,443,13.0
1786,Nome Census Area,4,180,2007,June,6,0,3542,3071,471,13.3
1785,Nome Census Area,4,180,2007,May,5,0,3788,3345,443,11.7
1784,Nome Census Area,4,180,2007,April,4,0,3749,3321,428,11.4
