X,Y,OBJECTID,Place,Geo_Src,e_Pop_Total,m_Pop_Total,e_Pop_Male,m_Pop_Male,e_Pop_Female,m_Pop_Female,Start_Year,End_Year,PlaceID,IsMostRecent
-17372737.0858399,9097299.16392271,4191,Takotna,P,58,36,21,14,37,25,2017,2021,{85E095CB-FA7C-489E-81CF-7471581BE04A},
-16710391.3289343,8936181.57566601,4192,Talkeetna,P,947,293,487,167,460,176,2017,2021,{3EC46053-F188-4C9A-B758-A0D57EF8F834},
-15958316.6300582,9193115.8464888,4193,Tanacross,P,107,46,62,30,45,25,2017,2021,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43},
-16629445.237862,8767312.9648586,4194,Tanaina,P,10314,610,5431,415,4883,334,2017,2021,{929B664D-4B19-44FF-A034-299BEAC5D45E},
-16929212.5031645,9653607.03557419,4195,Tanana,P,190,48,109,34,81,23,2017,2021,{52BCEDDA-9254-47D3-9A2A-3B00217A0661},
-16328534.5245761,8595687.733204,4196,Tatitlek,P,34,27,11,10,23,23,2017,2021,{A47812B1-7D27-455A-A423-CE6015545162},
-16187196.9424994,8870386.41137708,4197,Tazlina,P,445,107,244,74,201,66,2017,2021,{A3685B4F-070E-4C85-9820-DEE25ABC695E},
-18519689.6135483,9677978.83564969,4198,Teller,P,250,52,136,32,114,34,2017,2021,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A},
-15053544.5411622,7921459.04939632,4199,Tenakee Springs,P,156,65,102,48,54,30,2017,2021,{E49E42CA-BF94-44E1-9650-6B93C551222E},
-15865220.3482979,9134177.09345036,4200,Tetlin,P,246,90,175,61,71,38,2017,2021,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53},
-14752373.097814,7496057.95152267,4201,Thorne Bay,P,470,85,240,50,230,50,2017,2021,{3F597174-5CB5-4C16-8F4A-786886325C42},
-17853285.3608513,8193477.2525473,4202,Togiak,P,866,152,486,119,380,62,2017,2021,{5992D3C6-F615-45B1-BE46-B0FF54252CF2},
-15917324.8423741,9183091.43721711,4203,Tok,P,1315,209,626,108,689,142,2017,2021,{E7AB4B30-0C1D-4536-8571-A8835525D851},
-18379653.2461127,8518590.89616114,4204,Toksook Bay,P,874,189,435,83,439,121,2017,2021,{976DFE6D-5070-41D4-B270-90EB077F8A48},
-16265215.1204587,8882214.49976839,4205,Tolsona,P,35,47,8,12,27,35,2017,2021,{93A518D2-76B0-46E5-863A-02EDDEB80C98},
-16161325.5298553,8779266.76854602,4206,Tonsina,P,14,21,0,10,14,21,2017,2021,{793D84BA-F572-4A23-A265-0090CCDE0F70},
-16723946.420688,8934519.32735454,4207,Trapper Creek,P,318,65,188,42,130,35,2017,2021,{68659E20-597A-4214-97E4-BE2A722B888B},
-17917591.2190741,8648518.00957927,4208,Tuluksak,P,278,78,171,42,107,45,2017,2021,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E},
-18109049.0672711,8476453.63268147,4209,Tuntutuliak,P,1072,578,405,68,667,562,2017,2021,{E53D762F-9715-4E78-AE62-1FFB0D35EC03},
-18395700.7877218,8531414.38513811,4210,Tununak,P,309,84,177,49,132,44,2017,2021,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197},
-17842355.5861123,8196642.74751999,4211,Twin Hills,P,69,25,42,15,27,12,2017,2021,{70F9D3F0-0A22-421F-B1A4-0FF83845DECA},
-16368238.5102819,9576121.96361816,4212,Two Rivers,P,419,330,287,243,132,99,2017,2021,{2416B7D2-6E1E-47A0-8550-530D41B50117},
-16825205.8154774,8641473.78364105,4213,Tyonek,P,331,117,193,68,138,62,2017,2021,{961296AC-3BF0-47EF-AA6B-7D67C6031EDD},
-17521637.0889508,7865554.71115681,4214,Ugashik,P,3,5,3,5,0,10,2017,2021,{A3F13BA5-7501-4638-B3B8-55A7131B5C17},
-17899279.685261,9318504.75151891,4215,Unalakleet,P,728,291,354,93,374,216,2017,2021,{C3143A12-95C5-434E-A174-05E3A93C6CB4},
-18538889.9333079,7146158.06822584,4216,Unalaska,P,4339,152,2368,176,1971,192,2017,2021,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0},
-17846269.0949462,8750459.42220165,4217,Upper Kalskag,P,225,49,124,27,101,31,2017,2021,{50BD3072-1166-4F66-BB42-2E68C28DE654},
-17450559.5702569,11501957.3747615,4218,Utqiagvik,P,5123,21,2694,145,2429,148,2017,2021,{2697EF3A-7387-4208-B455-A046543D1AA7},
-16292173.0672154,8655789.26258689,4219,Valdez,P,3966,15,2043,151,1923,150,2017,2021,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444},
-16299601.2523058,10160823.0619457,4220,Venetie,P,109,36,50,18,59,24,2017,2021,{A3641C8B-440A-4FFF-AFC3-1602263D4212},
-17814706.4118869,11279797.9826226,4221,Wainwright,P,556,130,277,72,279,70,2017,2021,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3},
-18711833.4971617,9770649.64422587,4222,Wales,P,267,64,164,37,103,34,2017,2021,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746},
-16636052.6106908,8760724.04599611,4223,Wasilla,P,9098,37,4542,245,4556,246,2017,2021,{8805779A-5590-497A-82CB-9053953A6555},
-14819080.2747477,7581770.65035956,4224,Whale Pass,P,95,49,63,32,32,21,2017,2021,{4999C06C-E2C7-48C4-9BD9-E95833F9D114},
-18190772.5383038,9524915.03552746,4225,White Mountain,P,192,35,104,25,88,20,2017,2021,{7B4ACF01-3330-4839-B43B-E98C4902C151},
-16241007.0976359,9388310.4942788,4226,Whitestone,P,31,22,21,15,10,12,2017,2021,{9B99FA70-E5CE-4C65-94D1-2ABCA3426E73},
-15077357.902549,7986050.26291035,4227,Whitestone Logging Camp,P,0,10,0,10,0,10,2017,2021,{1026755E-5B75-45B6-98C8-6284B2D3C08B},
-16551646.7565988,8573723.60971377,4228,Whittier,P,316,107,184,74,132,47,2017,2021,{52F6D695-370B-4814-8DA9-00DCC073CA83},
-16702990.3514406,8798697.77507172,4229,Willow,P,1965,320,1037,168,928,183,2017,2021,{60E92328-3CA2-4968-A065-270130CCEE76},
-16161929.7217349,8811864.2712632,4230,Willow Creek,P,158,119,127,100,31,27,2017,2021,{4957115F-806A-43E5-BBCE-B3E79864940B},
-16709890.4642513,10273864.7421366,4231,Wiseman,P,13,18,4,6,9,13,2017,2021,{7DC57B05-77B0-4489-8056-CFFC5747990D},
-16985380.8557374,7905712.35927335,4232,Womens Bay,P,978,241,503,134,475,127,2017,2021,{8BB6EEE9-AF35-4E67-98F1-D901D6743094},
-14736875.9211032,7652635.44015356,4233,Wrangell,P,2162,,1224,80,938,80,2017,2021,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1},
-15556902.4498982,8302149.31659159,4234,Yakutat,P,562,113,340,97,222,59,2017,2021,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B},
-16911618.9820708,9826137.26375013,4249,Alaska,S,734821,,386649,598,348172,598,2018,2022,{FBDAD97E-3A9C-4408-A295-197720B2C16C},
-17864787.2224834,7429017.81475925,4250,Aleutians East Borough,C,3407,,2102,195,1305,195,2018,2022,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C},
-19852584.4046835,6792787.78010287,4251,Aleutians West Census Area,C,5219,,3484,99,1735,99,2018,2022,{62DAD683-3FFC-4453-9FD2-D2EE794E9231},
-16686218.0875525,8675653.72291914,4252,Anchorage,C,290674,,149144,192,141530,192,2018,2022,{41989645-CCA3-466B-9817-909C7EBD3FF1},
-17828194.9368115,8609515.82662756,4253,Bethel Census Area,C,18538,,9909,161,8629,161,2018,2022,{5F365A90-E7FE-4110-A895-042798D82840},
-17479082.6841936,8121685.35202224,4254,Bristol Bay Borough,C,854,87,489,48,365,65,2018,2022,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A},
-16275253.7983699,8509303.46796899,4255,Chugach Census Area,C,7000,,3717,149,3283,149,2018,2022,{70E419B7-B871-4400-8F35-A912DC710D65},
-16021342.3888323,8867322.973484,4256,Copper River Census Area,C,2614,,1388,96,1226,96,2018,2022,{6E6F335B-34AD-45BE-A9A8-3351C21F50A9},
-16587254.777931,9316925.80601147,4257,Denali Borough,C,2101,92,1417,144,684,135,2018,2022,{E39576F3-5473-4050-AD4E-430B55770A08},
-17649411.3818178,8181381.18887475,4258,Dillingham Census Area,C,4854,,2492,264,2362,264,2018,2022,{B7761367-B709-408C-BD0F-D9C9E2C5943F},
-16444751.118177,9567696.47175318,4259,Fairbanks North Star Borough,C,96299,,52279,219,44020,219,2018,2022,{B5ACCECA-F853-4F79-AD96-1CCA33463183},
-15077988.5827901,8231204.39941615,4260,Haines Borough,C,2079,,1079,120,1000,120,2018,2022,{EE7CEC95-7451-4BA9-B25F-B1C7F2362518},
-15048736.4948378,7983383.94265552,4261,Hoonah-Angoon Census Area,C,2329,,1300,80,1029,79,2018,2022,{967B027B-54A6-488D-841D-F748CE107A1A},
-14962078.6937559,8030570.02206249,4262,Juneau,C,32108,,16461,170,15647,170,2018,2022,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF},
-16817185.4041281,8509544.53082017,4263,Kenai Peninsula Borough,C,59235,,31086,127,28149,127,2018,2022,{3D00FF95-7311-402B-9DD4-1CE3321F245E},
-14657139.8094437,7429930.42392975,4264,Ketchikan Gateway Borough,C,13910,,7232,51,6678,51,2018,2022,{E60C34A3-5913-4148-9A40-D84C112C6316},
-16964836.6934302,7923993.22957199,4265,Kodiak Island Borough,C,13065,,6991,126,6074,126,2018,2022,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852},
-18166327.890096,8926584.6256831,4266,Kusilvak Census Area,C,8372,,4576,42,3796,42,2018,2022,{EF9C5E4E-265E-4453-B87F-401952925FE6},
-17461200.9527081,7980415.41283284,4267,Lake and Peninsula Borough,C,999,92,508,50,491,67,2018,2022,{08965FEC-CECD-4B69-9010-FEC9535D56A9},
-16598667.700856,8764845.10272645,4268,Matanuska-Susitna Borough,C,108661,,56811,69,51850,69,2018,2022,{851E4746-8FE8-4393-9369-E3F9F1633855},
-18284961.2940734,9564519.04249024,4269,Nome Census Area,C,10018,,5237,51,4781,51,2018,2022,{6825185D-29C7-42DB-A603-4F37EDDF219C},
-17452941.2456418,11502979.9634856,4270,North Slope Borough,C,10924,,6766,260,4158,260,2018,2022,{2DA35656-FC1D-4370-A191-64BB54EB5787},
-18100557.8568522,10126255.5868285,4271,Northwest Arctic Borough,C,7682,,4105,120,3577,120,2018,2022,{351F5989-A7A7-4518-A5E4-E67316B8C2DD},
-14800790.4763991,7721578.12677657,4272,Petersburg Borough,C,3374,,1655,98,1719,98,2018,2022,{3D32B916-2AAC-4B36-A357-1CCB20E08A73},
-14791655.2627998,7442966.61866863,4273,Prince of Wales-Hyder Census Area,C,5799,,3223,38,2576,38,2018,2022,{7ED5387A-A8FC-42E5-B364-246EE5926A4D},
-15065826.601253,7770144.80039453,4274,Sitka,C,8462,,4420,55,4042,55,2018,2022,{99E9981F-255D-4678-9D2E-704DC07798D6},
-15062828.5556362,8279546.78541121,4275,Skagway,C,1303,99,537,160,766,157,2018,2022,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9},
-15943021.6241255,9315564.93027635,4276,Southeast Fairbanks Census Area,C,6888,,3912,93,2976,93,2018,2022,{9E47F9E2-5A8D-4DD2-96DE-4A9F52F35A57},
-14736875.9211032,7652635.44015356,4277,Wrangell,C,2134,,1136,76,998,76,2018,2022,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1},
-15556902.4498982,8302149.31659159,4278,Yakutat,C,564,76,352,62,212,49,2018,2022,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B},
-16812037.2290032,9668260.5175691,4279,Yukon-Koyukuk Census Area,C,5355,,2841,43,2514,43,2018,2022,{1F2FC561-C032-423A-85B7-32591979EA75},
-19663507.7911574,6776337.60629079,4280,Adak,P,248,84,173,68,75,31,2018,2022,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86},
-17162487.1875705,7749255.80747254,4281,Akhiok,P,98,64,64,44,34,24,2018,2022,{68670103-A544-40F0-AD9E-7215DEC2434C},
-17972431.0159371,8606059.10759937,4282,Akiachak,P,415,98,186,45,229,64,2018,2022,{D381614D-1B3D-4C01-A916-B139441D4A88},
-17948041.6926256,8604612.88598838,4283,Akiak,P,298,87,167,48,131,43,2018,2022,{B9E3D976-5DA3-4850-884A-E7818D521898},
-18453825.976754,7195635.68739133,4284,Akutan,P,911,281,695,355,216,118,2018,2022,{D57C95FC-45D5-44E0-B99B-5325C15EBE66},
-18330707.5476733,9023905.19268546,4285,Alakanuk,P,1138,233,653,148,485,111,2018,2022,{8142710A-7405-430F-9A0B-C44338B4B31A},
-16998632.6281501,10030290.617505,4286,Alatna,P,36,21,15,10,21,12,2018,2022,{88A2EC6A-4FB2-4D64-9FA0-19C13D5A37FB},
-15697227.7428421,9008184.66778997,4287,Alcan Border,P,178,132,102,76,76,56,2018,2022,{3A2BEA63-41B6-445E-BF20-B04461C94803},
-17657678.5273638,8240980.59809748,4288,Aleknagik,P,121,41,58,22,63,25,2018,2022,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9},
-17018639.3674516,7968179.28755084,4289,Aleneva,P,0,10,0,10,0,10,2018,2022,{29D4602C-A471-4961-BBEC-AB22938F5F26},
-16992862.437114,10031835.3089084,4290,Allakaket,P,220,79,147,56,73,35,2018,2022,{D9E1C7EB-2990-486A-BEC6-DF457C95E944},
-17572508.2979883,10180738.1984948,4291,Ambler,P,277,108,127,37,150,95,2018,2022,{E98663F6-E635-4427-85F1-48E3042D196E},
-16891159.3456548,10489279.941021,4292,Anaktuvuk Pass,P,222,81,135,53,87,40,2018,2022,{C8F22DE3-2D24-49CD-A867-3855226D712F},
-16902085.2269946,8350131.34239944,4293,Anchor Point,P,2260,238,1224,146,1036,124,2018,2022,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83},
-16686218.0875525,8675653.72291914,4294,Anchorage,P,290674,,149144,192,141530,192,2018,2022,{41989645-CCA3-466B-9817-909C7EBD3FF1},
-16607841.8425473,9437496.73630837,4295,Anderson,P,173,48,114,39,59,25,2018,2022,{3999FA6E-F8E0-4528-9406-C991F8BB8C52},
-14981471.2754118,7862919.3185571,4296,Angoon,P,419,83,211,52,208,48,2018,2022,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1},
-17758530.6291833,8759944.08337012,4297,Aniak,P,551,69,331,64,220,46,2018,2022,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060},
-17833307.7073289,9015553.00610678,4298,Anvik,P,74,33,38,18,36,19,2018,2022,{AED9D55C-5519-4DA0-A4A7-28349D8498CD},
-16200942.2921759,10485277.8122488,4299,Arctic Village,P,199,54,102,31,97,33,2018,2022,{3FD9E5F5-DE1E-47BC-A8FC-ECEFCA7C2EA8},
-19391877.4279502,6835970.93964706,4300,Atka,P,28,15,14,11,14,9,2018,2022,{C80F8014-AF4E-4834-B4A8-DED62C0786C1},
-18064527.563622,8593130.12141586,4301,Atmautluak,P,34,29,18,15,16,14,2018,2022,{887F3239-34EE-4A3A-9B7A-522E212DA730},
-17524309.1239729,11227484.1041681,4302,Atqasuk,P,119,57,63,32,56,33,2018,2022,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A},
19277285.2935183,6950872.61663701,4303,Attu Station,P,17,37,17,37,0,10,2018,2022,{4B169010-F268-45A8-8444-F0B5873ABDEE},
-16409897.2332955,9557080.87200411,4304,Badger,P,19182,1742,10636,1114,8546,831,2018,2022,{DAC7203E-0D8F-434C-A2FA-C699EDD5B8CB},
-16631388.3051022,8437358.45632469,4305,Bear Creek,P,1283,388,699,235,584,208,2018,2022,{2B076D8C-6D9B-439C-90F1-92FEAE651E60},
-16408175.5504662,9976173.30142884,4306,Beaver,P,87,41,50,25,37,24,2018,2022,{FF43C1B1-9D83-4F8A-B3B2-E404ACC9D5B1},
-16814033.880103,8665458.63172155,4307,Beluga,P,4,4,4,4,0,10,2018,2022,{D72A5701-11AB-4596-AA0D-A2881CCB42B1},
-18008351.1575292,8578036.2426842,4308,Bethel,P,6312,67,3434,255,2878,249,2018,2022,{7B1302D1-C2B4-402C-8C43-141B93681692},
-16865833.0263745,10133834.8462918,4309,Bettles,P,0,10,0,10,0,10,2018,2022,{C4674250-987C-40CD-B550-D246607343D4},
-16234228.4764685,9387246.18503888,4310,Big Delta,P,545,208,336,120,209,103,2018,2022,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E},
-16677792.4607889,8753752.14376509,4311,Big Lake,P,3232,364,1695,194,1537,222,2018,2022,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D},
-16232379.5305256,9949191.5835814,4312,Birch Creek,P,3,5,3,5,0,10,2018,2022,{6EA0B92C-E267-478F-99A6-DA6EAC948390},
-18533827.0925877,9697033.79061887,4313,Brevig Mission,P,625,152,296,67,329,105,2018,2022,{01088110-F1CF-4DF6-A7C8-446D20A2B257},
-17936800.4854698,9870732.665245,4314,Buckland,P,644,108,365,65,279,53,2018,2022,{2FD931D4-12DB-45C2-834A-4B4559E54BA5},
-16587840.1502488,8786318.64725492,4315,Buffalo Soapstone,P,959,179,499,101,460,93,2018,2022,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97},
-16590548.7890119,8751263.55536645,4316,Butte,P,3752,262,1954,155,1798,144,2018,2022,{9A9D4747-657F-4044-BB90-7E45B94AB987},
-16574958.5798197,9197127.80929988,4317,Cantwell,P,117,43,75,33,42,19,2018,2022,{E263C114-3707-494D-84BF-BCBDC754E133},
-16121504.109879,9760330.07088335,4318,Central,P,105,84,57,58,48,42,2018,2022,{5729F5A2-2D55-4611-8C20-838834BEA9AA},
-15999716.2175498,10057166.2574094,4319,Chalkyitsik,P,95,50,66,39,29,23,2018,2022,{98D5F010-433A-452A-8E40-1DC756B3B809},
-16703629.7221717,8966595.56435427,4320,Chase,P,26,41,13,20,13,21,2018,2022,{427130A7-E294-4C77-9945-66799C9AE903},
-18287603.8577055,8435002.51586496,4321,Chefornak,P,476,84,272,53,204,44,2018,2022,{A446B551-74BE-4F56-B131-523C342C41BA},
-16471851.3428201,9562652.6716704,4322,Chena Ridge,P,5321,820,2570,412,2751,492,2018,2022,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B},
-16476658.3627789,8414356.69050082,4323,Chenega,P,58,30,33,18,25,16,2018,2022,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770},
-18433453.2225289,8748225.03058707,4324,Chevak,P,432,322,320,302,112,56,2018,2022,{8ECE306F-1205-474A-AF5D-5A82326AFDD3},
-16528585.7995315,8810988.71208775,4325,Chickaloon,P,283,149,142,70,141,84,2018,2022,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8},
-15799981.5073964,9368230.73085785,4326,Chicken,P,0,10,0,10,0,10,2018,2022,{0C46910A-CF22-422A-A69E-499EC6219D46},
-17648342.8318143,7620462.28603756,4327,Chignik Lagoon,P,39,23,14,9,25,18,2018,2022,{5FBF89C8-6F1F-4610-B81F-18286B0993C8},
-17673425.6845703,7609093.07634509,4328,Chignik Lake,P,30,16,17,11,13,8,2018,2022,{F821657B-F119-4950-BB18-F827B06C680C},
-17634583.1537608,7618623.8936503,4329,Chignik,P,54,30,25,17,29,16,2018,2022,{99F023D0-9290-48CE-8E68-5683A57192DC},
-16945366.5635001,7887490.67201661,4330,Chiniak,P,0,10,0,10,0,10,2018,2022,{9C0DF89A-A248-470E-82A5-F25ED75A098A},
-15811293.2362289,8873304.3872249,4331,Chisana,P,0,10,0,10,0,10,2018,2022,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222},
-16103943.6835133,8994702.92422141,4332,Chistochina,P,45,33,11,15,34,23,2018,2022,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48},
-16079111.6919015,8745393.57916078,4333,Chitina,P,71,47,46,25,25,26,2018,2022,{5CD6634F-015C-4D3A-8F00-755FB6A3D186},
-17726740.7758825,8759043.86328533,4334,Chuathbaluk,P,92,30,51,21,41,15,2018,2022,{493BC9A8-7869-476D-9319-B88C76EB388A},
-16037437.1538392,9829561.30812307,4335,Circle,P,45,24,15,12,30,17,2018,2022,{98B27D83-9E27-4EE6-A6AB-CEED07523629},
-16854020.1963051,8450323.80317593,4336,Clam Gulch,P,279,138,158,78,121,67,2018,2022,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9},
-17649480.0562589,8144709.0209932,4337,Clark's Point,P,31,20,11,10,20,13,2018,2022,{16FFACBB-CCBD-4A00-829F-F89904105FD5},
-14786374.5823039,7561211.62728565,4338,Coffman Cove,P,201,64,122,39,79,31,2018,2022,{1F684F46-814E-4675-B09B-A8449105B5E9},
-16844818.5447846,8482380.58204922,4339,Cohoe,P,1520,336,778,178,742,222,2018,2022,{9F0FE231-3223-4A37-89B8-9182CD7AB22F},
-18113349.5399095,7402060.39389685,4340,Cold Bay,P,143,62,56,22,87,48,2018,2022,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C},
-16719029.6188946,10229447.6395967,4341,Coldfoot,P,270,56,213,154,57,136,2018,2022,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887},
-16453332.4338201,9570778.8919546,4342,College,P,12376,1120,6821,795,5555,507,2018,2022,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B},
-16676595.5791161,8510749.69663507,4343,Cooper Landing,P,224,128,132,83,92,55,2018,2022,{CB929A5F-AF01-4DE3-8855-87193B97F75F},
-16175312.0055638,8848480.42628687,4344,Copper Center,P,329,83,181,47,148,54,2018,2022,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2},
-16225948.4460254,8521876.53212947,4345,Cordova,P,2507,121,1330,114,1177,108,2018,2022,{3921BE55-50DD-4433-8958-D5D2F2D001AE},
-15138316.180303,8265975.50286927,4346,Covenant Life,P,25,21,9,14,16,12,2018,2022,{E4085300-359F-4509-9843-50524D6A0692},
-14822310.7172787,7454810.18503479,4347,Craig,P,1073,100,569,59,504,59,2018,2022,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B},
-17600258.9864611,8828483.63717886,4348,Crooked Creek,P,28,14,19,11,9,8,2018,2022,{8B69F4F5-9833-40B1-B264-CBE2A5544BC8},
-16627741.9393352,8493690.12094984,4349,Crown Point,P,62,62,37,43,25,26,2018,2022,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1},
-18114891.8501924,9897862.18415849,4350,Deering,P,189,52,99,31,90,27,2018,2022,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806},
-16223331.6925964,9361751.89718577,4351,Delta Junction,P,1126,200,691,145,435,101,2018,2022,{763EEB4F-118C-4AEA-A931-D707FE999A12},
-16160672.5513182,9321163.46278051,4352,Deltana,P,2059,281,1001,155,1058,180,2018,2022,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81},
-16577349.7774737,9282113.07382764,4353,Denali Park,P,817,282,670,326,147,123,2018,2022,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436},
-16871303.7259016,8327977.94967564,4354,Diamond Ridge,P,1397,211,663,115,734,123,2018,2022,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522},
-17640029.2383221,8188902.08219489,4355,Dillingham,P,2175,250,1072,308,1103,208,2018,2022,{08E18522-8DAC-4DFC-975E-26751FE81958},
-18807627.4390229,9811020.63817553,4356,Diomede,P,47,28,24,15,23,17,2018,2022,{9E47594D-5392-4A49-8FCD-026556C904AE},
-16036561.2555728,9263429.15495555,4357,Dot Lake,P,0,10,0,10,0,10,2018,2022,{03A313E3-0987-4B72-8EC9-6C92E01A12A2},
-16035499.1835844,9262839.66483944,4358,Dot Lake Village,P,0,10,0,10,0,10,2018,2022,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2},
-16097000.0382138,9267756.62343433,4359,Dry Creek,P,202,132,119,91,83,55,2018,2022,{64B2729B-A777-4917-9D20-77822FE68CFE},
-15701145.1188037,9541571.00919845,4360,Eagle Village,P,68,40,56,32,12,14,2018,2022,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA},
-15719157.8167796,9552995.61796396,4361,Eagle,P,99,51,62,33,37,27,2018,2022,{99E4149C-E691-4714-88EC-9EDCEF72C195},
19382070.3129475,6932217.96050267,4362,Eareckson Station,P,166,70,151,70,15,20,2018,2022,{17AA4233-9435-4013-B2C1-D61FBB303CCE},
-14878758.0609857,7549487.03891262,4363,Edna Bay,P,21,21,16,18,5,7,2018,2022,{85B7409D-F9A3-4D1C-8587-BA31448CD26E},
-18037041.1291412,8448636.97364217,4364,Eek,P,475,96,257,55,218,50,2018,2022,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767},
-17518988.4125428,8011365.49685887,4365,Egegik,P,46,44,37,45,9,8,2018,2022,{F7D03E2F-5588-4343-BE94-44E824B7A836},
-16372988.328609,9522017.29511211,4366,Eielson AFB,P,3071,385,1754,261,1317,255,2018,2022,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD},
-17530376.0001536,8256476.2989067,4367,Ekwok,P,51,22,27,13,24,12,2018,2022,{FAF5958B-8A56-4E28-B3B1-66B772A5A166},
-15177910.0843907,8008163.78366283,4368,Elfin Cove,P,16,19,7,10,9,10,2018,2022,{4BAA8104-672E-401E-88E8-341E10A478B8},
-18063202.2799259,9508086.85094371,4369,Elim,P,293,67,183,46,110,30,2018,2022,{962DB38D-BABD-43F0-AF8E-6B3C0964C131},
-18315378.7724165,9045765.64857705,4370,Emmonak,P,1293,256,731,193,562,117,2018,2022,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133},
-16472701.2757039,9570394.18361401,4371,Ester,P,2989,1021,1851,596,1138,478,2018,2022,{C975E5F6-90CB-420B-9766-C43941847789},
-16382673.0104282,8844601.11827285,4372,Eureka Roadhouse,P,0,10,0,10,0,10,2018,2022,{463333A9-778A-4087-B2B6-C834DF7F1809},
-16865546.7834434,10134617.5060728,4373,Evansville,P,27,26,20,20,7,17,2018,2022,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED},
-15077462.2436435,8055392.88265615,4374,Excursion Inlet,P,62,28,28,34,34,44,2018,2022,{E209147C-83F5-4D19-AD3F-CB78B1F679F5},
-16444254.1310858,9566271.87088456,4375,Fairbanks,P,32496,58,17413,430,15083,424,2018,2022,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18},
-18191245.5091054,7333781.24025852,4376,False Pass,P,103,43,62,38,41,14,2018,2022,{223C147A-542C-4057-8AE2-C5C99FC10AB1},
-16602782.7855767,8774282.41258619,4377,Farm Loop,P,2561,270,1284,166,1277,143,2018,2022,{803C9DC0-CB68-4FB4-8746-A65C69A5905F},
-16448634.4496328,9579406.8471837,4378,Farmers Loop,P,4179,760,2234,449,1945,405,2018,2022,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF},
-16599487.2199191,9354104.28255344,4379,Ferry,P,26,32,14,17,12,17,2018,2022,{6271DC39-C422-443B-AB71-71A2246047FD},
-16614286.7218702,8786763.92855068,4380,Fishhook,P,5115,453,2775,290,2340,265,2018,2022,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8},
-17589314.4415182,8967508.78411107,4381,Flat,P,0,10,0,10,0,10,2018,2022,{3C695476-5C5E-4120-9E30-BF42C37A0EAF},
-16221914.8450569,9347686.74831746,4382,Fort Greely,P,158,107,95,55,63,56,2018,2022,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739},
-16168185.7498793,10033547.7525708,4383,Fort Yukon,P,476,91,221,55,255,55,2018,2022,{641D75DC-10FB-4C68-9F27-A8720C97B6C0},
-16599728.6961623,9503867.71164907,4384,Four Mile Road,P,5,7,5,7,0,10,2018,2022,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C},
