X,Y,OBJECTID,Place,Geo_Src,e_Total_Pop,m_Total_Pop,e_One_Race,m_One_Race,e_AmInd_AKNat,m_AmInd_AKNat,e_Asian,m_Asian,e_Black_AfricanAm,m_Black_AfricanAm,e_NatHI_PacIslander,m_NatHI_PacIslander,e_Other_Race,m_Other_Race,e_White,m_White,e_Two_or_More,m_Two_or_More,e_Black_AfrAm_and_AmInd_AKNat,m_Black_AfrAm_and_AmInd_AKNat,e_White_and_AmInd_AKNat,m_White_and_AmInd_AKNat,e_White_and_Asian,m_White_and_Asian,e_White_and_Black_AfricanAm,m_White_and_Black_AfricanAm,Start_Year,End_Year,IsMostRecent,PlaceID
-16444254.1310858,9566271.87088456,2819,Fairbanks,P,31677,55,28641,477,2899,545,1320,275,2889,436,199,167,515,301,20819,839,3036,475,84,66,1075,328,398,141,978,302,2014,2018,,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18}
-18191245.5091054,7333781.24025852,2820,False Pass,P,78,25,78,25,36,22,6,7,0,9,0,9,5,6,31,19,0,9,0,9,0,9,0,9,0,9,2014,2018,,{223C147A-542C-4057-8AE2-C5C99FC10AB1}
-16602782.7855767,8774282.41258619,2821,Farm Loop,P,1137,188,1102,185,11,10,2,3,0,9,0,9,0,9,1089,184,35,23,0,9,35,23,0,9,0,9,2014,2018,,{803C9DC0-CB68-4FB4-8746-A65C69A5905F}
-16448634.4496328,9579406.8471837,2822,Farmers Loop,P,5535,891,5024,950,237,176,197,149,30,46,36,57,0,13,4524,956,511,298,0,13,370,264,141,135,0,13,2014,2018,,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF}
-16599487.2199191,9354104.28255344,2823,Ferry,P,16,26,16,26,0,9,0,9,0,9,0,9,0,9,16,26,0,9,0,9,0,9,0,9,0,9,2014,2018,,{6271DC39-C422-443B-AB71-71A2246047FD}
-16614286.7218702,8786763.92855068,2824,Fishhook,P,6203,632,5743,635,318,157,107,78,75,58,3,6,26,31,5214,630,460,201,23,36,285,152,7,10,126,118,2014,2018,,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8}
-17589314.4415182,8967508.78411107,2825,Flat,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{3C695476-5C5E-4120-9E30-BF42C37A0EAF}
-16221914.8450569,9347686.74831746,2826,Fort Greely,P,161,82,161,82,0,9,0,9,0,9,0,9,71,64,90,64,0,9,0,9,0,9,0,9,0,9,2014,2018,,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739}
-16168185.7498793,10033547.7525708,2827,Fort Yukon,P,533,64,521,63,452,66,12,14,0,9,0,9,0,9,57,35,12,9,0,9,12,9,0,9,0,9,2014,2018,,{641D75DC-10FB-4C68-9F27-A8720C97B6C0}
-16599728.6961623,9503867.71164907,2828,Four Mile Road,P,4,5,4,5,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C}
-16432793.9877687,9597343.51160326,2829,Fox,P,566,502,483,456,21,36,88,125,0,9,0,9,0,9,374,442,83,106,0,9,0,9,0,9,0,9,2014,2018,,{DF0AA24E-FAFB-4033-9E30-014BC53D341A}
-16799889.6251575,8367196.72013879,2830,Fox River,P,594,120,594,120,0,9,0,9,0,9,0,9,0,9,594,120,0,9,0,9,0,9,0,9,0,9,2014,2018,,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF}
-16842489.7784406,8338861.63035312,2831,Fritz Creek,P,1956,167,1877,156,10,11,37,31,34,30,8,15,57,43,1731,153,79,40,0,9,31,20,15,14,17,25,2014,2018,,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD}
-16782773.8061664,8512348.26522147,2832,Funny River,P,1251,410,1221,416,0,9,0,9,85,99,0,9,0,9,1136,405,30,31,0,9,19,26,0,9,11,17,2014,2018,,{CF70B6E1-31BB-4019-97D8-DD470A6AD914}
-16174930.5308121,8931084.928701,2833,Gakona,P,148,62,146,61,39,30,0,9,0,9,0,9,0,9,107,53,2,7,0,9,0,9,2,7,0,9,2014,2018,,{ED284F88-6827-4DC4-B028-5F0BFA6CF129}
-17463481.4673962,9540909.30970136,2834,Galena,P,510,67,481,66,301,50,6,7,0,9,0,9,0,9,174,42,29,11,1,2,28,11,0,9,0,9,2014,2018,,{9CB98028-F75A-4D46-A951-AB787D2CF82E}
-19115652.3162477,9293331.31835673,2835,Gambell,P,601,55,589,56,584,58,0,9,0,9,2,3,0,9,3,6,12,11,0,9,10,11,0,9,0,9,2014,2018,,{961462BD-8155-4FFF-863B-A652CC389066}
-15084889.2779131,7979062.95814535,2836,Game Creek,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC}
-16613317.4039532,8758849.9036378,2837,Gateway,P,7037,461,6522,475,480,152,37,27,149,99,9,15,20,15,5827,452,515,134,0,13,278,94,105,59,48,52,2014,2018,,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66}
-16444783.7969041,8810336.16300173,2838,Glacier View,P,208,65,202,66,5,13,0,9,6,13,0,9,0,9,191,64,6,13,0,9,6,13,0,9,0,9,2014,2018,,{723F2211-DF24-4A26-B478-AC2F7B43D3AF}
-16200078.5853976,8885907.89955149,2839,Glennallen,P,289,169,184,127,20,27,5,8,0,9,0,9,0,9,159,124,105,116,0,9,64,78,12,20,0,9,2014,2018,,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8}
-16461866.9911581,9589250.74599279,2840,Goldstream,P,4389,854,4342,854,105,102,49,68,0,9,0,9,0,9,4188,862,47,74,0,9,45,74,0,9,2,6,2014,2018,,{C63A334D-9CE5-410F-9042-CB548BBECC87}
-18149163.7092426,9488854.6563609,2841,Golovin,P,128,33,128,33,121,32,0,9,0,9,0,9,2,3,5,6,0,9,0,9,0,9,0,9,0,9,2014,2018,,{D18E8CFB-89C1-437A-ADAA-399023E0587C}
-17987254.5448644,8205983.87575918,2842,Goodnews Bay,P,192,42,179,38,170,38,0,9,0,9,0,9,0,9,9,9,13,13,0,9,8,7,0,9,0,9,2014,2018,,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635}
-17818435.347773,9077346.19079628,2843,Grayling,P,176,37,172,37,163,34,0,9,0,9,0,9,0,9,9,9,4,5,0,9,4,5,0,9,0,9,2014,2018,,{DD04D244-B150-4D0C-83D9-26AAE567CC97}
-16182723.4384067,8923110.2138984,2844,Gulkana,P,52,47,52,47,41,44,0,9,0,9,0,9,0,9,11,17,0,9,0,9,0,9,0,9,0,9,2014,2018,,{5A851423-1D34-45BF-9EE7-8765E762667F}
-15110403.2200725,8054653.85527571,2845,Gustavus,P,416,96,411,96,34,34,0,9,0,9,0,9,0,9,377,83,5,9,0,9,5,9,0,9,0,9,2014,2018,,{3D5231FD-4F19-414E-A871-FAFF3941FF8F}
-15077988.5827901,8231204.39941615,2846,Haines,P,1870,247,1764,245,213,98,32,36,1,3,0,9,0,9,1518,236,106,63,4,5,73,55,5,9,24,33,2014,2018,,{0E1213D7-970C-4532-B874-5742D6D4989B}
-16834155.0181038,8310709.31435036,2847,Halibut Cove,P,71,41,66,43,0,9,0,9,0,9,0,9,0,9,66,43,5,7,0,9,5,7,0,9,0,9,2014,2018,,{74696C73-F1AA-4DBA-8D8F-2D4FFAEFCC7E}
-16891397.2203785,8385282.91736017,2848,Happy Valley,P,656,96,654,96,49,33,11,13,0,9,5,13,0,9,589,99,2,3,0,9,2,3,0,9,0,9,2014,2018,,{452DEEAD-0063-4786-BCAF-5835043C441F}
-16319358.7215527,9444737.68062037,2849,Harding-Birch Lakes,P,209,87,209,87,0,9,7,11,0,9,21,30,0,9,181,74,0,9,0,9,0,9,0,9,0,9,2014,2018,,{55DEA83C-221E-4084-B00F-536B59BE5069}
-16587254.777931,9316925.80601147,2850,Healy,P,1022,384,879,335,26,21,75,72,7,10,0,9,0,9,771,304,143,107,0,9,29,28,106,101,0,9,2014,2018,,{8905A89B-A676-4C0A-BEB5-C17AD570F833}
-16111658.2040413,9349746.071627,2851,Healy Lake,P,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,6,0,9,4,6,0,9,0,9,2014,2018,,{093A0B52-9C15-4F33-8872-681E456A939D}
-14844209.8903727,7855606.08949882,2852,Hobart Bay,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{6882E91E-F23E-4649-BC1E-168B1173F2E7}
-14766533.0256532,7456025.7270008,2853,Hollis,P,127,69,101,53,10,13,4,8,0,9,0,9,0,9,87,48,26,22,0,9,26,22,0,9,0,9,2014,2018,,{6B0D4814-B112-41E9-8F10-11A29507E7CA}
-17785718.6399316,8906350.75108969,2854,Holy Cross,P,183,32,183,32,172,32,3,4,0,9,0,9,0,9,8,7,0,9,0,9,0,9,0,9,0,9,2014,2018,,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF}
-16868465.81571,8321603.53233034,2855,Homer,P,5607,34,5269,83,296,91,47,28,24,21,6,12,48,30,4848,130,338,82,0,13,231,73,51,36,26,31,2014,2018,,{74B62695-129C-4E06-A228-C50EFCC9A872}
-15077747.2756412,7990363.35004359,2856,Hoonah,P,800,105,702,103,447,82,38,31,7,5,0,9,0,9,210,46,98,25,7,9,78,24,10,10,0,9,2014,2018,,{67C77481-D454-4AD4-8099-C6A3005285DE}
-18489770.3696312,8748753.13931634,2857,Hooper Bay,P,1101,122,1089,121,1059,109,0,9,3,4,0,9,0,9,27,40,12,10,9,10,3,4,0,9,0,9,2014,2018,,{8D01840C-135C-49A1-A1FE-5C63881EEF8A}
-16655870.3446364,8607003.67067398,2858,Hope,P,55,51,55,51,15,26,0,9,0,9,0,9,0,9,40,36,0,9,0,9,0,9,0,9,0,9,2014,2018,,{B94A5304-F56C-49FE-A615-8E72E73F6255}
-16675818.5394593,8772227.92788698,2859,Houston,P,2172,209,2059,206,155,99,8,7,17,12,36,37,11,16,1832,194,113,53,0,9,74,30,0,9,29,38,2014,2018,,{15846556-C6AB-448D-B51D-2DE0E8727969}
-17171946.3984402,9889412.09162593,2860,Hughes,P,90,24,90,24,83,21,7,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{9D089209-6790-456D-85A0-4D3282C8B989}
-17409778.5580137,9795714.29290359,2861,Huslia,P,404,50,383,52,361,53,0,9,0,9,0,9,0,9,22,13,21,16,0,9,21,16,0,9,0,9,2014,2018,,{049CEFC6-7BD3-4DA4-98C6-3D0DBE9942E3}
-14785845.8993254,7401935.14035916,2862,Hydaburg,P,330,59,311,58,237,47,0,9,4,6,29,19,0,9,41,23,19,15,0,9,19,15,0,9,0,9,2014,2018,,{BDF65BBA-7D3D-4EFD-8DC7-59E48EA68082}
-14474374.0343285,7541662.57032641,2863,Hyder,P,15,22,15,22,0,9,0,9,0,9,0,9,0,9,15,22,0,9,0,9,0,9,0,9,0,9,2014,2018,,{BC2CDE0E-83BC-4AC5-8095-1EB202D71049}
-17355102.7045931,8251041.6914682,2864,Igiugig,P,62,22,62,22,57,21,0,9,0,9,0,9,0,9,5,4,0,9,0,9,0,9,0,9,0,9,2014,2018,,{729C1584-C0E2-49D1-B9B4-275E3D55B9D1}
-17244068.1727719,8345325.87716697,2865,Iliamna,P,63,31,56,29,44,22,0,9,0,9,0,9,0,9,12,11,7,8,0,9,7,8,0,9,0,9,2014,2018,,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06}
-17753695.8436945,7539216.10761165,2866,Ivanof Bay,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{1D96F2EA-F1A3-4CC9-868D-090FD22E1CD6}
-14962078.6937559,8030570.02206249,2867,Juneau,P,32330,,29088,517,3532,454,2314,209,325,50,320,84,415,264,22182,267,3242,517,108,85,1684,415,447,144,128,45,2014,2018,,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF}
-16859641.2601891,8325962.6009038,2868,Kachemak,P,488,67,434,62,14,11,3,5,5,7,0,9,0,9,412,61,54,24,0,9,54,24,0,9,0,9,2014,2018,,{3D257994-65F8-4489-A35E-C42F284CB327}
-14910666.7973801,7754898.24217148,2869,Kake,P,578,82,526,81,420,69,15,16,6,10,0,9,0,9,85,37,52,32,1,4,40,28,7,9,0,9,2014,2018,,{2F5F6904-B47C-439D-9AC1-64135C4403A6}
-15986909.7903373,11110050.6733152,2870,Kaktovik,P,178,60,168,57,160,52,0,9,2,5,0,9,0,9,6,10,10,9,0,9,10,9,0,9,0,9,2014,2018,,{9B8441F9-AEFE-4E1D-BD2C-725FCCBB0299}
-16825114.5363892,8508889.41408404,2871,Kalifornsky,P,8134,819,7813,836,289,135,134,110,34,48,0,13,111,129,7245,844,321,181,0,13,156,111,44,40,12,18,2014,2018,,{644B47A1-3B29-48C4-8EF0-4585B2204F2E}
-17669178.6093313,9433180.26880334,2872,Kaltag,P,172,52,158,35,131,28,0,9,0,9,0,9,0,9,27,24,14,22,0,9,4,4,10,22,0,9,2014,2018,,{5790AC9E-408E-42C0-BDC7-490DB0451EAD}
-17191812.8544779,7875966.31581525,2873,Karluk,P,44,31,39,29,39,29,0,9,0,9,0,9,0,9,0,9,5,8,0,9,5,8,0,9,0,9,2014,2018,,{BF30433A-BCB7-443D-A9C4-767CA6C76820}
-14739137.9815801,7467308.14069165,2874,Kasaan,P,75,29,71,28,23,15,0,9,0,9,0,9,0,9,48,23,4,6,0,9,4,6,0,9,0,9,2014,2018,,{559A9BCF-E97B-4506-925E-E21FB8E9FED9}
-18091584.5955234,8601655.73883504,2875,Kasigluk,P,574,66,572,66,572,66,0,9,0,9,0,9,0,9,0,9,2,2,0,9,2,2,0,9,0,9,2014,2018,,{3816D857-92C5-45BF-B884-7D2529E878D4}
-16837835.1503007,8472439.76775224,2876,Kasilof,P,531,440,531,440,0,9,0,9,0,9,0,9,0,9,531,440,0,9,0,9,0,9,0,9,0,9,2014,2018,,{CB8D5160-2521-4803-9207-2BBA48832C17}
-16836940.0550994,8525261.80014671,2877,Kenai,P,7687,23,7195,210,1033,269,170,130,42,49,88,90,122,103,5740,300,492,206,0,13,420,206,8,13,56,41,2014,2018,,{C4939227-7B0D-42C1-9C0D-69118EE45B96}
-16135471.4316221,8797146.85900219,2878,Kenny Lake,P,9,11,9,11,0,9,0,9,0,9,0,9,0,9,9,11,0,9,0,9,0,9,0,9,0,9,2014,2018,,{FF44E793-74FE-4F17-9EB7-78D774DF5F63}
-14654990.9162499,7428611.09414802,2879,Ketchikan,P,8224,23,7387,137,1378,139,960,80,78,36,5,8,89,56,4877,124,837,137,20,19,418,103,128,63,27,21,2014,2018,,{081D88E7-5D78-4E36-AC3C-F753262F026C}
-17859800.6739083,10148712.9875954,2880,Kiana,P,262,52,248,52,237,48,2,4,0,9,0,9,0,9,9,8,14,15,0,9,9,13,0,9,0,9,2014,2018,,{A1701483-F114-4FB2-A478-D0F6039C3EA8}
-18068407.5166425,7373424.0257155,2881,King Cove,P,1074,168,1037,168,544,102,321,113,20,16,0,9,20,23,132,68,37,19,0,9,30,16,0,9,2,3,2014,2018,,{E3FB0AD1-05D8-4D22-919A-F24830556C1F}
-17440162.6519755,8111835.38200596,2882,King Salmon,P,385,68,359,67,72,24,3,4,4,5,0,9,1,4,279,57,26,13,0,9,15,11,4,5,0,9,2014,2018,,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF}
-18260619.958368,8385588.62001007,2883,Kipnuk,P,613,65,605,64,601,64,0,9,2,3,0,9,0,9,2,4,8,9,0,9,8,9,0,9,0,9,2014,2018,,{6A1D2CBB-7422-4993-9496-87DE4AB29609}
-18316505.1749368,10366459.5653727,2884,Kivalina,P,688,84,686,84,652,67,0,9,0,9,0,9,0,9,34,55,2,4,2,4,0,9,0,9,0,9,2014,2018,,{88062838-37F6-4578-9FDD-4DBF5CACD276}
-14816182.7919307,7470236.42532992,2885,Klawock,P,876,97,773,89,366,60,0,9,3,5,7,11,0,9,397,73,103,32,0,9,89,31,0,9,0,9,2014,2018,,{F3CDD092-3609-4B82-9B09-D35DB0E7375F}
-15127859.6907318,8267444.07424887,2886,Klukwan,P,47,14,41,14,35,16,0,9,0,9,0,9,0,9,6,5,6,4,0,9,6,4,0,9,0,9,2014,2018,,{F28EF005-C4A1-4868-9B6A-826AD9633025}
-16580028.1120657,8740873.84114758,2887,Knik River,P,833,107,794,104,71,46,5,8,6,7,0,9,0,9,712,105,39,24,0,9,21,14,2,4,0,9,2014,2018,,{77794617-74AE-484C-B2E5-D017D4597CC2}
-16655714.6823623,8745478.90504789,2888,Knik-Fairview,P,17513,692,16165,736,832,233,286,135,149,194,0,15,78,95,14820,761,1348,321,0,15,883,258,111,76,105,66,2014,2018,,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2}
-17464065.8494158,10129812.4308815,2889,Kobuk,P,143,43,143,43,133,43,0,9,0,9,0,9,0,9,10,8,0,9,0,9,0,9,0,9,0,9,2014,2018,,{319107E2-FB9A-474B-8237-6A8CFF382E09}
-16976634.2280902,7912500.5859791,2890,Kodiak Station,P,1354,206,1283,206,5,11,9,13,32,28,54,58,46,73,1137,213,71,51,0,9,14,25,36,51,0,9,2014,2018,,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6}
-16964810.0032464,7923958.71370175,2891,Kodiak,P,6107,22,5573,240,582,207,2478,306,1,2,30,42,95,70,2387,332,534,238,0,13,189,135,1,3,2,5,2014,2018,,{98F61372-E8BA-41BD-8291-B2318BB0C9F0}
-17226600.518734,8276102.93550347,2892,Kokhanok,P,150,56,150,56,138,49,0,9,0,9,0,9,0,9,12,12,0,9,0,9,0,9,0,9,0,9,2014,2018,,{89EB5E58-676F-4DA4-9449-8BD556A1E98C}
-17508963.5754292,8339075.78973649,2893,Koliganek,P,161,38,156,36,144,38,0,9,0,9,0,9,0,9,12,11,5,6,5,6,0,9,0,9,0,9,2014,2018,,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE}
-18132505.0153914,8390712.90338429,2894,Kongiganak,P,441,68,431,64,429,65,0,9,0,9,0,9,0,9,2,3,10,11,0,9,10,11,0,9,0,9,2014,2018,,{833744EB-91EC-4A96-AD90-A5E91FAB1250}
-18207030.3691102,9108375.1410012,2895,Kotlik,P,811,76,803,77,794,75,0,9,3,4,0,9,0,9,6,16,8,7,6,6,0,9,0,9,0,9,2014,2018,,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB}
-18099768.7786604,10126683.8369314,2896,Kotzebue,P,3288,25,3062,76,2269,87,50,32,69,41,0,9,23,24,651,63,226,72,0,9,153,53,8,8,33,32,2014,2018,,{209A76C3-F9A4-4015-987C-78C5A44BE669}
-17940791.6661426,9590131.05061116,2897,Koyuk,P,271,46,256,43,253,42,1,3,0,9,0,9,0,9,2,5,15,15,0,9,13,15,0,9,0,9,2014,2018,,{DF841D28-31A1-4978-A650-B56C189E60FD}
-17555384.4663315,9577302.8184872,2898,Koyukuk,P,62,19,60,18,60,18,0,9,0,9,0,9,0,9,0,9,2,3,0,9,2,3,0,9,0,9,2014,2018,,{25A4F514-7ADF-4F62-873B-6D2F16141D13}
-14803010.3126139,7722744.71658289,2899,Kupreanof,P,13,10,13,10,0,9,0,9,0,9,0,9,0,9,13,10,0,9,0,9,0,9,0,9,0,9,2014,2018,,{3F03290E-B081-4B92-9E0F-33F6E0CD513B}
-17971145.4974555,8582606.65894544,2900,Kwethluk,P,653,68,650,68,646,68,3,4,0,9,0,9,0,9,1,4,3,3,0,9,3,3,0,9,0,9,2014,2018,,{FF083E35-08C8-468F-B328-F69992F18FB7}
-18162622.9977728,8372425.50262535,2901,Kwigillingok,P,379,61,379,61,378,60,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9,0,9,0,9,2014,2018,,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0}
-16318130.0675161,8930597.59519651,2902,Lake Louise,P,9,13,9,13,0,9,0,9,0,9,0,9,0,9,9,13,0,9,0,9,0,9,0,9,0,9,2014,2018,,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F}
-16955593.3935033,9320016.71615323,2903,Lake Minchumina,P,14,11,14,11,0,9,0,9,0,9,0,9,0,9,14,11,0,9,0,9,0,9,0,9,0,9,2014,2018,,{3087F3EA-5475-4180-9982-992F736DFD19}
-16619604.312013,8762834.60561781,2904,Lakes,P,10098,567,8875,535,624,211,130,76,65,41,53,44,24,28,7979,522,1223,268,23,26,565,190,149,74,154,93,2014,2018,,{1A5924D4-515F-4E65-8236-07D030FB3C05}
-17141134.9695474,7870692.35234777,2905,Larsen Bay,P,52,26,46,26,27,21,0,9,1,2,0,9,0,9,18,16,6,7,0,9,6,7,0,9,0,9,2014,2018,,{9F0EF727-1805-4199-AD1B-40C49AF1B61C}
-16591724.6508932,8771546.38230086,2906,Lazy Mountain,P,1800,180,1750,177,99,64,34,31,5,7,3,5,0,9,1609,175,50,32,3,4,27,25,13,14,2,4,2014,2018,,{2F86B48B-D348-47DD-ABED-46CE01770ECC}
-17461297.2333809,8204734.30143702,2907,Levelock,P,76,32,76,32,73,32,0,9,0,9,0,9,0,9,3,3,0,9,0,9,0,9,0,9,0,9,2014,2018,,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF}
-17303170.2041395,8707886.2976349,2908,Lime Village,P,8,7,6,8,6,8,0,9,0,9,0,9,0,9,0,9,2,3,0,9,2,3,0,9,0,9,2014,2018,,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647}
-16536343.4316493,9747450.1731674,2909,Livengood,P,4,5,4,5,4,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85}
-14653808.2147877,7479750.7540715,2910,Loring,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C}
-16635708.391233,8415896.93445414,2911,Lowell Point,P,167,228,161,218,0,9,6,13,0,9,0,9,0,9,155,207,6,13,0,9,0,9,0,9,0,9,2014,2018,,{338A7ACA-098D-4B9F-A871-233477997E11}
-17851683.5351611,8744430.24802144,2912,Lower Kalskag,P,283,43,275,43,268,42,0,9,0,9,0,9,0,9,7,9,8,6,0,9,8,6,0,9,0,9,2014,2018,,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC}
-15088934.3864226,8248350.92947506,2913,Lutak,P,154,205,154,205,0,9,0,9,0,9,0,9,0,9,154,205,0,9,0,9,0,9,0,9,0,9,2014,2018,,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B}
-16768852.5220459,9607288.16563892,2914,Manley Hot Springs,P,80,29,69,25,8,7,0,9,0,9,0,9,0,9,61,24,11,11,0,9,11,11,0,9,0,9,2014,2018,,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4}
-17705913.8131994,8175966.41116261,2915,Manokotak,P,824,157,819,157,652,61,34,73,0,9,0,9,0,9,133,125,5,8,0,9,5,8,0,9,0,9,2014,2018,,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD}
-18043572.4903501,8831085.13782125,2916,Marshall,P,299,48,288,47,288,47,0,9,0,9,0,9,0,9,0,9,11,13,0,9,11,13,0,9,0,9,2014,2018,,{2F8EE675-06A4-4B7A-9275-369FEB17B896}
-15910193.5326733,8725903.36024418,2917,McCarthy,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6}
-17320016.2456881,9088035.75716921,2918,McGrath,P,283,45,229,39,117,29,0,9,6,7,0,9,3,3,103,29,54,21,0,9,50,22,0,9,0,9,2014,2018,,{44BA33DB-984D-44E1-BF2D-7E1A353E586D}
-16653791.2223806,8770592.36336415,2919,Meadow Lakes,P,7656,567,7142,567,287,110,173,133,14,18,0,13,9,13,6659,529,514,145,20,31,277,104,86,60,45,50,2014,2018,,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC}
-18500504.6828178,8486293.83389184,2920,Mekoryuk,P,226,35,221,36,220,34,0,9,0,9,0,9,0,9,1,4,5,5,0,9,5,5,0,9,0,9,2014,2018,,{06A5691A-049B-426D-85BC-73439735D4DB}
-16312568.937712,8870865.86834204,2921,Mendeltna,P,26,30,26,30,0,9,0,9,0,9,0,9,0,9,26,30,0,9,0,9,0,9,0,9,0,9,2014,2018,,{E3BABD89-94E5-4656-A111-C38FD33CFD08}
-16007473.5812763,9082960.2236536,2922,Mentasta Lake,P,205,78,205,78,184,72,0,9,0,9,0,9,0,9,21,31,0,9,0,9,0,9,0,9,0,9,2014,2018,,{138A74FA-943C-4AC3-B538-9484C09C2AD1}
-18312850.5233261,8584353.38864479,2923,Mertarvik,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{52F580FF-4AE6-48D4-920A-DD72272CB458}
-14646673.5424591,7386373.0340335,2924,Metlakatla,P,1635,122,1488,123,1210,104,22,17,0,9,0,9,17,18,239,76,147,74,10,14,133,73,0,9,0,9,2014,2018,,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3}
-16625372.2633009,9648562.63957605,2925,Minto,P,229,38,217,37,212,37,0,9,0,9,0,9,0,9,5,5,12,7,2,3,10,6,0,9,0,9,2014,2018,,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273}
-16380722.0850337,9532036.72492509,2926,Moose Creek,P,794,307,746,302,52,87,49,73,13,20,0,9,0,9,632,286,48,76,0,9,0,9,0,9,26,44,2014,2018,,{7656A688-D4F7-4599-B494-E946C7AC2CF6}
-16627600.5420972,8508842.83181085,2927,Moose Pass,P,357,220,304,208,0,9,0,9,0,9,0,9,0,9,304,208,53,74,0,9,0,9,0,9,0,9,2014,2018,,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8}
-15142952.2694062,8277526.31402885,2928,Mosquito Lake,P,183,117,169,107,0,9,0,9,0,9,0,9,0,9,169,107,14,22,0,9,14,22,0,9,0,9,2014,2018,,{4D3AB901-46B6-47E7-B8D1-D6869F97799F}
-18225925.6316089,8880405.82604958,2929,Mountain Village,P,828,243,790,247,671,69,0,9,37,79,0,9,0,9,82,158,38,18,0,9,31,18,0,9,0,9,2014,2018,,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3}
-15069876.6494535,8215047.31303803,2930,Mud Bay,P,149,103,113,90,0,9,0,9,0,9,0,9,0,9,113,90,36,53,0,9,0,9,36,53,0,9,2014,2018,,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F}
-15919999.1890567,8947883.20778217,2931,Nabesna,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{8DFCE93A-8EBA-43DF-B553-ABE121D98529}
-17479376.8443896,8121874.34956953,2932,Naknek,P,464,81,409,75,183,39,0,9,0,9,2,4,7,10,217,50,55,22,4,5,47,20,0,9,0,9,2014,2018,,{BECA4B02-6040-43FA-93A9-D551AD5AB86B}
-16911648.2488555,8257391.34851405,2933,Nanwalek,P,212,64,173,55,142,51,1,2,0,9,0,9,7,10,23,11,39,28,2,3,37,28,0,9,0,9,2014,2018,,{69A94C10-7F0D-42A7-93D9-CE014277D75A}
