X,Y,OBJECTID,Place,Geo_Src,e_Total_Pop,m_Total_Pop,e_One_Race,m_One_Race,e_AmInd_AKNat,m_AmInd_AKNat,e_Asian,m_Asian,e_Black_AfricanAm,m_Black_AfricanAm,e_NatHI_PacIslander,m_NatHI_PacIslander,e_Other_Race,m_Other_Race,e_White,m_White,e_Two_or_More,m_Two_or_More,e_Black_AfrAm_and_AmInd_AKNat,m_Black_AfrAm_and_AmInd_AKNat,e_White_and_AmInd_AKNat,m_White_and_AmInd_AKNat,e_White_and_Asian,m_White_and_Asian,e_White_and_Black_AfricanAm,m_White_and_Black_AfricanAm,Start_Year,End_Year,IsMostRecent,PlaceID
-18030710.251107,8555972.40526561,2934,Napakiak,P,369,47,369,47,356,48,0,9,0,9,0,9,0,9,13,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{16F1264E-DF67-4828-9E72-1AB821AB3F99}
-18006283.530458,8559134.86082334,2935,Napaskiak,P,356,57,352,58,351,58,0,9,0,9,0,9,0,9,1,3,4,5,0,9,4,5,0,9,0,9,2014,2018,,{6D864316-582B-4749-A178-D9BAD04003D1}
-14828054.3032904,7532374.78884243,2936,Naukati Bay,P,112,55,102,51,8,12,0,9,0,9,0,9,0,9,94,53,10,13,0,9,10,13,0,9,0,9,2014,2018,,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC}
-16339354.2411854,8856734.61993626,2937,Nelchina,P,171,115,171,115,4,5,0,9,0,9,0,9,0,9,167,115,0,9,0,9,0,9,0,9,0,9,2014,2018,,{53719238-336A-4B67-82E2-32339DE9CD8E}
-17944907.8374528,7558655.74748399,2938,Nelson Lagoon,P,74,28,74,28,55,27,0,9,0,9,0,9,0,9,19,15,0,9,0,9,0,9,0,9,0,9,2014,2018,,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4}
-16596705.4106321,9494118.57909316,2939,Nenana,P,383,62,345,58,152,36,0,9,0,9,0,9,0,9,193,40,38,15,2,3,34,15,0,9,2,3,2014,2018,,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4}
-17511812.5389782,8278631.08924201,2940,New Stuyahok,P,557,96,543,95,503,64,1,3,36,79,0,9,0,9,3,4,14,11,0,9,14,11,0,9,0,9,2014,2018,,{0C233779-E987-4620-A2DB-33C5FF299964}
-17242810.2824521,8337875.4437307,2941,Newhalen,P,121,46,113,44,101,40,0,9,0,9,0,9,0,9,12,9,8,7,0,9,7,7,0,9,1,2,2014,2018,,{510DC86B-4E8B-482F-9372-E63914E50E7D}
-18326462.7845401,8611340.58389327,2942,Newtok,P,360,53,360,53,356,52,0,9,0,9,2,2,0,9,2,4,0,9,0,9,0,9,0,9,0,9,2014,2018,,{258C640B-3DF8-425C-8445-188CD6A6A660}
-18337655.9794882,8507384.34559754,2943,Nightmute,P,189,34,189,34,189,34,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{A83F4C9F-FA93-4FC6-974A-39BA917BA023}
-16842296.7149326,8565135.78311455,2944,Nikiski,P,4575,521,4276,496,532,227,14,20,15,19,0,9,49,46,3666,461,299,129,0,9,252,125,12,18,10,15,2014,2018,,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6}
-16877494.7269881,8357850.89811094,2945,Nikolaevsk,P,261,66,250,65,0,9,0,9,0,9,0,9,3,6,247,65,11,13,0,9,11,13,0,9,0,9,2014,2018,,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465}
-17184970.4341065,9103618.82484689,2946,Nikolai,P,114,30,111,30,100,29,0,9,0,9,0,9,3,4,8,6,3,4,0,9,3,4,0,9,0,9,2014,2018,,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D}
-18797429.6399184,6971927.37217408,2947,Nikolski,P,26,12,23,13,17,11,0,9,0,9,0,9,0,9,6,6,3,3,0,9,3,3,0,9,0,9,2014,2018,,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3}
-16884395.0269268,8409329.21584389,2948,Ninilchik,P,749,129,675,114,70,38,2,4,0,9,0,9,3,4,600,109,74,42,0,9,69,41,0,9,0,9,2014,2018,,{95A8CBA5-6323-4734-AA72-89B097FBD56F}
-18143796.8286104,10320918.1028848,2949,Noatak,P,422,48,414,48,408,48,0,9,2,3,0,9,0,9,4,6,8,9,1,2,7,9,0,9,0,9,2014,2018,,{03C93982-6D21-4D8C-B2D5-1090F45A812A}
-18413196.6569092,9477390.9548207,2950,Nome,P,3813,47,3375,113,2088,178,25,88,75,19,41,31,21,19,1125,116,438,106,33,27,346,90,7,33,2,5,2014,2018,,{72E9842F-ABE0-4390-9A93-917EDB1CF17B}
-17238665.9936197,8392588.83172381,2951,Nondalton,P,114,44,108,40,90,34,0,9,0,9,3,4,2,3,13,9,6,6,0,9,1,2,0,9,0,9,2014,2018,,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB}
-17927650.6375876,10108740.5135686,2952,Noorvik,P,597,82,590,82,561,63,0,9,0,9,0,9,0,9,29,55,7,7,0,9,2,3,0,9,0,9,2014,2018,,{E4853413-2729-4F25-AE7D-845D797872A7}
-16403093.5556691,9544105.931038,2953,North Pole,P,2660,491,2480,478,141,147,75,66,259,207,0,9,7,13,1998,444,180,121,0,9,79,84,44,41,36,44,2014,2018,,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC}
-15800040.489472,9090883.18343825,2954,Northway,P,102,51,102,51,99,50,0,9,0,9,0,9,0,9,3,5,0,9,0,9,0,9,0,9,0,9,2014,2018,,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F}
-15785120.1338497,9102841.80007589,2955,Northway Junction,P,37,25,30,19,19,16,0,9,0,9,0,9,0,9,11,8,7,10,0,9,7,10,0,9,0,9,2014,2018,,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E}
-15801990.9612395,9095887.63704185,2956,Northway Village,P,100,46,100,46,99,45,0,9,0,9,0,9,0,9,1,4,0,9,0,9,0,9,0,9,0,9,2014,2018,,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8}
-16809133.5953391,11139817.5718352,2957,Nuiqsut,P,469,171,461,170,373,105,0,9,0,9,4,6,0,9,84,126,8,11,0,9,7,9,0,9,0,9,2014,2018,,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F}
-17600207.5728864,9535893.19480848,2958,Nulato,P,257,36,253,35,247,34,0,9,0,9,0,9,0,9,6,7,4,4,4,4,0,9,0,9,0,9,2014,2018,,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6}
-18351241.1290629,8986179.48097778,2959,Nunam Iqua,P,167,42,167,42,159,40,8,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{9E739177-0E1D-4131-A1AD-63F6A6F5E677}
-18084675.6015324,8602260.85547479,2960,Nunapitchuk,P,869,283,848,285,848,285,0,9,0,9,0,9,0,9,0,9,21,13,0,9,21,13,0,9,0,9,2014,2018,,{8D2790CB-3234-4141-9014-F2DED1D38D0C}
-17063460.2332565,7803865.32814964,2961,Old Harbor,P,249,71,215,64,159,59,0,9,2,3,6,10,0,9,48,19,34,30,0,9,29,27,0,9,0,9,2014,2018,,{126AE679-2933-4FD0-B985-FB1844FFBCA3}
-18008305.9955458,8562415.17398092,2962,Oscarville,P,64,25,64,25,53,22,0,9,0,9,0,9,0,9,11,10,0,9,0,9,0,9,0,9,0,9,2014,2018,,{EADA3236-1E4C-4F64-8A35-0630C3D630AE}
-16976666.0145915,7951214.90047514,2963,Ouzinkie,P,171,62,129,57,117,54,0,9,0,9,0,9,0,9,12,13,42,25,2,4,34,21,0,9,0,9,2014,2018,,{758654AC-720A-4314-AC3E-4F1FC39187C4}
-16599712.8974775,8764843.81359529,2964,Palmer,P,6978,72,6275,182,535,126,111,48,184,95,32,38,88,40,5325,217,703,161,8,10,368,104,70,39,99,61,2014,2018,,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9}
-16196540.7094912,9108212.20575538,2965,Paxson,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{6A728042-64AA-46F0-A81D-FDE32F20CFCB}
-17154285.2929459,8352742.85902232,2966,Pedro Bay,P,20,14,12,10,12,10,0,9,0,9,0,9,0,9,0,9,8,9,0,9,8,9,0,9,0,9,2014,2018,,{EC18C954-9E22-45E3-BD54-DD7AF4302791}
-15165026.1288301,7959059.7915705,2967,Pelican,P,93,33,83,31,41,20,0,9,0,9,0,9,0,9,42,20,10,9,0,9,10,9,0,9,0,9,2014,2018,,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B}
-17715761.416882,7540834.94765662,2968,Perryville,P,86,31,86,31,85,31,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9,0,9,0,9,2014,2018,,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA}
-14800790.4763991,7721578.12677657,2969,Petersburg,P,3106,85,2782,105,222,54,287,76,23,13,17,13,6,7,2227,144,324,71,4,4,118,42,81,51,6,6,2014,2018,,{BCB15849-7466-46EB-920C-2A9FAE9E93C5}
-16783406.1501886,8977841.72474573,2970,Petersville,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{841E8B3A-9424-4243-B588-EEB808D195AB}
-17541428.4432941,7876342.01149,2971,Pilot Point,P,83,44,77,43,57,22,0,9,0,9,0,9,0,9,20,38,6,7,0,9,6,7,0,9,0,9,2014,2018,,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E}
-18132067.7415223,8844267.79717352,2972,Pilot Station,P,576,64,566,64,561,62,3,6,0,9,0,9,0,9,2,6,10,8,0,9,10,8,0,9,0,9,2014,2018,,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8}
-18177027.8565442,8866690.02949746,2973,Pitkas Point,P,122,31,122,31,122,31,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{67B1D591-0300-4A96-A31C-7A141B8120D2}
-18013135.6099103,8182220.55941463,2974,Platinum,P,13,7,13,7,13,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{B31B12CB-15A8-477A-A113-F6ACBD1D3120}
-16347842.0739484,9576235.32016767,2975,Pleasant Valley,P,569,589,487,568,0,9,0,9,0,9,0,9,0,9,487,568,82,130,0,9,0,9,82,130,0,9,2014,2018,,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787}
-14874645.1217256,7628682.66313674,2976,Point Baker,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{406CA174-D318-4E54-BB1E-2B47EE0719E4}
-18560774.2481443,10551220.9335945,2977,Point Hope,P,592,154,531,145,497,115,4,6,1,2,0,9,0,9,29,39,61,24,8,6,48,22,0,9,0,9,2014,2018,,{717918EA-EB98-4319-B4C9-D70D262F7CE2}
-18146094.2078674,10985618.6862481,2978,Point Lay,P,251,65,229,61,214,54,0,9,0,9,4,5,0,9,11,17,22,13,0,9,22,13,0,9,0,9,2014,2018,,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8}
-16699130.5119596,8707839.29968711,2979,Point MacKenzie,P,976,675,806,603,234,348,0,9,14,17,0,9,1,2,557,281,170,123,2,4,121,108,0,9,0,9,2014,2018,,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5}
-16740042.0404059,8633873.20918176,2980,Point Possession,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{31997E44-F3ED-4BD0-87C7-471DA4CF099D}
-17198669.1317882,8301257.21371689,2981,Pope-Vannoy Landing,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4}
-14988834.9849211,7608192.66916027,2982,Port Alexander,P,97,42,68,35,0,9,0,9,0,9,0,9,0,9,68,35,29,25,0,9,0,9,0,9,29,25,2014,2018,,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43}
-17179723.69548,8443509.99769365,2983,Port Alsworth,P,151,62,133,55,13,10,0,9,1,2,0,9,0,9,119,50,18,20,0,9,0,9,15,19,0,9,2014,2018,,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C}
-18573603.1596675,9677685.99167838,2984,Port Clarence,P,43,19,43,19,0,9,0,9,0,9,0,9,0,9,43,19,0,9,0,9,0,9,0,9,0,9,2014,2018,,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A}
-16901830.2430217,8256764.0324507,2985,Port Graham,P,192,46,172,41,148,40,0,9,0,9,0,9,0,9,24,15,20,13,0,9,20,13,0,9,0,9,2014,2018,,{21416EC2-769C-45C8-9643-767865EF7130}
-17657388.0453865,7745840.42395497,2986,Port Heiden,P,78,34,75,34,60,28,0,9,0,9,0,9,0,9,15,12,3,3,0,9,3,3,0,9,0,9,2014,2018,,{58FEECD6-E89F-44AF-B707-E2BF0B91605A}
-17018906.9014725,7939351.09939377,2987,Port Lions,P,190,64,175,58,111,45,0,9,0,9,0,9,0,9,64,27,15,13,0,9,15,13,0,9,0,9,2014,2018,,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5}
-14873087.3303524,7622856.10259486,2988,Port Protection,P,38,30,38,30,0,9,0,9,0,9,0,9,0,9,38,30,0,9,0,9,0,9,0,9,0,9,2014,2018,,{F783848B-F9FA-4D67-B681-88C19008013B}
-17557289.3545486,8159923.18468303,2989,Portage Creek,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB}
-16625854.2494228,8479794.59008735,2990,Primrose,P,99,76,56,42,0,9,0,9,0,9,0,9,0,9,56,42,43,55,0,9,43,55,0,9,0,9,2014,2018,,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD}
-16512821.5697,11152322.8883704,2991,Prudhoe Bay,P,1893,318,1812,305,136,57,30,30,33,25,6,12,28,23,1579,268,81,43,0,9,47,31,5,10,9,14,2014,2018,,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD}
-18022693.7423965,8344602.51586286,2992,Quinhagak,P,796,203,790,203,676,64,2,3,0,9,0,9,0,9,112,209,6,4,2,3,4,3,0,9,0,9,2014,2018,,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42}
-16717050.1891427,9742232.5129247,2993,Rampart,P,60,26,46,23,46,23,0,9,0,9,0,9,0,9,0,9,14,12,9,12,2,3,0,9,0,9,2014,2018,,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2}
-17514413.7748041,8807696.69847597,2994,Red Devil,P,21,15,17,14,12,12,0,9,0,9,0,9,0,9,5,5,4,5,0,9,4,5,0,9,0,9,2014,2018,,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B}
-18128841.6338836,10468340.5094955,2995,Red Dog Mine,P,82,38,82,38,0,9,18,38,16,34,0,9,16,33,32,49,0,9,0,9,0,9,0,9,0,9,2014,2018,,{1A6B04A0-B2D4-4ED2-9956-796E120EA73D}
-16818268.2429901,8518988.99464746,2996,Ridgeway,P,2617,377,2335,382,135,106,0,9,0,9,0,9,58,63,2142,393,282,140,0,9,200,153,0,9,0,9,2014,2018,,{43789012-2A4F-4391-8762-748A33755153}
-17308950.6609477,9540015.86793776,2997,Ruby,P,207,36,200,34,175,36,0,9,0,9,0,9,0,9,25,19,7,5,0,9,5,4,0,9,0,9,2014,2018,,{E0D07527-6185-42A6-87A3-465F20FDF512}
-17958449.4341672,8808069.09365902,2998,Russian Mission,P,318,60,151,51,146,48,0,9,0,9,0,9,0,9,5,11,167,47,0,9,167,47,0,9,0,9,2014,2018,,{8DA86262-15AB-46C9-B997-7983A9FF34AB}
-16846360.4237045,8538573.48551882,2999,Salamatof,P,1015,141,945,128,189,53,14,15,43,24,5,10,3,5,691,106,70,36,5,10,60,28,0,9,0,9,2014,2018,,{2606EF00-243D-41F4-890F-E340AD1ACFA5}
-16361428.1365655,9473341.78828841,3000,Salcha,P,995,187,985,188,39,61,0,9,0,9,10,16,0,9,936,185,10,11,0,9,0,9,10,11,0,9,2014,2018,,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D}
-17866565.6586608,7428311.42002969,3001,Sand Point,P,1372,160,1188,144,601,98,308,81,6,6,14,16,22,24,237,55,184,36,3,4,90,24,26,13,0,9,2014,2018,,{BCCD0BE5-1002-4368-A664-108C425C91DD}
-18978195.0516515,9272224.04900901,3002,Savoonga,P,921,81,911,80,881,80,0,9,3,5,0,9,0,9,27,21,10,9,0,9,10,9,0,9,0,9,2014,2018,,{72DFDB08-C634-4DC3-BA13-8C7F1E889436}
-14649379.7994303,7424010.4608575,3003,Saxman,P,360,58,314,54,264,54,1,2,0,9,0,9,0,9,49,18,46,18,0,9,38,17,0,9,0,9,2014,2018,,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD}
-18432456.2977122,8821966.22863412,3004,Scammon Bay,P,585,70,584,71,581,71,0,9,0,9,0,9,0,9,3,6,1,3,0,9,1,3,0,9,0,9,2014,2018,,{95BD0825-5CB3-4695-B177-4D026DA5894C}
-17812243.9906867,10044255.6550047,3005,Selawik,P,839,94,823,97,806,96,0,9,0,9,0,9,0,9,17,14,16,13,0,9,16,13,0,9,0,9,2014,2018,,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD}
-16881595.6604411,8283625.15742751,3006,Seldovia Village,P,164,39,142,39,38,23,0,9,0,9,0,9,8,10,96,25,22,14,0,9,20,14,0,9,0,9,2014,2018,,{87E87454-91AC-49AF-B812-E5B5DF65D0C8}
-16889234.3859769,8276232.43753431,3007,Seldovia,P,229,41,207,39,19,14,1,2,0,9,0,9,0,9,187,36,22,17,0,9,19,14,1,4,2,4,2014,2018,,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514}
-16635498.343599,8422734.06749095,3008,Seward,P,2770,16,2626,100,314,118,205,132,66,21,81,77,1,2,1959,198,144,99,6,11,62,51,48,70,16,19,2014,2018,,{86E9E60C-762A-4D26-A7CC-57DC74916D5B}
-17758864.8987936,9016241.33130953,3009,Shageluk,P,75,22,71,22,58,21,2,4,0,9,0,9,2,4,9,7,4,5,0,9,4,5,0,9,0,9,2014,2018,,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9}
-17944073.6571674,9440376.2922384,3010,Shaktoolik,P,294,40,291,40,290,40,0,9,0,9,0,9,0,9,1,2,3,4,0,9,0,9,0,9,0,9,2014,2018,,{CEDC63C2-3647-4702-B72B-D9E842E711FE}
-18486912.9341124,9947017.19873905,3011,Shishmaref,P,525,57,510,56,470,55,1,3,2,3,0,9,0,9,37,20,15,12,0,9,7,7,1,3,0,9,2014,2018,,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628}
-17492543.3497459,10124235.6567402,3012,Shungnak,P,288,44,281,44,248,40,1,2,0,9,0,9,0,9,32,30,7,8,1,2,0,9,6,8,0,9,2014,2018,,{9177B2E0-91EE-4644-A900-570CEA299846}
-16178300.9077316,8861767.02927969,3013,Silver Springs,P,120,50,118,50,0,9,0,9,0,9,0,9,0,9,118,50,2,5,0,9,2,5,0,9,0,9,2014,2018,,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4}
-15065826.601253,7770144.80039453,3014,Sitka,P,8738,,7561,172,1118,142,632,55,103,37,8,12,45,34,5655,70,1177,172,0,13,857,147,133,62,18,25,2014,2018,,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,3015,Skagway,P,1005,126,953,127,54,38,19,16,13,15,0,9,2,3,865,153,52,24,0,9,18,11,20,18,2,3,2014,2018,,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-16831655.677238,8851493.4549969,3016,Skwentna,P,42,31,42,31,0,9,0,9,0,9,0,9,0,9,42,31,0,9,0,9,0,9,0,9,0,9,2014,2018,,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71}
-16026660.3157166,9028660.18236215,3017,Slana,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{92647992-DE7B-4457-BD55-CB46CE9A4C4E}
-17496129.9813628,8788985.34345363,3018,Sleetmute,P,83,23,81,23,67,23,0,9,0,9,0,9,0,9,14,10,2,2,0,9,2,2,0,9,0,9,2014,2018,,{0250F433-FD97-4CC6-8D40-1385C394201D}
-16816573.7192222,8509749.46241112,3019,Soldotna,P,4589,27,4405,133,216,132,16,19,0,9,0,9,0,9,4173,208,184,130,0,9,98,91,60,59,0,9,2014,2018,,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC}
-17477930.8702166,8118669.23946321,3020,South Naknek,P,41,20,41,20,36,19,0,9,0,9,0,9,0,9,5,5,0,9,0,9,0,9,0,9,0,9,2014,2018,,{8C659093-914F-41E2-BE61-E3576613F3BC}
-16448483.2921245,9558782.70932766,3021,South Van Horn,P,552,149,534,143,170,143,0,9,0,9,0,9,0,9,364,138,18,24,0,9,18,24,0,9,0,9,2014,2018,,{06C11331-3BBB-4E38-B7C8-8E9706C868E8}
-18873694.235669,7679086.13284621,3022,Saint George,P,78,25,78,25,68,25,0,9,0,9,0,9,2,3,8,6,0,9,0,9,0,9,0,9,0,9,2014,2018,,{55AFA1A4-5677-44A5-A22C-9F9D370747CE}
-18164575.8369719,8871357.89380939,3023,Saint Mary's,P,640,78,610,77,596,69,0,9,0,9,2,2,0,9,12,21,30,20,4,5,9,7,0,9,0,9,2014,2018,,{8AB67F75-EAB7-4DEB-8885-83230D155E9C}
-18038200.3079044,9218516.75661929,3024,Saint Michael,P,468,57,461,58,455,59,0,9,0,9,0,9,0,9,6,5,7,10,1,2,5,8,0,9,0,9,2014,2018,,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9}
-18955737.62556,7784767.20005179,3025,Saint Paul,P,425,84,415,84,341,33,0,9,9,20,1,1,11,25,53,74,10,7,2,3,8,6,0,9,0,9,2014,2018,,{B7D914E8-D125-49F0-B374-8AE610E5DBC7}
-18066206.884487,9229858.29627611,3026,Stebbins,P,473,64,459,64,425,59,1,3,7,15,0,9,0,9,26,27,14,13,0,9,7,8,0,9,0,9,2014,2018,,{28ACD99B-0BF6-4373-A5BA-4F063E34485C}
-16418305.3284638,9580072.56957883,3027,Steele Creek,P,7380,1342,6755,1234,134,117,33,37,37,47,0,13,208,262,6343,1121,625,290,0,13,451,300,0,13,0,13,2014,2018,,{70C8E48C-BFDB-49A3-ABA9-0B244839932A}
-16786649.3061846,8520284.43898784,3028,Sterling,P,5321,633,4991,580,135,96,102,96,22,27,0,13,24,35,4708,546,330,155,0,13,217,129,58,60,0,13,2014,2018,,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF}
-16596003.7469611,9878084.30819833,3029,Stevens Village,P,11,6,11,6,11,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{169CE60B-858B-4A5D-801B-CB9E3179349B}
-17431324.8567822,8808850.30175766,3030,Stony River,P,41,20,41,20,41,20,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3}
-16634040.7618088,8599247.16217456,3031,Sunrise,P,40,61,18,28,0,9,0,9,0,9,0,9,0,9,18,28,22,35,0,9,0,9,0,9,22,35,2014,2018,,{C94A527A-FE5F-481B-BCAA-88435D1E5189}
-16768487.3163038,8741164.29201236,3032,Susitna,P,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2014,2018,,{42EFB0E5-DFC0-4003-A9E2-0CA2A1F23F56}
-16702776.4610578,8890322.91977757,3033,Susitna North,P,882,196,802,190,37,53,0,9,0,9,0,9,0,9,765,177,80,61,0,9,56,64,13,15,11,17,2014,2018,,{3366F161-F33D-48D6-A9DD-79C2B203D73C}
-16572949.7240962,8790607.99952188,3034,Sutton-Alpine,P,1586,204,1373,178,231,84,49,35,24,17,0,9,4,8,1065,158,213,75,8,13,154,63,14,17,18,23,2014,2018,,{126A149F-F9BD-42EC-8D66-E4883B8016E2}
-17372737.0858399,9097299.16392271,3035,Takotna,P,23,15,23,15,6,7,0,9,0,9,0,9,0,9,17,12,0,9,0,9,0,9,0,9,0,9,2014,2018,,{85E095CB-FA7C-489E-81CF-7471581BE04A}
-16710391.3289343,8936181.57566601,3036,Talkeetna,P,965,270,898,255,10,12,2,4,0,9,0,9,0,9,886,255,67,78,0,9,67,78,0,9,0,9,2014,2018,,{3EC46053-F188-4C9A-B758-A0D57EF8F834}
-15958316.6300582,9193115.8464888,3037,Tanacross,P,141,50,141,50,131,51,0,9,0,9,0,9,0,9,10,10,0,9,0,9,0,9,0,9,0,9,2014,2018,,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43}
-16629445.237862,8767312.9648586,3038,Tanaina,P,10520,518,9657,530,560,231,62,43,29,30,17,15,149,171,8840,538,863,208,23,35,583,203,83,83,0,15,2014,2018,,{929B664D-4B19-44FF-A034-299BEAC5D45E}
-16929212.5031645,9653607.03557419,3039,Tanana,P,242,38,228,38,195,36,0,9,1,2,0,9,0,9,32,14,14,10,0,9,14,10,0,9,0,9,2014,2018,,{52BCEDDA-9254-47D3-9A2A-3B00217A0661}
-16328534.5245761,8595687.733204,3040,Tatitlek,P,78,46,68,39,64,37,0,9,0,9,0,9,0,9,4,8,10,13,8,13,2,4,0,9,0,9,2014,2018,,{A47812B1-7D27-455A-A423-CE6015545162}
-16187196.9424994,8870386.41137708,3041,Tazlina,P,354,139,351,139,114,64,2,5,0,9,0,9,16,27,219,113,3,4,0,9,3,4,0,9,0,9,2014,2018,,{A3685B4F-070E-4C85-9820-DEE25ABC695E}
-18519689.6135483,9677978.83564969,3042,Teller,P,182,30,173,30,171,31,0,9,2,4,0,9,0,9,0,9,9,6,0,9,9,6,0,9,0,9,2014,2018,,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A}
-15053544.5411622,7921459.04939632,3043,Tenakee Springs,P,155,55,155,55,0,9,0,9,0,9,0,9,0,9,155,55,0,9,0,9,0,9,0,9,0,9,2014,2018,,{E49E42CA-BF94-44E1-9650-6B93C551222E}
-15865220.3482979,9134177.09345036,3044,Tetlin,P,144,55,142,56,121,51,0,9,0,9,0,9,0,9,21,25,2,3,0,9,2,3,0,9,0,9,2014,2018,,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53}
-14752373.097814,7496057.95152267,3045,Thorne Bay,P,614,108,592,109,13,13,0,9,0,9,5,9,0,9,574,105,22,13,0,9,14,10,2,4,0,9,2014,2018,,{3F597174-5CB5-4C16-8F4A-786886325C42}
-17853285.3608513,8193477.2525473,3046,Togiak,P,705,75,670,78,625,72,5,22,3,4,0,9,0,9,37,21,35,20,12,16,21,10,0,9,0,9,2014,2018,,{5992D3C6-F615-45B1-BE46-B0FF54252CF2}
-15917324.8423741,9183091.43721711,3047,Tok,P,1160,175,1103,170,236,68,11,13,0,9,0,9,0,9,856,154,57,34,0,9,49,30,0,9,0,9,2014,2018,,{E7AB4B30-0C1D-4536-8571-A8835525D851}
-18379653.2461127,8518590.89616114,3048,Toksook Bay,P,527,63,496,62,480,62,0,9,0,9,0,9,2,3,14,9,31,17,9,7,21,13,0,9,0,9,2014,2018,,{976DFE6D-5070-41D4-B270-90EB077F8A48}
