X,Y,OBJECTID,CommunityName,EntityName,LocalTaxableFullValue,StateTaxableOilandGasFullValue,TotalFVD,Population,PerCapitaFullValue,FVDYear,TaxableDatabaseLink,PeriodStartDate,PeriodEndDate,DataYear,AsOfDate
-135.44794697,59.2343054,812,Haines,City of Haines,,,3949730,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-145.76017488,60.54406292,813,Cordova,City of Cordova,,,9582940,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-133.15108263,55.4760442100001,814,Craig,City of Craig,,,1569670,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-158.46307877,59.0393744300001,815,Dillingham,City of Dillingham,,,4062804,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-147.72124822,64.83969225,816,Fairbanks,City of Fairbanks,,,166777300,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-147.72571273,64.8451325500001,817,Fairbanks North Star Borough,Fairbanks North Star Borough,,,304480940,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-135.44794697,59.2343054,818,Haines Borough,Haines Borough,,,11553995,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-151.53200662,59.64718757,819,Homer,City of Homer,,,11506595,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-135.44570828,58.10953807,820,Hoonah,City of Hoonah,,,1588250,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-132.8235136,55.2059259000001,821,Hydaburg,City of Hydaburg,,,715000,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-133.9447988,56.9744498800001,822,Kake,City of Kake,,,827000,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-151.24880589,60.5590139000001,823,Kenai,City of Kenai,,,46874905,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-151.07134684,60.4895404100001,824,Kenai Peninsula Borough,Kenai Peninsula Borough,,,283514300,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-131.64802329,55.3424333300001,825,Ketchikan,City of Ketchikan,,,66730555,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-131.66732712,55.3491724900001,826,Ketchikan Gateway Borough,Ketchikan Gateway Borough,,,108906200,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-162.31126632,55.0595082400001,827,King Cove,City of King Cove,,,950000,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-133.09603454,55.55450419,828,Klawock,City of Klawock,,,450000,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-152.39748118,57.7930013600001,829,Kodiak,City of Kodiak,,,40749060,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-152.39772094,57.7931666200001,830,Kodiak Island Borough,Kodiak Island Borough,,,57750880,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-149.10836892,61.5997112700001,831,Matanuska-Susitna Borough,Matanuska Susitna Borough,,,59856855,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-149.89484742,61.21627757,832,Municipality of Anchorage,Municipality of Anchorage,,,1105576900,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-135.31169114,59.45573152,833,Municipality of Skagway,City of Skagway,,,12256300,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-149.09074136,64.56270921,834,Nenana,City of Nenana,,,1935075,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-165.40855986,64.49808969,835,Nome,City of Nome,,,8260850,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-147.35149648,64.7549026500001,836,North Pole,City of North Pole,,,880935,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-149.11775808,61.5997057600001,837,Palmer,City of Palmer,,,8265820,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-136.22974756,57.9606687,838,Pelican,City of Pelican,,,1039025,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-132.95776302,56.8109592000001,839,Petersburg,City of Petersburg,,,17047845,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-163.17516104,62.0514716000001,840,Saint Mary's,City of Saint Mary's,,,322500,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-149.43922421,60.10312795,841,Seward,City of Seward,,,9422630,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-151.06585198,60.4904472100001,842,Soldotna,City of Soldotna,,,14457465,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-166.53768178,53.8730924600001,843,Unalaska,City of Unalaska,,,6294755,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-146.35508078,61.13023788,844,Valdez,City of Valdez,,,34890930,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-149.44420328,61.58209845,845,Wasilla,City of Wasilla,,,6258015,,,1970,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,,1970/12/31 00:00:00+00,1970,2018/08/01 00:00:00+00
-157.01727128,58.7273345300001,846,Bristol Bay Borough,Bristol Bay Borough,,,12289550,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-134.40663973,58.2998397100001,847,City and Borough of Juneau,City and Borough of Juneau,,,113699647,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-135.33862304,57.0490212600001,848,City and Borough of Sitka,City and Borough of Sitka,,,26391510,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-132.3836088,56.470404,849,Wrangell,City of Wrangell,,,7367870,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-139.75003244,59.5587609,850,City and Borough of Yakutat,City of Yakutat,,,592528,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-135.44794697,59.2343054,851,Haines,City of Haines,,,2806621,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-145.76017488,60.54406292,852,Cordova,City of Cordova,,,8114111,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-133.15108263,55.4760442100001,853,Craig,City of Craig,,,819700,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-158.46307877,59.0393744300001,854,Dillingham,City of Dillingham,,,4098458,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-147.72124822,64.83969225,855,Fairbanks,City of Fairbanks,,,117943536,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-147.72571273,64.8451325500001,856,Fairbanks North Star Borough,Fairbanks North Star Borough,,,201718825,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-135.44794697,59.2343054,857,Haines Borough,Haines Borough,,,5235714,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-151.53200662,59.64718757,858,Homer,City of Homer,,,7211779,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-135.44570828,58.10953807,859,Hoonah,City of Hoonah,,,1417537,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-132.8235136,55.2059259000001,860,Hydaburg,City of Hydaburg,,,572000,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-133.9447988,56.9744498800001,861,Kake,City of Kake,,,874956,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-151.24880589,60.5590139000001,862,Kenai,City of Kenai,,,9292890,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-151.07134684,60.4895404100001,863,Kenai Peninsula Borough,Kenai Peninsula Borough,,,78883291,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-131.64802329,55.3424333300001,864,Ketchikan,City of Ketchikan,,,46698586,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-131.66732712,55.3491724900001,865,Ketchikan Gateway Borough,Ketchikan Gateway Borough,,,77496192,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-162.31126632,55.0595082400001,866,King Cove,City of King Cove,,,970133,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-133.09603454,55.55450419,867,Klawock,City of Klawock,,,434861,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-152.39748118,57.7930013600001,868,Kodiak,City of Kodiak,,,17275560,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-152.39772094,57.7931666200001,869,Kodiak Island Borough,Kodiak Island Borough,,,27755860,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-149.10836892,61.5997112700001,870,Matanuska-Susitna Borough,Matanuska Susitna Borough,,,40190185,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-149.89484742,61.21627757,871,Municipality of Anchorage,City of Anchorage,,,624769222,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-135.31169114,59.45573152,872,Municipality of Skagway,City of Skagway,,,4771473,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-149.09074136,64.56270921,873,Nenana,City of Nenana,,,1547368,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-165.40855986,64.49808969,874,Nome,City of Nome,,,6910250,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-147.35149648,64.7549026500001,875,North Pole,City of North Pole,,,869804,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-149.11775808,61.5997057600001,876,Palmer,City of Palmer,,,8305007,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-136.22974756,57.9606687,877,Pelican,City of Pelican,,,1131656,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-132.95776302,56.8109592000001,878,Petersburg,City of Petersburg,,,11591834,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-151.71857386,59.44059723,879,Seldovia,City of Seldovia,,,2602106,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-149.43922421,60.10312795,880,Seward,City of Seward,,,8460246,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-166.53768178,53.8730924600001,881,Unalaska,City of Unalaska,,,521077,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-146.35508078,61.13023788,882,Valdez,City of Valdez,,,2285000,,,1965,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1965/01/01 00:00:00+00,1965/12/31 00:00:00+00,1965,2018/08/01 00:00:00+00
-157.01727128,58.7273345300001,883,Bristol Bay Borough,Bristol Bay Borough,,,8000000,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-134.40663973,58.2998397100001,884,City and Borough of Juneau,City and Borough of Juneau,,,85469410,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-135.33862304,57.0490212600001,885,City and Borough of Sitka,City and Borough of Sitka,,,2432995,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-132.3836088,56.470404,886,Wrangell,City and Borough of Wrangell,,,404145,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-139.75003244,59.5587609,887,City and Borough of Yakutat,City and Borough of Yakutat,,,443786,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-135.44794697,59.2343054,888,Haines,City of Haines,,,516227,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-145.76017488,60.54406292,889,Cordova,City of Cordova,,,643040,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-133.15108263,55.4760442100001,890,Craig,City of Craig,,,565511,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-147.72124822,64.83969225,891,Fairbanks,City of Fairbanks,,,97936110,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-147.72571273,64.8451325500001,892,Fairbanks North Star Borough,Fairbanks North Star Borough,,,165844167,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-135.44794697,59.2343054,893,Haines Borough,Haines Borough,,,502483,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-135.44570828,58.10953807,894,Hoonah,City of Hoonah,,,706339,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-132.8235136,55.2059259000001,895,Hydaburg,City of Hydaburg,,,270000,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-133.9447988,56.9744498800001,896,Kake,City of Kake,,,254965,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-151.24880589,60.5590139000001,897,Kenai,City of Kenai,,,7639354,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-131.64802329,55.3424333300001,898,Ketchikan,City of Ketchikan,,,38626918,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-162.31126632,55.0595082400001,899,King Cove,City of King Cove,,,374225,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-133.09603454,55.55450419,900,Klawock,City of Klawock,,,283660,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-152.39748118,57.7930013600001,901,Kodiak,City of Kodiak,,,5230566,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-152.39772094,57.7931666200001,902,Kodiak Island Borough,Kodiak Island Borough,,,19335942,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-149.89484742,61.21627757,903,Municipality of Anchorage,Municipality of Anchorage,,,305655741,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-135.31169114,59.45573152,904,Municipality of Skagway,City of Skagway,,,4648365,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-149.09074136,64.56270921,905,Nenana,City of Nenana,,,1308953,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-165.40855986,64.49808969,906,Nome,City of Nome,,,5564168,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-147.35149648,64.7549026500001,907,North Pole,City of North Pole,,,949991,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-149.11775808,61.5997057600001,908,Palmer,City of Palmer,,,21176323,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-136.22974756,57.9606687,909,Pelican,City of Pelican,,,939856,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-132.95776302,56.8109592000001,910,Petersburg,City of Petersburg,,,7010479,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-151.71857386,59.44059723,911,Seldovia,City of Seldovia,,,2648488,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-149.43922421,60.10312795,912,Seward,City of Seward,,,7489636,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-166.53768178,53.8730924600001,913,Unalaska,City of Unalaska,,,100000,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
-146.35508078,61.13023788,914,Valdez,City of Valdez,,,3206940,,,1962,https://www.commerce.alaska.gov/dcra/dcrarepoext/Pages/AlaskaTaxableDatabase.aspx,1962/01/01 00:00:00+00,1962/12/31 00:00:00+00,1962,2018/08/01 00:00:00+00
