X,Y,OBJECTID,CommunityName,EntityName,DataYear,PCEEligible
-578884.171153793,1762943.25312878,619,Brevig Mission,"Alaska Village Electric Cooperative, Inc",2020,Yes
-475945.642041781,1181762.44420864,620,Tuntutuliak,Tuntutuliak Community Service Association,2020,Yes
-604707.768126036,1222202.94569942,621,Toksook Bay,"Alaska Village Electric Cooperative, Inc",2020,Yes
-529656.810844552,593924.882474006,622,King Cove,City of King Cove,2020,Yes
-294536.616202522,704372.952104132,623,Chignik Lake,"Chignik Lake Electric Utility, Inc.",2020,Yes
-459491.849515607,1241856.61615762,624,Kasigluk,"Alaska Village Electric Cooperative, Inc",2020,Yes
1007108.68796088,1181897.71287361,625,Covenant Life,Alaska Power Company,2020,Yes
509907.186959205,1453550.80144447,626,Slana,Alaska Power Company,2020,Yes
240926.821971153,1297506.21747755,627,Wasilla,"Matanuska Electric Association, Inc.",2020,No
-476820.244012596,1374720.1165265,628,Saint Mary's,"Alaska Village Electric Cooperative, Inc",2020,Yes
-332652.664299918,1562728.30203533,629,Unalakleet,"Unalakleet Valley Electric Cooperative, Inc.",2020,Yes
-197055.84612121,1044794.93639563,630,Ekwok,"Alaska Village Electric Cooperative, Inc",2020,Yes
219654.775923324,1255116.01268035,631,Anchorage,"Chugach Electric Association, Inc.",2020,No
-447900.339245922,689960.464606835,632,Nelson Lagoon,"Nelson Lagoon Electrical Cooperative, Inc.",2020,Yes
-571660.995860192,1262920.03622587,633,Newtok,Ungusraq Power Company,2020,Yes
-80396.1108252345,1443158.11815246,634,McGrath,McGrath Light & Power Co.,2020,Yes
-585242.257059794,1213354.10165248,635,Nightmute,"Alaska Village Electric Cooperative, Inc",2020,Yes
1012028.66690744,1184048.99283362,636,Klukwan,"Inside Passage Electric Cooperative, Inc.",2020,Yes
-281947.629636162,1904401.94665282,637,Kiana,"Alaska Village Electric Cooperative, Inc",2020,Yes
146878.469735024,1197439.92672297,638,Nikiski,Homer Electric Association Inc,2020,No
454360.989405363,1889974.85638339,639,Chalkyitsik,Chalkyitsik Village,2020,Yes
-136929.048131091,1645322.79517116,640,Galena,City of Galena,2020,Yes
315855.959761862,1659546.0701719,641,North Pole,"Golden Valley Electric Association, Inc.",2020,No
128947.580591873,1051951.17416714,642,Seldovia,Homer Electric Association Inc,2020,No
-228052.174361995,1604048.17941984,643,Kaltag,"Alaska Village Electric Cooperative, Inc",2020,Yes
612876.26791444,1505401.73313266,644,Northway Junction,Alaska Power Company,2020,Yes
-337064.437875804,1297603.52884566,645,Lower Kalskag,"Alaska Village Electric Cooperative, Inc",2020,Yes
-680551.237413938,1832482.86785282,646,Diomede,Diomede Joint Utilities,2020,Yes
1110.1843822052,837018.823366526,647,Larsen Bay,Larsen Bay Utility Company,2020,Yes
-107962.714497153,1038397.38657463,648,Igiugig,Igiugig Electric Company,2020,Yes
395313.728565778,1231228.57346929,649,Tatitlek,Native Village of Tatitlek,2020,Yes
389073.564573699,1871099.72992694,650,Fort Yukon,Gwitchyaa Zhee Utility Company,2020,Yes
-542392.68206103,1456437.72182411,651,Alakanuk,"Alaska Village Electric Cooperative, Inc",2020,Yes
-402442.765696949,1225580.36430067,652,Kwethluk,Kwethluk Incorporated,2020,Yes
1036362.75188977,1023817.93801456,653,Pelican,Pelican Utilities,2020,No
109496.401507577,1886970.73243223,654,Bettles,Alaska Power Company,2020,Yes
-447479.312091524,1667267.50587921,655,White Mountain,City of White Mountain,2020,Yes
-446428.791068836,1027721.60972818,656,Platinum,City of Platinum,2020,No
-320960.031211704,668095.588478032,657,Perryville,Native Village of Perryville,2020,Yes
-280398.794506824,779012.636349441,658,Port Heiden,City of Port Heiden,2020,Yes
-11727.409237893,1787572.07370767,659,Hughes,Hughes Power & Light,2020,Yes
-213420.916165604,845809.064475104,660,Pilot Point,Pilot Point Electric Utility,2020,Yes
-384325.307776448,1333013.66724658,661,Russian Mission,"Alaska Village Electric Cooperative, Inc",2020,Yes
-446969.846134871,1236061.98697927,662,Atmautluak,Atmautluak Tribal Utilities,2020,Yes
-197745.899534609,917108.324736896,663,Egegik,City of Egegik,2020,Yes
-334222.042316608,1300232.52489235,664,Upper Kalskag,"Alaska Village Electric Cooperative, Inc",2020,Yes
331739.412198896,1134592.127647,665,Chenega,Chenega IRA Council,2020,Yes
-394183.886304622,1652848.63040226,666,Elim,"Alaska Village Electric Cooperative, Inc",2020,Yes
1306628.34428561,932518.315928681,667,Wrangell,City and Borough of Wrangell,2020,No
1296030.65760968,812250.477347349,668,Craig,Alaska Power Company,2020,Yes
-104230.160828436,1448041.57850457,669,Takotna,Takotna Community Assn.,2020,Yes
-1537200.80409957,470990.071658981,670,Adak,"TDX Adak Generating, LLC",2020,Yes
528914.501725091,1532292.0107361,671,Tanacross,Alaska Power Company,2020,Yes
-50158.9487624714,1081425.19631835,672,Newhalen,I-N-N Electric Cooperative Inc.,2020,Yes
-18128.321651304,1134258.52930023,673,Port Alsworth,"Tanalian Electric Cooperative, Inc.",2020,Yes
219654.775923324,1255116.01268035,674,Anchorage,Municipal Light & Power,2020,No
409518.872278663,1262298.70131742,675,Valdez,"Copper Valley Electric Association, Inc.",2020,No
-993846.955920641,436840.75156824,676,Nikolski,Umnak Power Company,2020,Yes
1338594.06514505,833795.41108672,677,Kasaan,Alaska Power Company,2020,Yes
-861997.814284141,1650244.02734943,678,Gambell,"Alaska Village Electric Cooperative, Inc",2020,Yes
-130178.283503762,2281005.01007065,679,Atqasuk,North Slope Borough Power & Light,2020,Yes
1325135.64850376,790122.786706786,680,Hydaburg,Alaska Power Company,2020,Yes
-411466.861134354,612219.93928279,681,Sand Point,TDX Corporation,2020,Yes
-477710.913865003,1374361.95588113,682,Andreafsky,"Alaska Village Electric Cooperative, Inc",2020,Yes
-420788.280794596,1216092.28363176,683,Napaskiak,Napaskiak Electric Utility,2020,Yes
