X,Y,OBJECTID,Place,Geo_Src,e_Total_Units,m_Total_Units,e_Total_Occupied_Units,m_Total_Occupied_Units,e_Vacant_Units,m_Vacant_Units,e_Owner_Vacancy_Rate,m_Owner_Vacancy_Rate,e_Rental_Vacancy_Rate,m_Rental_Vacancy_Rate,Start_Year,End_Year,PlaceID
-14819080.2747477,7581770.65035956,3068,Whale Pass,P,79,24,36,27,43,25,0,38.8,,,2014,2018,{4999C06C-E2C7-48C4-9BD9-E95833F9D114}
-18190772.5383038,9524915.03552746,3069,White Mountain,P,98,14,83,14,15,5,0,32.7,0,39.3,2014,2018,{7B4ACF01-3330-4839-B43B-E98C4902C151}
-16241007.0976359,9388310.4942788,3070,Whitestone,P,31,20,13,14,18,14,,,0,64.5,2014,2018,{9B99FA70-E5CE-4C65-94D1-2ABCA3426E73}
-15077357.902549,7986050.26291035,3071,Whitestone Logging Camp,P,0,9,0,9,0,9,,,,,2014,2018,{1026755E-5B75-45B6-98C8-6284B2D3C08B}
-16551646.7565988,8573723.60971377,3072,Whittier,P,298,42,129,35,169,20,7.4,8.2,37,10.6,2014,2018,{52F6D695-370B-4814-8DA9-00DCC073CA83}
-16702990.3514406,8798697.77507172,3073,Willow,P,1832,50,709,61,1123,66,8.6,3.5,10.5,7.3,2014,2018,{60E92328-3CA2-4968-A065-270130CCEE76}
-16161929.7217349,8811864.2712632,3074,Willow Creek,P,71,28,0,9,71,28,100,82.2,,,2014,2018,{4957115F-806A-43E5-BBCE-B3E79864940B}
-16709890.4642513,10273864.7421366,3075,Wiseman,P,42,8,3,4,39,8,0,100,,,2014,2018,{7DC57B05-77B0-4489-8056-CFFC5747990D}
-16985380.8557374,7905712.35927335,3076,Womens Bay,P,334,70,320,70,14,19,0,7.8,0,23.1,2014,2018,{8BB6EEE9-AF35-4E67-98F1-D901D6743094}
-14736875.9211032,7652635.44015356,3077,Wrangell,P,1481,95,1074,78,407,60,0.3,0.5,10.5,6.1,2014,2018,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,3078,Yakutat,P,351,27,232,27,119,13,1.3,2,16.2,7.3,2014,2018,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16911618.9820708,9826137.26375013,3079,Alaska,S,316901,193,253346,1463,63555,1480,1.9,0.2,7.2,0.6,2015,2019,{FBDAD97E-3A9C-4408-A295-197720B2C16C}
-17864787.2224834,7429017.81475925,3080,Aleutians East Borough,C,1138,126,890,125,248,19,1.4,0.8,9.4,3.6,2015,2019,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C}
-19852584.4046835,6792787.78010287,3081,Aleutians West Census Area,C,1983,139,1187,143,796,22,1.2,1.1,3.6,1.1,2015,2019,{62DAD683-3FFC-4453-9FD2-D2EE794E9231}
-16686218.0875525,8675653.72291914,3082,Anchorage,C,117380,210,106567,1023,10813,960,1.7,0.5,7.2,1,2015,2019,{41989645-CCA3-466B-9817-909C7EBD3FF1}
-17828194.9368115,8609515.82662756,3083,Bethel Census Area,C,6027,128,4489,158,1538,103,1,0.8,5.4,1.8,2015,2019,{5F365A90-E7FE-4110-A895-042798D82840}
-17479082.6841936,8121685.35202224,3084,Bristol Bay Borough,C,952,39,314,37,638,24,1.7,1.9,21.2,5.4,2015,2019,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A}
-16587254.777931,9316925.80601147,3085,Denali Borough,C,1533,230,613,231,920,63,6.2,3.9,10.6,9.6,2015,2019,{E39576F3-5473-4050-AD4E-430B55770A08}
-17649411.3818178,8181381.18887475,3086,Dillingham Census Area,C,2456,55,1427,74,1029,42,0.8,0.8,6.7,2.4,2015,2019,{B7761367-B709-408C-BD0F-D9C9E2C5943F}
-16444751.118177,9567696.47175318,3087,Fairbanks North Star Borough,C,44189,166,36188,796,8001,793,2.2,1,7.9,1.9,2015,2019,{B5ACCECA-F853-4F79-AD96-1CCA33463183}
-15077988.5827901,8231204.39941615,3088,Haines Borough,C,1691,153,1007,99,684,130,7.8,6.3,5.3,5.3,2015,2019,{EE7CEC95-7451-4BA9-B25F-B1C7F2362518}
-15048736.4948378,7983383.94265552,3089,Hoonah-Angoon Census Area,C,1643,78,791,70,852,41,4.5,2.2,12.3,4.2,2015,2019,{967B027B-54A6-488D-841D-F748CE107A1A}
-14962078.6937559,8030570.02206249,3090,Juneau,C,13698,65,12676,259,1022,254,1.7,1.1,3.4,1.7,2015,2019,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF}
-16817185.4041281,8509544.53082017,3091,Kenai Peninsula Borough,C,31249,146,21630,455,9619,399,2.4,0.6,7.4,1.8,2015,2019,{3D00FF95-7311-402B-9DD4-1CE3321F245E}
-14657139.8094437,7429930.42392975,3092,Ketchikan Gateway Borough,C,6401,75,5397,125,1004,91,0.9,0.5,6.3,2.1,2015,2019,{E60C34A3-5913-4148-9A40-D84C112C6316}
-16964836.6934302,7923993.22957199,3093,Kodiak Island Borough,C,5422,39,4261,199,1161,200,3.3,2.1,4.7,3.9,2015,2019,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852}
-18166327.890096,8926584.6256831,3094,Kusilvak Census Area,C,2231,56,1724,71,507,39,0,1.6,2.6,1.5,2015,2019,{EF9C5E4E-265E-4453-B87F-401952925FE6}
-17461200.9527081,7980415.41283284,3095,Lake and Peninsula Borough,C,1479,128,421,127,1058,30,1.6,1.4,21.5,7.7,2015,2019,{08965FEC-CECD-4B69-9010-FEC9535D56A9}
-16598667.700856,8764845.10272645,3096,Matanuska-Susitna Borough,C,41815,255,31217,352,10598,270,2,0.3,7.2,1.2,2015,2019,{851E4746-8FE8-4393-9369-E3F9F1633855}
-18284961.2940734,9564519.04249024,3097,Nome Census Area,C,4108,120,2844,138,1264,60,0.3,0.5,3.9,1.3,2015,2019,{6825185D-29C7-42DB-A603-4F37EDDF219C}
-17452941.2456418,11502979.9634856,3098,North Slope Borough,C,2618,115,1979,131,639,72,0.1,0.2,7.9,3,2015,2019,{2DA35656-FC1D-4370-A191-64BB54EB5787}
-18100557.8568522,10126255.5868285,3099,Northwest Arctic Borough,C,2745,47,1795,62,950,45,0,2,3.4,1.9,2015,2019,{351F5989-A7A7-4518-A5E4-E67316B8C2DD}
-14800790.4763991,7721578.12677657,3100,Petersburg Borough,C,1782,120,1187,116,595,56,1.1,0.8,7.9,3.4,2015,2019,{3D32B916-2AAC-4B36-A357-1CCB20E08A73}
-14791655.2627998,7442966.61866863,3101,Prince of Wales-Hyder Census Area,C,3430,41,2371,86,1059,75,2.1,1.3,11.6,3.6,2015,2019,{7ED5387A-A8FC-42E5-B364-246EE5926A4D}
-15065826.601253,7770144.80039453,3102,Sitka,C,4225,43,3547,117,678,110,3.1,2.5,4.8,2.2,2015,2019,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,3103,Skagway,C,601,41,375,40,226,18,1,2.6,4.8,3.3,2015,2019,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-15943021.6241255,9315564.93027635,3104,Southeast Fairbanks Census Area,C,3904,37,2170,120,1734,114,3.9,2.1,20.8,5.1,2015,2019,{9E47F9E2-5A8D-4DD2-96DE-4A9F52F35A57}
-16114687.4108778,8722067.99700202,3105,Valdez-Cordova Census Area,C,6181,46,3177,166,3004,156,2.8,1.8,12.7,6.2,2015,2019,{47D3091E-8C06-4BC8-B4D6-CF0ECF3B0F54}
-14736875.9211032,7652635.44015356,3106,Wrangell,C,1512,87,1027,68,485,64,0.4,0.9,10.6,5.6,2015,2019,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,3107,Yakutat,C,418,28,219,26,199,16,2.7,2.6,19.4,7.9,2015,2019,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16812037.2290032,9668260.5175691,3108,Yukon-Koyukuk Census Area,C,4090,65,1856,84,2234,42,1.9,1,11.3,2.5,2015,2019,{1F2FC561-C032-423A-85B7-32591979EA75}
-19663507.7911574,6776337.60629079,3109,Adak,P,518,17,58,16,460,16,0,48.5,0,39.3,2015,2019,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86}
-17162487.1875705,7749255.80747254,3110,Akhiok,P,32,13,17,13,15,5,0,54.8,0,100,2015,2019,{68670103-A544-40F0-AD9E-7215DEC2434C}
-17972431.0159371,8606059.10759937,3111,Akiachak,P,166,19,135,19,31,8,0,17.7,0,40.5,2015,2019,{D381614D-1B3D-4C01-A916-B139441D4A88}
-17948041.6926256,8604612.88598838,3112,Akiak,P,94,16,78,17,16,6,0,28.1,0,53.4,2015,2019,{B9E3D976-5DA3-4850-884A-E7818D521898}
-18453825.976754,7195635.68739133,3113,Akutan,P,77,16,65,15,12,5,0,32.7,20.8,17.2,2015,2019,{D57C95FC-45D5-44E0-B99B-5325C15EBE66}
-18330707.5476733,9023905.19268546,3114,Alakanuk,P,179,25,160,26,19,8,0,14.5,0,40.5,2015,2019,{8142710A-7405-430F-9A0B-C44338B4B31A}
-16998632.6281501,10030290.617505,3115,Alatna,P,20,6,6,5,14,4,0,100,80,23.9,2015,2019,{88A2EC6A-4FB2-4D64-9FA0-19C13D5A37FB}
-15697227.7428421,9008184.66778997,3116,Alcan Border,P,25,21,20,21,5,8,,,0,52,2015,2019,{3A2BEA63-41B6-445E-BF20-B04461C94803}
-17657678.5273638,8240980.59809748,3117,Aleknagik,P,120,13,60,14,60,8,0,34.6,0,54.8,2015,2019,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9}
-17018639.3674516,7968179.28755084,3118,Aleneva,P,4,6,4,6,0,9,0,100,,,2015,2019,{29D4602C-A471-4961-BBEC-AB22938F5F26}
-16992862.437114,10031835.3089084,3119,Allakaket,P,85,19,63,20,22,5,0,37.2,11.1,15.1,2015,2019,{D9E1C7EB-2990-486A-BEC6-DF457C95E944}
-17572508.2979883,10180738.1984948,3120,Ambler,P,79,20,59,19,20,7,0,34.1,11.1,18.1,2015,2019,{E98663F6-E635-4427-85F1-48E3042D196E}
-16891159.3456548,10489279.941021,3121,Anaktuvuk Pass,P,117,20,81,18,36,10,0,28.8,4,11,2015,2019,{C8F22DE3-2D24-49CD-A867-3855226D712F}
-16902085.2269946,8350131.34239944,3122,Anchor Point,P,1230,54,800,66,430,47,5.3,2.1,10.5,12.7,2015,2019,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83}
-16686218.0875525,8675653.72291914,3123,Anchorage,P,117380,210,106567,1023,10813,960,1.7,0.5,7.2,1,2015,2019,{41989645-CCA3-466B-9817-909C7EBD3FF1}
-16607841.8425473,9437496.73630837,3124,Anderson,P,152,25,56,26,96,15,7.7,10,16.7,26,2015,2019,{3999FA6E-F8E0-4528-9406-C991F8BB8C52}
-14981471.2754118,7862919.3185571,3125,Angoon,P,240,25,130,25,110,12,3.6,3.5,10.9,9.5,2015,2019,{B81542E6-6232-4F35-AEC4-F6C46F2BBDE1}
-17758530.6291833,8759944.08337012,3126,Aniak,P,227,25,149,24,78,12,1.9,2.8,9.4,7.2,2015,2019,{4D22DC8A-9F5A-4C83-B835-F1133D6A8060}
-17833307.7073289,9015553.00610678,3127,Anvik,P,52,8,38,10,14,5,0,46.5,0,64.5,2015,2019,{AED9D55C-5519-4DA0-A4A7-28349D8498CD}
-16200942.2921759,10485277.8122488,3128,Arctic Village,P,82,12,54,13,28,7,2.3,6,0,64.5,2015,2019,{3FD9E5F5-DE1E-47BC-A8FC-ECEFCA7C2EA8}
-19391877.4279502,6835970.93964706,3129,Atka,P,22,8,12,7,10,4,0,82.3,0,100,2015,2019,{C80F8014-AF4E-4834-B4A8-DED62C0786C1}
-18064527.563622,8593130.12141586,3130,Atmautluak,P,48,11,43,10,5,4,0,49.6,0,48.5,2015,2019,{887F3239-34EE-4A3A-9B7A-522E212DA730}
-17524309.1239729,11227484.1041681,3131,Atqasuk,P,62,16,42,16,20,6,0,38.8,18.2,38.8,2015,2019,{A79A606F-AA69-4994-A5A0-5E8AFE9EBA9A}
19277285.2935183,6950872.61663701,3132,Attu Station,P,0,9,0,9,0,9,,,,,2015,2019,{4B169010-F268-45A8-8444-F0B5873ABDEE}
-16409897.2332955,9557080.87200411,3133,Badger,P,8198,363,6726,469,1472,376,2.8,2.5,15.7,7.2,2015,2019,{DAC7203E-0D8F-434C-A2FA-C699EDD5B8CB}
-16631388.3051022,8437358.45632469,3134,Bear Creek,P,755,143,473,118,282,103,0,5.4,16,24.9,2015,2019,{2B076D8C-6D9B-439C-90F1-92FEAE651E60}
-16408175.5504662,9976173.30142884,3135,Beaver,P,66,9,29,10,37,7,0,54.8,0,70.1,2015,2019,{FF43C1B1-9D83-4F8A-B3B2-E404ACC9D5B1}
-16814033.880103,8665458.63172155,3136,Beluga,P,31,14,5,5,26,15,0,100,,,2015,2019,{D72A5701-11AB-4596-AA0D-A2881CCB42B1}
-18008351.1575292,8578036.2426842,3137,Bethel,P,2493,149,1934,133,559,92,2.4,2.6,6.1,2.6,2015,2019,{7B1302D1-C2B4-402C-8C43-141B93681692}
-16865833.0263745,10133834.8462918,3138,Bettles,P,11,4,0,9,11,4,,,,,2015,2019,{C4674250-987C-40CD-B550-D246607343D4}
-16234228.4764685,9387246.18503888,3139,Big Delta,P,332,47,236,53,96,36,4.9,7.2,0,36.7,2015,2019,{3DD78FBE-F02D-4634-B206-835BAF4DDD8E}
-16677792.4607889,8753752.14376509,3140,Big Lake,P,2744,80,1060,89,1684,75,5.4,2.4,6.4,4.2,2015,2019,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D}
-16232379.5305256,9949191.5835814,3141,Birch Creek,P,14,5,4,4,10,5,0,100,0,100,2015,2019,{6EA0B92C-E267-478F-99A6-DA6EAC948390}
-18533827.0925877,9697033.79061887,3142,Brevig Mission,P,101,14,96,14,5,3,0,27.7,0,37.7,2015,2019,{01088110-F1CF-4DF6-A7C8-446D20A2B257}
-17936800.4854698,9870732.665245,3143,Buckland,P,119,18,114,17,5,3,0,21.4,5.9,9.2,2015,2019,{2FD931D4-12DB-45C2-834A-4B4559E54BA5}
-16587840.1502488,8786318.64725492,3144,Buffalo Soapstone,P,381,43,307,45,74,26,3.1,2.4,0,41.1,2015,2019,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97}
-16590548.7890119,8751263.55536645,3145,Butte,P,1255,74,1135,71,120,34,1.3,0.9,3.4,4,2015,2019,{9A9D4747-657F-4044-BB90-7E45B94AB987}
-16574958.5798197,9197127.80929988,3146,Cantwell,P,214,31,88,31,126,15,13.5,10.5,0,56.4,2015,2019,{E263C114-3707-494D-84BF-BCBDC754E133}
-16121504.109879,9760330.07088335,3147,Central,P,167,26,30,26,137,16,9.4,15,75,61.6,2015,2019,{5729F5A2-2D55-4611-8C20-838834BEA9AA}
-15999716.2175498,10057166.2574094,3148,Chalkyitsik,P,70,9,32,10,38,7,0,45.6,25,30.2,2015,2019,{98D5F010-433A-452A-8E40-1DC756B3B809}
-16703629.7221717,8966595.56435427,3149,Chase,P,214,18,0,9,214,18,,,,,2015,2019,{427130A7-E294-4C77-9945-66799C9AE903}
-18287603.8577055,8435002.51586496,3150,Chefornak,P,97,21,83,22,14,5,0,25.1,6.3,16.6,2015,2019,{A446B551-74BE-4F56-B131-523C342C41BA}
-16471851.3428201,9562652.6716704,3151,Chena Ridge,P,2753,159,2393,218,360,189,0,1.1,0,3.7,2015,2019,{ED0D2D29-01A6-4CF8-83BC-B974F9DDF83B}
-16476658.3627789,8414356.69050082,3152,Chenega,P,39,13,13,11,26,7,0,100,0,77.5,2015,2019,{05CB5D5F-15BA-4574-8F40-04CAFA9B5770}
-18433453.2225289,8748225.03058707,3153,Chevak,P,221,37,181,38,40,13,0,12.3,0,43.2,2015,2019,{8ECE306F-1205-474A-AF5D-5A82326AFDD3}
-16528585.7995315,8810988.71208775,3154,Chickaloon,P,233,28,96,27,137,26,4,6.5,0,100,2015,2019,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8}
-15799981.5073964,9368230.73085785,3155,Chicken,P,24,12,7,10,17,14,,,0,87.9,2015,2019,{0C46910A-CF22-422A-A69E-499EC6219D46}
-17648342.8318143,7620462.28603756,3156,Chignik Lagoon,P,70,10,25,10,45,7,0,53.4,25,32.8,2015,2019,{5FBF89C8-6F1F-4610-B81F-18286B0993C8}
-17673425.6845703,7609093.07634509,3157,Chignik Lake,P,43,9,23,9,20,6,0,53.4,33.3,52.6,2015,2019,{F821657B-F119-4950-BB18-F827B06C680C}
-17634583.1537608,7618623.8936503,3158,Chignik,P,85,11,18,11,67,7,7.1,20.8,25,25.7,2015,2019,{99F023D0-9290-48CE-8E68-5683A57192DC}
-16945366.5635001,7887490.67201661,3159,Chiniak,P,17,24,0,9,17,24,,,,,2015,2019,{9C0DF89A-A248-470E-82A5-F25ED75A098A}
-15811293.2362289,8873304.3872249,3160,Chisana,P,0,9,0,9,0,9,,,,,2015,2019,{6DF664D4-9279-4A4A-9BF8-BCA1A2EF6222}
-16103943.6835133,8994702.92422141,3161,Chistochina,P,52,10,14,8,38,8,0,62.2,,,2015,2019,{72692AC5-B991-4B3E-A2AD-8EA498D7AF48}
-16079111.6919015,8745393.57916078,3162,Chitina,P,93,16,12,9,81,14,28.6,50.6,0,87.9,2015,2019,{5CD6634F-015C-4D3A-8F00-755FB6A3D186}
-17726740.7758825,8759043.86328533,3163,Chuathbaluk,P,42,8,32,10,10,7,0,52,0,67.2,2015,2019,{493BC9A8-7869-476D-9319-B88C76EB388A}
-16037437.1538392,9829561.30812307,3164,Circle,P,45,8,21,10,24,6,0,67.2,0,77.5,2015,2019,{98B27D83-9E27-4EE6-A6AB-CEED07523629}
-16854020.1963051,8450323.80317593,3165,Clam Gulch,P,163,44,90,46,73,21,0,19.8,,,2015,2019,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9}
-17649480.0562589,8144709.0209932,3166,Clark's Point,P,53,8,17,8,36,5,0,70.1,0,95,2015,2019,{16FFACBB-CCBD-4A00-829F-F89904105FD5}
-14786374.5823039,7561211.62728565,3167,Coffman Cove,P,203,42,71,26,132,35,7.5,10.2,30,39,2015,2019,{1F684F46-814E-4675-B09B-A8449105B5E9}
-16844818.5447846,8482380.58204922,3168,Cohoe,P,966,107,541,93,425,74,1.3,1.7,12,10,2015,2019,{9F0FE231-3223-4A37-89B8-9182CD7AB22F}
-18113349.5399095,7402060.39389685,3169,Cold Bay,P,82,13,33,14,49,7,100,100,5.7,7.4,2015,2019,{E5A46A8B-30C9-4FDF-A19D-A6A96277A26C}
-16719029.6188946,10229447.6395967,3170,Coldfoot,P,4,5,0,9,4,5,,,,,2015,2019,{1210EAEB-20DF-40DD-8BAB-A09C48AE9887}
-16453332.4338201,9570778.8919546,3171,College,P,5580,299,4911,309,669,259,0,0.6,10,8,2015,2019,{BF7F929A-CAE2-486C-83EF-C7AF2FADFA2B}
-16676595.5791161,8510749.69663507,3172,Cooper Landing,P,357,68,156,55,201,65,5.8,8.8,0,44.8,2015,2019,{CB929A5F-AF01-4DE3-8855-87193B97F75F}
-16175312.0055638,8848480.42628687,3173,Copper Center,P,194,29,67,27,127,16,4,6.6,9.5,25.5,2015,2019,{609CFD2F-EC75-4F32-BDD7-C33D0C9FECE2}
-16225948.4460254,8521876.53212947,3174,Cordova,P,1022,130,817,122,205,83,0,3.3,14.3,13,2015,2019,{3921BE55-50DD-4433-8958-D5D2F2D001AE}
-15138316.180303,8265975.50286927,3175,Covenant Life,P,74,35,23,27,51,34,0,60.1,0,82.3,2015,2019,{E4085300-359F-4509-9843-50524D6A0692}
-14822310.7172787,7454810.18503479,3176,Craig,P,565,36,476,35,89,14,0.6,1.3,5.6,2.7,2015,2019,{CAEF7CF3-5B35-45C3-9D11-A9E32B99E79B}
-17600258.9864611,8828483.63717886,3177,Crooked Creek,P,34,9,28,9,6,4,0,54.8,0,73.6,2015,2019,{8B69F4F5-9833-40B1-B264-CBE2A5544BC8}
-16627741.9393352,8493690.12094984,3178,Crown Point,P,62,31,25,18,37,31,0,52,0,100,2015,2019,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1}
-18114891.8501924,9897862.18415849,3179,Deering,P,51,18,34,16,17,6,0,49.6,0,67.2,2015,2019,{A2CE0B1C-09FD-4927-A2E9-B20CC0109806}
-16223331.6925964,9361751.89718577,3180,Delta Junction,P,533,37,306,40,227,28,6,4.6,19.1,8.4,2015,2019,{763EEB4F-118C-4AEA-A931-D707FE999A12}
-16160672.5513182,9321163.46278051,3181,Deltana,P,994,77,722,94,272,72,2.8,3.9,26.8,14.3,2015,2019,{AB4874F1-29EA-49F7-9573-6DC9A2C45F81}
-16577349.7774737,9282113.07382764,3182,Denali Park,P,243,50,86,43,157,33,0,28.4,0,44,2015,2019,{10BA1AD9-39AC-440F-BCE9-40BC75DAD436}
-16871303.7259016,8327977.94967564,3183,Diamond Ridge,P,650,38,481,42,169,28,3.8,2.4,3.5,4.8,2015,2019,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522}
-17640029.2383221,8188902.08219489,3184,Dillingham,P,1039,63,742,72,297,37,1.2,1.7,7,3.5,2015,2019,{08E18522-8DAC-4DFC-975E-26751FE81958}
-18807627.4390229,9811020.63817553,3185,Diomede,P,49,8,34,10,15,5,0,62.2,0,52,2015,2019,{9E47594D-5392-4A49-8FCD-026556C904AE}
-16036561.2555728,9263429.15495555,3186,Dot Lake,P,16,11,0,9,16,11,,,,,2015,2019,{03A313E3-0987-4B72-8EC9-6C92E01A12A2}
-16035499.1835844,9262839.66483944,3187,Dot Lake Village,P,36,13,13,8,23,8,0,77.5,0,87.9,2015,2019,{4B63BED6-48D5-4881-B4C0-D73B0D2651F2}
-16097000.0382138,9267756.62343433,3188,Dry Creek,P,87,26,48,22,39,21,0,43.2,0,53.4,2015,2019,{64B2729B-A777-4917-9D20-77822FE68CFE}
-15701145.1188037,9541571.00919845,3189,Eagle Village,P,54,13,24,11,30,7,9.1,14.9,53.8,32.1,2015,2019,{F6BC6030-25E0-4E0A-BA46-B294A0338BDA}
-15719157.8167796,9552995.61796396,3190,Eagle,P,162,23,38,21,124,14,20.6,16.4,44.8,19.3,2015,2019,{99E4149C-E691-4714-88EC-9EDCEF72C195}
-14878758.0609857,7549487.03891262,3191,Edna Bay,P,24,10,7,6,17,9,22.2,36.3,,,2015,2019,{85B7409D-F9A3-4D1C-8587-BA31448CD26E}
-18037041.1291412,8448636.97364217,3192,Eek,P,136,18,122,20,14,6,0,21.2,0,37.2,2015,2019,{59543E82-DA08-4E48-BAA3-B0E7C0FF4767}
-17518988.4125428,8011365.49685887,3193,Egegik,P,294,11,9,7,285,9,0,82.3,75,44.2,2015,2019,{F7D03E2F-5588-4343-BE94-44E824B7A836}
-16372988.328609,9522017.29511211,3194,Eielson AFB,P,1077,100,986,107,91,47,0,100,5.9,3.6,2015,2019,{A74F371F-C334-4DC3-88A4-A4FCC1B1E8FD}
-17530376.0001536,8256476.2989067,3195,Ekwok,P,47,12,28,10,19,6,0,45.6,25,43.1,2015,2019,{FAF5958B-8A56-4E28-B3B1-66B772A5A166}
-15177910.0843907,8008163.78366283,3196,Elfin Cove,P,24,12,4,6,20,12,0,100,100,100,2015,2019,{4BAA8104-672E-401E-88E8-341E10A478B8}
-18063202.2799259,9508086.85094371,3197,Elim,P,80,18,67,17,13,5,0,32.7,0,53.4,2015,2019,{962DB38D-BABD-43F0-AF8E-6B3C0964C131}
-18315378.7724165,9045765.64857705,3198,Emmonak,P,235,31,207,32,28,7,0,12.5,1.7,6.2,2015,2019,{6E142FF4-3A51-4D60-9F7A-8B65E66A9133}
-16472701.2757039,9570394.18361401,3199,Ester,P,804,300,518,218,286,225,15.6,24.8,0,4.8,2015,2019,{C975E5F6-90CB-420B-9766-C43941847789}
-16382673.0104282,8844601.11827285,3200,Eureka Roadhouse,P,91,42,0,9,91,42,,,,,2015,2019,{463333A9-778A-4087-B2B6-C834DF7F1809}
-16865546.7834434,10134617.5060728,3201,Evansville,P,28,8,10,8,18,5,0,87.9,0,100,2015,2019,{FF9ACB36-15C3-4C3B-831F-7686F69D80ED}
-15077462.2436435,8055392.88265615,3202,Excursion Inlet,P,26,29,0,9,26,29,,,,,2015,2019,{E209147C-83F5-4D19-AD3F-CB78B1F679F5}
-16444254.1310858,9566271.87088456,3203,Fairbanks,P,12967,566,10866,487,2101,311,3.1,2.2,7.4,2.1,2015,2019,{7102AFBB-6F0A-4C7A-92FF-6F5A6D66AB18}
-18191245.5091054,7333781.24025852,3204,False Pass,P,48,18,21,17,27,6,0,100,0,54.8,2015,2019,{223C147A-542C-4057-8AE2-C5C99FC10AB1}
-16602782.7855767,8774282.41258619,3205,Farm Loop,P,363,36,350,37,13,8,0,6.6,4.9,7.1,2015,2019,{803C9DC0-CB68-4FB4-8746-A65C69A5905F}
-16448634.4496328,9579406.8471837,3206,Farmers Loop,P,2373,294,2111,288,262,163,0,1.2,19.9,20.2,2015,2019,{69F4E278-CF90-4297-B76E-3E6C8AF33FFF}
-16599487.2199191,9354104.28255344,3207,Ferry,P,34,9,6,9,28,12,0,95,,,2015,2019,{6271DC39-C422-443B-AB71-71A2246047FD}
-16614286.7218702,8786763.92855068,3208,Fishhook,P,1940,86,1768,111,172,62,0,1.2,7.2,7,2015,2019,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8}
-17589314.4415182,8967508.78411107,3209,Flat,P,0,9,0,9,0,9,,,,,2015,2019,{3C695476-5C5E-4120-9E30-BF42C37A0EAF}
-16221914.8450569,9347686.74831746,3210,Fort Greely,P,185,41,34,22,151,42,,,45.2,31.3,2015,2019,{025A0F26-3C9F-4F08-ADB2-F18FEC8DF739}
-16168185.7498793,10033547.7525708,3211,Fort Yukon,P,322,20,219,22,103,16,2.4,3.1,11.9,8.5,2015,2019,{641D75DC-10FB-4C68-9F27-A8720C97B6C0}
-16599728.6961623,9503867.71164907,3212,Four Mile Road,P,7,5,3,5,4,5,0,100,,,2015,2019,{1A2DC081-51F5-4F8F-AE9B-516B4A83C31C}
-16432793.9877687,9597343.51160326,3213,Fox,P,338,227,228,198,110,179,0,17.4,0,14.9,2015,2019,{DF0AA24E-FAFB-4033-9E30-014BC53D341A}
-16799889.6251575,8367196.72013879,3214,Fox River,P,277,25,124,21,153,21,0,20.2,0,36.1,2015,2019,{B93DB68F-0ECD-4E8C-8511-88FA35BB40CF}
-16842489.7784406,8338861.63035312,3215,Fritz Creek,P,1126,51,776,57,350,45,2.3,1.5,2,2.8,2015,2019,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD}
-16782773.8061664,8512348.26522147,3216,Funny River,P,1061,95,488,103,573,104,3.4,5.6,11,18.3,2015,2019,{CF70B6E1-31BB-4019-97D8-DD470A6AD914}
-16174930.5308121,8931084.928701,3217,Gakona,P,134,32,57,34,77,14,10,12.9,12.5,27.6,2015,2019,{ED284F88-6827-4DC4-B028-5F0BFA6CF129}
-17463481.4673962,9540909.30970136,3218,Galena,P,262,24,183,26,79,11,0,13.5,11.8,9.6,2015,2019,{9CB98028-F75A-4D46-A951-AB787D2CF82E}
-19115652.3162477,9293331.31835673,3219,Gambell,P,183,22,152,25,31,7,0,14.2,8,11.9,2015,2019,{961462BD-8155-4FFF-863B-A652CC389066}
-15084889.2779131,7979062.95814535,3220,Game Creek,P,4,6,0,9,4,6,,,,,2015,2019,{6506427D-91A9-4004-B55F-B5D8AC6ECBEC}
-16613317.4039532,8758849.9036378,3221,Gateway,P,2043,73,1948,78,95,29,1.5,1,2.2,3,2015,2019,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66}
