X,Y,OBJECTID,Place,Geo_Src,e_Total_Units,m_Total_Units,e_Total_Occupied_Units,m_Total_Occupied_Units,e_Vacant_Units,m_Vacant_Units,e_Owner_Vacancy_Rate,m_Owner_Vacancy_Rate,e_Rental_Vacancy_Rate,m_Rental_Vacancy_Rate,Start_Year,End_Year,PlaceID
-16444783.7969041,8810336.16300173,3222,Glacier View,P,215,39,102,35,113,33,0,21.9,35.1,25.7,2015,2019,{723F2211-DF24-4A26-B478-AC2F7B43D3AF}
-16200078.5853976,8885907.89955149,3223,Glennallen,P,321,62,117,59,204,40,0,25.4,9.1,16.5,2015,2019,{0F6D14AC-19B0-4FFB-87AF-FBC82152C2A8}
-16461866.9911581,9589250.74599279,3224,Goldstream,P,2122,331,1743,338,379,230,0,1.9,0,2.9,2015,2019,{C63A334D-9CE5-410F-9042-CB548BBECC87}
-18149163.7092426,9488854.6563609,3225,Golovin,P,70,9,47,12,23,7,0,39.3,7.7,22.4,2015,2019,{D18E8CFB-89C1-437A-ADAA-399023E0587C}
-17987254.5448644,8205983.87575918,3226,Goodnews Bay,P,50,10,44,9,6,4,0,41.8,0,64.5,2015,2019,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635}
-17818435.347773,9077346.19079628,3227,Grayling,P,69,14,58,15,11,5,0,37.7,9.1,10.7,2015,2019,{DD04D244-B150-4D0C-83D9-26AAE567CC97}
-16182723.4384067,8923110.2138984,3228,Gulkana,P,72,12,25,12,47,8,0,70.1,11.8,19.9,2015,2019,{5A851423-1D34-45BF-9EE7-8765E762667F}
-15110403.2200725,8054653.85527571,3229,Gustavus,P,511,46,196,38,315,35,7.9,6.1,12.1,15.8,2015,2019,{3D5231FD-4F19-414E-A871-FAFF3941FF8F}
-15077988.5827901,8231204.39941615,3230,Haines,P,972,123,736,108,236,93,6.6,7.7,6.4,6.6,2015,2019,{0E1213D7-970C-4532-B874-5742D6D4989B}
-16834155.0181038,8310709.31435036,3231,Halibut Cove,P,221,40,52,22,169,40,0,35.1,0,77.5,2015,2019,{74696C73-F1AA-4DBA-8D8F-2D4FFAEFCC7E}
-16891397.2203785,8385282.91736017,3232,Happy Valley,P,536,41,255,43,281,33,3.7,2.9,17.1,15.7,2015,2019,{452DEEAD-0063-4786-BCAF-5835043C441F}
-16319358.7215527,9444737.68062037,3233,Harding-Birch Lakes,P,751,109,88,49,663,114,0,21.4,0,95,2015,2019,{55DEA83C-221E-4084-B00F-536B59BE5069}
-16587254.777931,9316925.80601147,3234,Healy,P,713,144,357,144,356,51,5.5,4.9,16,15.6,2015,2019,{8905A89B-A676-4C0A-BEB5-C17AD570F833}
-16111658.2040413,9349746.071627,3235,Healy Lake,P,19,5,3,4,16,5,0,100,,,2015,2019,{093A0B52-9C15-4F33-8872-681E456A939D}
-14844209.8903727,7855606.08949882,3236,Hobart Bay,P,15,10,0,9,15,10,,,,,2015,2019,{6882E91E-F23E-4649-BC1E-168B1173F2E7}
-14766533.0256532,7456025.7270008,3237,Hollis,P,96,28,79,26,17,17,0,30.9,0,44.8,2015,2019,{6B0D4814-B112-41E9-8F10-11A29507E7CA}
-17785718.6399316,8906350.75108969,3238,Holy Cross,P,91,12,71,13,20,7,0,29.6,0,58.2,2015,2019,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF}
-16868465.81571,8321603.53233034,3239,Homer,P,2939,118,2261,119,678,58,2.4,1,12.7,2.7,2015,2019,{74B62695-129C-4E06-A228-C50EFCC9A872}
-15077747.2756412,7990363.35004359,3240,Hoonah,P,370,40,277,38,93,15,0.5,1.1,12.4,6,2015,2019,{67C77481-D454-4AD4-8099-C6A3005285DE}
-18489770.3696312,8748753.13931634,3241,Hooper Bay,P,225,35,204,35,21,9,0,13.3,7.2,8.3,2015,2019,{8D01840C-135C-49A1-A1FE-5C63881EEF8A}
-16655870.3446364,8607003.67067398,3242,Hope,P,133,52,26,17,107,53,0,45.6,,,2015,2019,{B94A5304-F56C-49FE-A615-8E72E73F6255}
-16675818.5394593,8772227.92788698,3243,Houston,P,915,31,642,44,273,40,2.8,1.6,9.3,7.2,2015,2019,{15846556-C6AB-448D-B51D-2DE0E8727969}
-17171946.3984402,9889412.09162593,3244,Hughes,P,44,18,36,17,8,4,0,56.4,9.5,9.8,2015,2019,{9D089209-6790-456D-85A0-4D3282C8B989}
-17409778.5580137,9795714.29290359,3245,Huslia,P,123,14,100,13,23,7,0,20.2,20,16.8,2015,2019,{049CEFC6-7BD3-4DA4-98C6-3D0DBE9942E3}
-14785845.8993254,7401935.14035916,3246,Hydaburg,P,134,17,117,17,17,7,0,21.2,10.5,10.6,2015,2019,{BDF65BBA-7D3D-4EFD-8DC7-59E48EA68082}
-14474374.0343285,7541662.57032641,3247,Hyder,P,67,35,14,20,53,28,22.6,41.3,,,2015,2019,{BC2CDE0E-83BC-4AC5-8095-1EB202D71049}
-17355102.7045931,8251041.6914682,3248,Igiugig,P,23,9,16,9,7,3,0,70.1,28.6,35.5,2015,2019,{729C1584-C0E2-49D1-B9B4-275E3D55B9D1}
-17244068.1727719,8345325.87716697,3249,Iliamna,P,56,10,18,10,38,7,0,67.2,35.7,33.2,2015,2019,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06}
-17753695.8436945,7539216.10761165,3250,Ivanof Bay,P,14,3,0,9,14,3,,,,,2015,2019,{1D96F2EA-F1A3-4CC9-868D-090FD22E1CD6}
-14962078.6937559,8030570.02206249,3251,Juneau,P,13698,65,12676,259,1022,254,1.7,1.1,3.4,1.7,2015,2019,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF}
-16859641.2601891,8325962.6009038,3252,Kachemak,P,311,22,200,24,111,18,1.3,1.7,8.2,6.4,2015,2019,{3D257994-65F8-4489-A35E-C42F284CB327}
-14910666.7973801,7754898.24217148,3253,Kake,P,273,30,187,28,86,15,0,13.7,15.7,10.1,2015,2019,{2F5F6904-B47C-439D-9AC1-64135C4403A6}
-15986909.7903373,11110050.6733152,3254,Kaktovik,P,79,14,56,17,23,6,0,34.6,33.3,21,2015,2019,{9B8441F9-AEFE-4E1D-BD2C-725FCCBB0299}
-16825114.5363892,8508889.41408404,3255,Kalifornsky,P,3679,199,3014,214,665,145,0.9,1.4,0,3.5,2015,2019,{644B47A1-3B29-48C4-8EF0-4585B2204F2E}
-17669178.6093313,9433180.26880334,3256,Kaltag,P,81,12,56,12,25,6,2.6,8.3,0,49.6,2015,2019,{5790AC9E-408E-42C0-BDC7-490DB0451EAD}
-17191812.8544779,7875966.31581525,3257,Karluk,P,29,13,17,14,12,6,0,56.4,,,2015,2019,{BF30433A-BCB7-443D-A9C4-767CA6C76820}
-14739137.9815801,7467308.14069165,3258,Kasaan,P,44,11,33,10,11,6,0,48.5,0,73.6,2015,2019,{559A9BCF-E97B-4506-925E-E21FB8E9FED9}
-18091584.5955234,8601655.73883504,3259,Kasigluk,P,114,18,96,17,18,7,0,22.6,0,53.4,2015,2019,{3816D857-92C5-45BF-B884-7D2529E878D4}
-16837835.1503007,8472439.76775224,3260,Kasilof,P,322,68,199,84,123,67,0,13.4,0,27.7,2015,2019,{CB8D5160-2521-4803-9207-2BBA48832C17}
-16836940.0550994,8525261.80014671,3261,Kenai,P,3560,247,3143,232,417,108,2,1.8,7.9,4.5,2015,2019,{C4939227-7B0D-42C1-9C0D-69118EE45B96}
-16135471.4316221,8797146.85900219,3262,Kenny Lake,P,266,45,57,39,209,45,19.8,20.5,,,2015,2019,{FF44E793-74FE-4F17-9EB7-78D774DF5F63}
-14654990.9162499,7428611.09414802,3263,Ketchikan,P,3921,107,3318,116,603,72,1,0.8,5.1,1.9,2015,2019,{081D88E7-5D78-4E36-AC3C-F753262F026C}
-17859800.6739083,10148712.9875954,3264,Kiana,P,115,16,69,13,46,10,0,30,6.3,16.6,2015,2019,{A1701483-F114-4FB2-A478-D0F6039C3EA8}
-18068407.5166425,7373424.0257155,3265,King Cove,P,370,47,311,46,59,10,2,1.7,11.3,5.3,2015,2019,{E3FB0AD1-05D8-4D22-919A-F24830556C1F}
-17440162.6519755,8111835.38200596,3266,King Salmon,P,314,20,130,21,184,18,0,29.2,19.6,8.5,2015,2019,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF}
-18260619.958368,8385588.62001007,3267,Kipnuk,P,159,23,129,22,30,8,0,18.7,0,40.5,2015,2019,{6A1D2CBB-7422-4993-9496-87DE4AB29609}
-18316505.1749368,10366459.5653727,3268,Kivalina,P,136,17,114,16,22,7,0,20.6,3.4,8.3,2015,2019,{88062838-37F6-4578-9FDD-4DBF5CACD276}
-14816182.7919307,7470236.42532992,3269,Klawock,P,367,36,288,39,79,14,1,1.1,18.9,12,2015,2019,{F3CDD092-3609-4B82-9B09-D35DB0E7375F}
-15127859.6907318,8267444.07424887,3270,Klukwan,P,61,11,32,10,29,6,0,47.5,0,82.3,2015,2019,{F28EF005-C4A1-4868-9B6A-826AD9633025}
-16580028.1120657,8740873.84114758,3271,Knik River,P,348,35,279,35,69,24,1.3,1.9,18.8,23.4,2015,2019,{77794617-74AE-484C-B2E5-D017D4597CC2}
-16655714.6823623,8745478.90504789,3272,Knik-Fairview,P,5898,109,5090,153,808,124,1.5,0.9,9.1,4.6,2015,2019,{7BF57869-7BB6-44A4-ADAF-FCBC10DFC7D2}
-17464065.8494158,10129812.4308815,3273,Kobuk,P,42,8,26,8,16,5,0,58.2,0,73.6,2015,2019,{319107E2-FB9A-474B-8237-6A8CFF382E09}
-16976634.2280902,7912500.5859791,3274,Kodiak Station,P,409,66,372,66,37,33,64.3,61.4,0,5.3,2015,2019,{FCB82B0A-C4D2-4840-9D71-C3A5B6E31DA6}
-16964810.0032464,7923958.71370175,3275,Kodiak,P,2163,167,1863,202,300,111,0,2.1,5.2,3.9,2015,2019,{98F61372-E8BA-41BD-8291-B2318BB0C9F0}
-17226600.518734,8276102.93550347,3276,Kokhanok,P,63,20,51,20,12,5,0,37.2,0,67.2,2015,2019,{89EB5E58-676F-4DA4-9449-8BD556A1E98C}
-17508963.5754292,8339075.78973649,3277,Koliganek,P,66,17,58,18,8,4,0,38.2,0,50.8,2015,2019,{BF86DFB1-D998-4FF0-A370-8AF716F5C4BE}
-18132505.0153914,8390712.90338429,3278,Kongiganak,P,99,18,85,18,14,5,0,25.7,9.5,12.7,2015,2019,{833744EB-91EC-4A96-AD90-A5E91FAB1250}
-18207030.3691102,9108375.1410012,3279,Kotlik,P,202,22,177,23,25,7,0,13.2,0,38.8,2015,2019,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB}
-18099768.7786604,10126683.8369314,3280,Kotzebue,P,1249,54,949,57,300,38,0,4.9,3.8,2.5,2015,2019,{209A76C3-F9A4-4015-987C-78C5A44BE669}
-17940791.6661426,9590131.05061116,3281,Koyuk,P,103,16,89,16,14,5,0,30.4,0,38.8,2015,2019,{DF841D28-31A1-4978-A650-B56C189E60FD}
-17555384.4663315,9577302.8184872,3282,Koyukuk,P,51,9,37,10,14,6,0,40.5,0,100,2015,2019,{25A4F514-7ADF-4F62-873B-6D2F16141D13}
-14803010.3126139,7722744.71658289,3283,Kupreanof,P,24,9,3,6,21,9,0,100,,,2015,2019,{3F03290E-B081-4B92-9E0F-33F6E0CD513B}
-17971145.4974555,8582606.65894544,3284,Kwethluk,P,201,21,141,20,60,8,0,17.6,9.5,11,2015,2019,{FF083E35-08C8-468F-B328-F69992F18FB7}
-18162622.9977728,8372425.50262535,3285,Kwigillingok,P,105,13,82,13,23,6,0,26,0,56.4,2015,2019,{67C5F12A-3F7F-4EAB-88E0-136D880F8DD0}
-16318130.0675161,8930597.59519651,3286,Lake Louise,P,267,43,0,9,267,43,0,82.3,,,2015,2019,{5B35CAEA-BA8D-4EF3-A4F3-802613A8240F}
-16955593.3935033,9320016.71615323,3287,Lake Minchumina,P,59,9,16,9,43,7,11.1,17.4,,,2015,2019,{3087F3EA-5475-4180-9982-992F736DFD19}
-16619604.312013,8762834.60561781,3288,Lakes,P,3247,101,2939,114,308,65,1,1.1,6.9,4.8,2015,2019,{1A5924D4-515F-4E65-8236-07D030FB3C05}
-17141134.9695474,7870692.35234777,3289,Larsen Bay,P,83,14,22,12,61,10,0,50.8,0,100,2015,2019,{9F0EF727-1805-4199-AD1B-40C49AF1B61C}
-16591724.6508932,8771546.38230086,3290,Lazy Mountain,P,613,37,554,42,59,16,0.6,0.9,9.2,7,2015,2019,{2F86B48B-D348-47DD-ABED-46CE01770ECC}
-17461297.2333809,8204734.30143702,3291,Levelock,P,50,12,35,14,15,6,0,45.6,25,27.9,2015,2019,{C99D0CCC-0034-4A9E-8A97-37B371CDC3CF}
-17303170.2041395,8707886.2976349,3292,Lime Village,P,25,5,5,3,20,4,0,100,0,100,2015,2019,{A4767A4D-9554-40BC-9D6F-F4FDD3C05647}
-16536343.4316493,9747450.1731674,3293,Livengood,P,47,10,8,7,39,10,27.3,40.4,100,87.9,2015,2019,{0A72A6CB-FAC9-4A65-9C48-A47E796CCA85}
-14653808.2147877,7479750.7540715,3294,Loring,P,0,9,0,9,0,9,,,,,2015,2019,{CA4E1D93-D6D4-4CA8-8FC7-F518777BE58C}
-16635708.391233,8415896.93445414,3295,Lowell Point,P,86,65,30,49,56,54,,,0,42.5,2015,2019,{338A7ACA-098D-4B9F-A871-233477997E11}
-17851683.5351611,8744430.24802144,3296,Lower Kalskag,P,71,13,58,13,13,5,0,34.1,0,64.5,2015,2019,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC}
-15088934.3864226,8248350.92947506,3297,Lutak,P,42,46,31,43,11,18,0,41.8,,,2015,2019,{EA2C7BBD-7821-4F3C-9291-9F797D30FF7B}
-16768852.5220459,9607288.16563892,3298,Manley Hot Springs,P,128,9,24,10,104,9,20.8,17.1,0,95,2015,2019,{DFE91156-E4B0-4DC7-B3F9-6A61A37FF0D4}
-17705913.8131994,8175966.41116261,3299,Manokotak,P,248,22,144,21,104,8,0,18.4,4.2,6,2015,2019,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD}
-18043572.4903501,8831085.13782125,3300,Marshall,P,89,16,61,17,28,8,0,40.5,0,42.5,2015,2019,{2F8EE675-06A4-4B7A-9275-369FEB17B896}
-15910193.5326733,8725903.36024418,3301,McCarthy,P,157,21,0,9,157,21,,,,,2015,2019,{878A4A85-1B32-43DD-9856-7A7FE62F6DE6}
-17320016.2456881,9088035.75716921,3302,McGrath,P,206,21,118,23,88,12,1.2,3.1,9.5,9.1,2015,2019,{44BA33DB-984D-44E1-BF2D-7E1A353E586D}
-16653791.2223806,8770592.36336415,3303,Meadow Lakes,P,3159,92,2537,115,622,97,3.9,1.7,1.4,2.2,2015,2019,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC}
-18500504.6828178,8486293.83389184,3304,Mekoryuk,P,100,12,87,12,13,6,0,22.9,0,70.1,2015,2019,{06A5691A-049B-426D-85BC-73439735D4DB}
-16312568.937712,8870865.86834204,3305,Mendeltna,P,62,22,24,25,38,19,0,47.5,,,2015,2019,{E3BABD89-94E5-4656-A111-C38FD33CFD08}
-16007473.5812763,9082960.2236536,3306,Mentasta Lake,P,140,31,73,30,67,15,0,34.6,0,43.2,2015,2019,{138A74FA-943C-4AC3-B538-9484C09C2AD1}
-18312850.5233261,8584353.38864479,3307,Mertarvik,P,0,9,0,9,0,9,,,,,2015,2019,{52F580FF-4AE6-48D4-920A-DD72272CB458}
-14646673.5424591,7386373.0340335,3308,Metlakatla,P,548,43,487,41,61,22,0,5.4,7.1,6.4,2015,2019,{179D4B3A-A5AC-43B1-9AE0-6F7B6B7A3CB3}
-16625372.2633009,9648562.63957605,3309,Minto,P,98,14,63,15,35,6,0,40.5,0,42.5,2015,2019,{D3D709DB-0DF6-43DD-ACE0-FAF53A544273}
-16380722.0850337,9532036.72492509,3310,Moose Creek,P,379,149,365,149,14,21,0,9.5,0,11.5,2015,2019,{7656A688-D4F7-4599-B494-E946C7AC2CF6}
-16627600.5420972,8508842.83181085,3311,Moose Pass,P,176,66,106,53,70,47,0,28.8,0,32.2,2015,2019,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8}
-15142952.2694062,8277526.31402885,3312,Mosquito Lake,P,239,77,122,61,117,59,9.6,14.4,,,2015,2019,{4D3AB901-46B6-47E7-B8D1-D6869F97799F}
-18225925.6316089,8880405.82604958,3313,Mountain Village,P,200,22,168,26,32,10,0,17.3,0,26.3,2015,2019,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3}
-15069876.6494535,8215047.31303803,3314,Mud Bay,P,134,53,62,51,72,38,30.6,53.7,0,38.2,2015,2019,{81BDA0B4-0CF3-41FD-B749-2E3923D9E10F}
-15919999.1890567,8947883.20778217,3315,Nabesna,P,47,12,0,9,47,12,,,,,2015,2019,{8DFCE93A-8EBA-43DF-B553-ABE121D98529}
-17479376.8443896,8121874.34956953,3316,Naknek,P,464,32,164,29,300,17,2.7,3.1,21.3,8.4,2015,2019,{BECA4B02-6040-43FA-93A9-D551AD5AB86B}
-16911648.2488555,8257391.34851405,3317,Nanwalek,P,80,15,56,16,24,7,0,40.5,0,48.5,2015,2019,{69A94C10-7F0D-42A7-93D9-CE014277D75A}
-18030710.251107,8555972.40526561,3318,Napakiak,P,135,16,117,17,18,6,0,20.4,0,42.5,2015,2019,{16F1264E-DF67-4828-9E72-1AB821AB3F99}
-18006283.530458,8559134.86082334,3319,Napaskiak,P,116,15,85,15,31,7,0,30,0,41.8,2015,2019,{6D864316-582B-4749-A178-D9BAD04003D1}
-14828054.3032904,7532374.78884243,3320,Naukati Bay,P,100,27,74,27,26,17,15.3,23.1,0,40.5,2015,2019,{D95D0788-C59A-4F16-AB72-3A049B1E1AFC}
-16339354.2411854,8856734.61993626,3321,Nelchina,P,36,23,28,26,8,12,0,44,,,2015,2019,{53719238-336A-4B67-82E2-32339DE9CD8E}
-17944907.8374528,7558655.74748399,3322,Nelson Lagoon,P,44,11,36,11,8,4,2.9,7.4,0,100,2015,2019,{AFAD8F2B-A3E7-42E7-A5D7-3AC28A5988D4}
-16596705.4106321,9494118.57909316,3323,Nenana,P,208,24,124,25,84,10,3.3,3.7,9.8,7.5,2015,2019,{3AC29D09-E0DD-4840-9E31-13F575B4BFF4}
-17511812.5389782,8278631.08924201,3324,New Stuyahok,P,149,16,124,17,25,7,0,21.9,8.3,8.4,2015,2019,{0C233779-E987-4620-A2DB-33C5FF299964}
-17242810.2824521,8337875.4437307,3325,Newhalen,P,45,16,36,15,9,6,0,49.6,0,62.2,2015,2019,{510DC86B-4E8B-482F-9372-E63914E50E7D}
-18326462.7845401,8611340.58389327,3326,Newtok,P,64,9,57,9,7,4,0,32.2,0,82.3,2015,2019,{258C640B-3DF8-425C-8445-188CD6A6A660}
-18337655.9794882,8507384.34559754,3327,Nightmute,P,44,11,35,10,9,5,0,39.3,,,2015,2019,{A83F4C9F-FA93-4FC6-974A-39BA917BA023}
-16842296.7149326,8565135.78311455,3328,Nikiski,P,2002,119,1550,138,452,117,2.9,2.9,5.4,8.4,2015,2019,{18EF53D7-2321-4285-A7D2-2F20CC22AEE6}
-16877494.7269881,8357850.89811094,3329,Nikolaevsk,P,150,23,95,24,55,13,10,8,0,62.2,2015,2019,{8CB3E4E0-D9F5-4B0C-93D8-C436A193A465}
-17184970.4341065,9103618.82484689,3330,Nikolai,P,61,10,50,12,11,6,0,40.5,0,56.4,2015,2019,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D}
-18797429.6399184,6971927.37217408,3331,Nikolski,P,14,6,9,5,5,3,0,95,0,100,2015,2019,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3}
-16884395.0269268,8409329.21584389,3332,Ninilchik,P,939,56,344,50,595,47,4.3,2.7,7.3,7.7,2015,2019,{95A8CBA5-6323-4734-AA72-89B097FBD56F}
-18143796.8286104,10320918.1028848,3333,Noatak,P,99,19,93,19,6,3,0,23.9,0,50.8,2015,2019,{03C93982-6D21-4D8C-B2D5-1090F45A812A}
-18413196.6569092,9477390.9548207,3334,Nome,P,1550,93,1274,89,276,43,1,1.4,2.9,1.5,2015,2019,{72E9842F-ABE0-4390-9A93-917EDB1CF17B}
-17238665.9936197,8392588.83172381,3335,Nondalton,P,104,20,44,18,60,7,6.5,7.7,11.8,17.6,2015,2019,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB}
-17927650.6375876,10108740.5135686,3336,Noorvik,P,139,19,116,21,23,7,0,25.4,0,32.2,2015,2019,{E4853413-2729-4F25-AE7D-845D797872A7}
-16403093.5556691,9544105.931038,3337,North Pole,P,1142,157,977,151,165,83,6.9,7.7,5.8,6.6,2015,2019,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC}
-15800040.489472,9090883.18343825,3338,Northway,P,38,9,17,9,21,6,0,64.5,0,95,2015,2019,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F}
-15785120.1338497,9102841.80007589,3339,Northway Junction,P,34,9,13,8,21,6,15.4,29.2,60,51.2,2015,2019,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E}
-15801990.9612395,9095887.63704185,3340,Northway Village,P,39,10,25,9,14,7,0,48.5,0,100,2015,2019,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8}
-16809133.5953391,11139817.5718352,3341,Nuiqsut,P,128,21,108,22,20,6,0,27,2.1,6.2,2015,2019,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F}
-17600207.5728864,9535893.19480848,3342,Nulato,P,126,13,74,16,52,9,0,27.7,0,62.2,2015,2019,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6}
-18351241.1290629,8986179.48097778,3343,Nunam Iqua,P,45,11,35,12,10,5,0,44,0,77.5,2015,2019,{9E739177-0E1D-4131-A1AD-63F6A6F5E677}
-18084675.6015324,8602260.85547479,3344,Nunapitchuk,P,148,19,135,20,13,5,0,17.9,5.6,8.3,2015,2019,{8D2790CB-3234-4141-9014-F2DED1D38D0C}
-17063460.2332565,7803865.32814964,3345,Old Harbor,P,119,27,88,27,31,9,0,24.2,0,49.6,2015,2019,{126AE679-2933-4FD0-B985-FB1844FFBCA3}
-18008305.9955458,8562415.17398092,3346,Oscarville,P,27,5,18,6,9,4,0,87.9,0,70.1,2015,2019,{EADA3236-1E4C-4F64-8A35-0630C3D630AE}
-16976666.0145915,7951214.90047514,3347,Ouzinkie,P,98,24,62,21,36,11,0,27,20,28.1,2015,2019,{758654AC-720A-4314-AC3E-4F1FC39187C4}
-16599712.8974775,8764843.81359529,3348,Palmer,P,2170,104,2014,94,156,32,1.2,0.9,5.2,2.4,2015,2019,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9}
-16196540.7094912,9108212.20575538,3349,Paxson,P,252,19,0,9,252,19,,,,,2015,2019,{6A728042-64AA-46F0-A81D-FDE32F20CFCB}
-17154285.2929459,8352742.85902232,3350,Pedro Bay,P,37,8,11,7,26,7,0,70.1,,,2015,2019,{EC18C954-9E22-45E3-BD54-DD7AF4302791}
-15165026.1288301,7959059.7915705,3351,Pelican,P,75,22,39,16,36,18,12.5,16.1,0,82.3,2015,2019,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B}
-17715761.416882,7540834.94765662,3352,Perryville,P,54,13,29,12,25,6,0,46.5,42.9,37.5,2015,2019,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA}
-14800790.4763991,7721578.12677657,3353,Petersburg,P,1414,122,1134,111,280,48,1.1,0.8,8.3,3.6,2015,2019,{BCB15849-7466-46EB-920C-2A9FAE9E93C5}
-16783406.1501886,8977841.72474573,3354,Petersville,P,175,20,0,9,175,20,,,,,2015,2019,{841E8B3A-9424-4243-B588-EEB808D195AB}
-17541428.4432941,7876342.01149,3355,Pilot Point,P,72,13,30,13,42,6,0,48.5,0,87.9,2015,2019,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E}
-18132067.7415223,8844267.79717352,3356,Pilot Station,P,130,19,127,19,3,4,0,22.1,0,32.7,2015,2019,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8}
-18177027.8565442,8866690.02949746,3357,Pitkas Point,P,47,9,36,9,11,4,0,41.8,0,100,2015,2019,{67B1D591-0300-4A96-A31C-7A141B8120D2}
-18013135.6099103,8182220.55941463,3358,Platinum,P,20,6,5,7,15,4,0,100,0,100,2015,2019,{B31B12CB-15A8-477A-A113-F6ACBD1D3120}
-16347842.0739484,9576235.32016767,3359,Pleasant Valley,P,356,226,201,166,155,156,24.2,34.9,0,20.2,2015,2019,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787}
-14874645.1217256,7628682.66313674,3360,Point Baker,P,0,9,0,9,0,9,,,,,2015,2019,{406CA174-D318-4E54-BB1E-2B47EE0719E4}
-18560774.2481443,10551220.9335945,3361,Point Hope,P,188,36,149,35,39,8,0,15.4,18.9,13.5,2015,2019,{717918EA-EB98-4319-B4C9-D70D262F7CE2}
-18146094.2078674,10985618.6862481,3362,Point Lay,P,65,13,52,12,13,6,0,45.6,0,43.2,2015,2019,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8}
-16699130.5119596,8707839.29968711,3363,Point MacKenzie,P,211,35,107,36,104,33,0,17,,,2015,2019,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5}
-16740042.0404059,8633873.20918176,3364,Point Possession,P,100,46,0,9,100,46,,,,,2015,2019,{31997E44-F3ED-4BD0-87C7-471DA4CF099D}
-17198669.1317882,8301257.21371689,3365,Pope-Vannoy Landing,P,18,6,0,9,18,6,,,,,2015,2019,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4}
-14988834.9849211,7608192.66916027,3366,Port Alexander,P,88,19,33,16,55,14,0,40.5,0,100,2015,2019,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43}
-17179723.69548,8443509.99769365,3367,Port Alsworth,P,62,18,32,18,30,7,0,70.1,22.2,14.7,2015,2019,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C}
-18573603.1596675,9677685.99167838,3368,Port Clarence,P,0,9,0,9,0,9,,,,,2015,2019,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A}
-16901830.2430217,8256764.0324507,3369,Port Graham,P,84,20,56,19,28,8,0,38.8,0,52,2015,2019,{21416EC2-769C-45C8-9643-767865EF7130}
-17657388.0453865,7745840.42395497,3370,Port Heiden,P,52,11,29,11,23,7,0,48.5,25,30,2015,2019,{58FEECD6-E89F-44AF-B707-E2BF0B91605A}
-17018906.9014725,7939351.09939377,3371,Port Lions,P,131,26,78,26,53,13,2.5,4.1,16.7,36.9,2015,2019,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5}
-14873087.3303524,7622856.10259486,3372,Port Protection,P,43,25,0,9,43,25,,,,,2015,2019,{F783848B-F9FA-4D67-B681-88C19008013B}
-17557289.3545486,8159923.18468303,3373,Portage Creek,P,10,5,1,4,9,4,,,0,100,2015,2019,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB}
-16625854.2494228,8479794.59008735,3374,Primrose,P,49,27,43,26,6,11,0,35.1,,,2015,2019,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD}
-16512821.5697,11152322.8883704,3375,Prudhoe Bay,P,0,9,0,9,0,9,,,,,2015,2019,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD}
-18022693.7423965,8344602.51586286,3376,Quinhagak,P,190,18,163,19,27,7,0,13.7,17.6,14.8,2015,2019,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42}
-16717050.1891427,9742232.5129247,3377,Rampart,P,48,8,16,8,32,6,0,62.2,0,100,2015,2019,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2}
