X,Y,OBJECTID,Community,Region,RUBA_Region,Operator_Certification,Preventive_Maintenance_Plan,Compliance,Utility_Management_Training,Meetings_of_the_Governing_Body,Budget,Revenue,Workers_Compensation_Insurance,Payroll_Liability_Compliance,TOTAL_SCORE,Season,DataYear,IsMostRecent,AsOfDate,Shape,Date_,Communityname
-151.675101158,60.04305213,1447,Ninilchik,DEC,Anchorage,10,15,10,0,0,0,0,5,0,40,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Ninilchik
-151.675101158,60.04305213,1448,Ninilchik,DEC,Anchorage,10,15,10,0,5,15,20,5,5,85,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Ninilchik
-151.675101158,60.04305213,1449,Ninilchik,DEC,Anchorage,10,15,0,0,2,15,20,5,0,67,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Ninilchik
-162.988500031,67.571816799,1450,Noatak,MHC,Kotzebue,7,25,10,5,0,0,0,0,5,52,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Noatak
-162.988500031,67.571816799,1451,Noatak,MHC,Kotzebue,7,25,5,5,5,15,15,2,5,84,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Noatak
-162.988500031,67.571816799,1452,Noatak,MHC,Kotzebue,7,25,5,5,5,15,15,2,5,84,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Noatak
-162.988500031,67.571816799,1453,Noatak,MHC,Kotzebue,10,15,10,5,5,15,15,0,5,80,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Noatak
-162.988500031,67.571816799,1454,Noatak,MHC,Kotzebue,7,15,5,5,5,15,20,0,5,77,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Noatak
-162.988500031,67.571816799,1455,Noatak,MHC,Kotzebue,7,15,5,5,5,10,5,0,5,57,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Noatak
-162.988500031,67.571816799,1456,Noatak,MHC,Kotzebue,7,15,5,5,5,10,5,0,5,57,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Noatak
-162.988500031,67.571816799,1457,Noatak,MHC,Kotzebue,7,25,10,5,0,0,0,5,0,52,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Noatak
-165.408559864,64.4980896880001,1458,Nome,NSHC,Nome,10,15,10,5,0,0,5,5,5,55,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Nome
-165.408559864,64.4980896880001,1459,Nome,NSHC,Nome,10,15,10,5,5,0,5,5,5,60,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Nome
-165.408559864,64.4980896880001,1460,Nome,NSHC,Nome,10,15,10,5,5,10,5,5,0,65,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Nome
-165.408559864,64.4980896880001,1461,Nome,NSHC,Nome,10,15,5,5,5,10,5,5,5,65,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Nome
-165.408559864,64.4980896880001,1462,Nome,NSHC,Nome,10,15,5,5,5,10,5,5,5,65,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Nome
-165.408559864,64.4980896880001,1463,Nome,NSHC,Nome,10,15,5,5,5,10,5,5,5,65,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Nome
-165.408559864,64.4980896880001,1464,Nome,NSHC,Nome,10,15,5,0,5,10,20,5,5,75,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Nome
-165.408559864,64.4980896880001,1465,Nome,NSHC,Nome,10,15,10,5,0,0,0,5,5,50,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Nome
-154.857571399,59.9678738710001,1466,Nondalton,DEC,Anchorage,5,15,0,5,5,15,15,0,0,60,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Nondalton
-154.857571399,59.9678738710001,1467,Nondalton,DEC,Anchorage,5,15,0,5,5,15,20,5,0,70,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Nondalton
-154.857571399,59.9678738710001,1468,Nondalton,DEC,Anchorage,5,15,0,5,5,15,15,5,0,65,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Nondalton
-154.857571399,59.9678738710001,1469,Nondalton,DEC,Anchorage,5,15,0,5,5,15,15,5,0,65,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Nondalton
-154.857571399,59.9678738710001,1470,Nondalton,DEC,Anchorage,5,15,0,5,5,15,20,5,5,75,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Nondalton
-154.857571399,59.9678738710001,1471,Nondalton,DEC,Anchorage,3,15,5,5,5,15,20,0,5,73,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Nondalton
-154.857571399,59.9678738710001,1472,Nondalton,DEC,Anchorage,3,15,5,5,5,15,20,5,5,78,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Nondalton
-154.857571399,59.9678738710001,1473,Nondalton,DEC,Anchorage,5,15,0,5,0,0,0,0,0,25,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Nondalton
-161.046825761,66.833345041,1474,Noorvik,MHC,Kotzebue,7,25,10,5,0,10,20,5,0,82,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Noorvik
-161.046825761,66.833345041,1475,Noorvik,MHC,Kotzebue,7,25,10,5,5,15,20,5,0,92,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Noorvik
-161.046825761,66.833345041,1476,Noorvik,MHC,Kotzebue,5,25,10,5,5,15,20,5,0,90,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Noorvik
-161.046825761,66.833345041,1477,Noorvik,MHC,Kotzebue,5,25,10,5,5,15,20,5,0,90,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Noorvik
-161.046825761,66.833345041,1478,Noorvik,MHC,Kotzebue,5,25,10,5,5,15,20,5,0,90,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Noorvik
-161.046825761,66.833345041,1479,Noorvik,MHC,Kotzebue,5,25,10,5,5,15,20,5,0,90,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Noorvik
-161.046825761,66.833345041,1480,Noorvik,MHC,Kotzebue,5,25,10,5,5,15,20,5,5,95,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Noorvik
-161.046825761,66.833345041,1481,Noorvik,MHC,Kotzebue,7,25,10,5,0,10,15,5,0,77,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Noorvik
-141.9517,62.9822,1482,Northway Village,TCC,Fairbanks,5,25,10,5,5,15,20,5,5,95,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Northway Village
-141.9517,62.9822,1483,Northway Village,TCC,Fairbanks,5,25,5,5,5,15,20,5,5,90,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Northway Village
-141.9517,62.9822,1484,Northway Village,TCC,Fairbanks,5,25,5,5,5,15,20,5,5,90,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Northway Village
-141.9517,62.9822,1485,Northway Village,TCC,Fairbanks,5,25,5,0,5,15,15,5,5,80,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Northway Village
-141.9517,62.9822,1486,Northway Village,TCC,Fairbanks,5,25,5,5,5,15,20,5,5,90,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Northway Village
-141.9517,62.9822,1487,Northway Village,TCC,Fairbanks,5,15,10,5,5,15,20,5,5,85,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Northway Village
-141.9517,62.9822,1488,Northway Village,TCC,Fairbanks,5,15,10,5,2,10,20,5,5,77,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Northway Village
-141.9517,62.9822,1489,Northway Village,TCC,Fairbanks,5,25,10,5,5,15,20,5,5,95,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Northway Village
-150.999016215,70.2173141370001,1490,Nuiqsut,NS Communities,Fairbanks,10,15,5,0,2,0,0,5,0,37,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Nuiqsut
-150.999016215,70.2173141370001,1491,Nuiqsut,NS Communities,Fairbanks,10,15,5,0,2,10,0,5,0,47,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Nuiqsut
-150.999016215,70.2173141370001,1492,Nuiqsut,NS Communities,Fairbanks,10,15,10,0,2,10,0,5,0,52,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Nuiqsut
-150.999016215,70.2173141370001,1493,Nuiqsut,NS Communities,Fairbanks,10,15,10,0,0,0,0,5,0,40,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Nuiqsut
-150.999016215,70.2173141370001,1494,Nuiqsut,NS Communities,Fairbanks,10,15,10,0,2,0,0,5,0,42,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Nuiqsut
-150.999016215,70.2173141370001,1495,Nuiqsut,NS Communities,Fairbanks,10,15,10,0,2,0,0,5,0,42,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Nuiqsut
-150.999016215,70.2173141370001,1496,Nuiqsut,NS Communities,Fairbanks,10,15,10,0,2,0,0,5,0,42,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Nuiqsut
-150.999016215,70.2173141370001,1497,Nuiqsut,NS Communities,Fairbanks,10,15,10,0,2,0,0,5,0,42,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Nuiqsut
-158.105354664,64.7234193790001,1498,Nulato,TCC,Fairbanks,10,25,10,5,0,0,0,5,0,55,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Nulato
-158.105354664,64.7234193790001,1499,Nulato,TCC,Fairbanks,3,15,10,5,0,10,0,5,5,53,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Nulato
-158.105354664,64.7234193790001,1500,Nulato,TCC,Fairbanks,3,15,10,5,2,15,15,5,5,75,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Nulato
-158.105354664,64.7234193790001,1501,Nulato,TCC,Fairbanks,3,15,10,5,0,0,0,5,0,38,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Nulato
-158.105354664,64.7234193790001,1502,Nulato,TCC,Fairbanks,3,15,10,5,0,10,15,5,0,63,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Nulato
-158.105354664,64.7234193790001,1503,Nulato,TCC,Fairbanks,10,15,10,5,0,0,15,5,0,60,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Nulato
-158.105354664,64.7234193790001,1504,Nulato,TCC,Fairbanks,10,15,10,5,5,15,20,5,5,90,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Nulato
-158.105354664,64.7234193790001,1505,Nulato,TCC,Fairbanks,10,15,10,5,0,0,0,5,0,45,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Nulato
-164.852003888,62.531065132,1506,Nunam Iqua,YKHC,Bethel,3,15,0,0,5,15,20,5,5,68,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Nunam Iqua
-164.852003888,62.531065132,1507,Nunam Iqua,YKHC,Bethel,3,15,0,0,5,15,20,5,5,68,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Nunam Iqua
-164.852003888,62.531065132,1508,Nunam Iqua,YKHC,Bethel,3,15,0,0,5,15,20,5,5,68,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Nunam Iqua
-164.852003888,62.531065132,1509,Nunam Iqua,YKHC,Bethel,3,15,0,0,5,15,20,5,5,68,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Nunam Iqua
-164.852003888,62.531065132,1510,Nunam Iqua,YKHC,Bethel,3,15,0,5,5,15,20,5,5,73,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Nunam Iqua
-164.852003888,62.531065132,1511,Nunam Iqua,YKHC,Bethel,3,15,0,5,2,10,20,5,0,60,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Nunam Iqua
-164.852003888,62.531065132,1512,Nunam Iqua,YKHC,Bethel,3,15,0,5,5,15,20,5,5,73,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Nunam Iqua
-164.852003888,62.531065132,1513,Nunam Iqua,YKHC,Bethel,3,15,0,0,5,15,20,5,5,68,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Nunam Iqua
-162.457405012,60.897217283,1514,Nunapitchuk,YKHC,Bethel,3,25,5,5,2,15,0,5,5,65,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Nunapitchuk
-162.457405012,60.897217283,1515,Nunapitchuk,YKHC,Bethel,3,25,5,5,5,10,20,5,5,83,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Nunapitchuk
-162.457405012,60.897217283,1516,Nunapitchuk,YKHC,Bethel,3,25,5,5,5,10,5,5,0,63,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Nunapitchuk
-162.457405012,60.897217283,1517,Nunapitchuk,YKHC,Bethel,3,25,5,5,5,15,20,5,5,88,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Nunapitchuk
-162.457405012,60.897217283,1518,Nunapitchuk,YKHC,Bethel,3,25,5,5,2,15,20,5,5,85,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Nunapitchuk
-162.457405012,60.897217283,1519,Nunapitchuk,YKHC,Bethel,3,25,5,5,2,15,20,5,5,85,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Nunapitchuk
-162.457405012,60.897217283,1520,Nunapitchuk,YKHC,Bethel,3,25,5,5,2,15,20,5,5,85,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Nunapitchuk
-162.457405012,60.897217283,1521,Nunapitchuk,YKHC,Bethel,3,25,5,5,5,15,20,5,5,88,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Nunapitchuk
-153.283671275,57.2134189120001,1522,Old Harbor,DEC,Anchorage,5,15,0,5,0,10,15,5,5,60,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Old Harbor
-153.283671275,57.2134189120001,1523,Old Harbor,DEC,Anchorage,5,15,10,5,5,15,20,5,5,85,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Old Harbor
-153.283671275,57.2134189120001,1524,Old Harbor,DEC,Anchorage,5,15,10,5,5,15,15,5,5,80,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Old Harbor
-153.283671275,57.2134189120001,1525,Old Harbor,DEC,Anchorage,5,15,5,5,5,15,20,5,5,80,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Old Harbor
-153.283671275,57.2134189120001,1526,Old Harbor,DEC,Anchorage,5,15,5,5,5,15,15,5,5,75,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Old Harbor
-153.283671275,57.2134189120001,1527,Old Harbor,DEC,Anchorage,5,15,5,5,5,10,15,0,5,65,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Old Harbor
-153.283671275,57.2134189120001,1528,Old Harbor,DEC,Anchorage,5,15,5,5,2,10,5,5,5,57,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Old Harbor
-153.283671275,57.2134189120001,1529,Old Harbor,DEC,Anchorage,5,15,0,0,0,0,5,5,5,35,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Old Harbor
-161.771365169,60.722647539,1530,Oscarville,YKHC,Bethel,3,15,5,0,0,0,0,0,0,23,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Oscarville
-161.771365169,60.722647539,1531,Oscarville,YKHC,Bethel,3,15,10,0,0,0,0,0,0,28,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Oscarville
-161.771365169,60.722647539,1532,Oscarville,YKHC,Bethel,10,15,10,0,0,0,0,0,0,35,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Oscarville
-161.771365169,60.722647539,1533,Oscarville,YKHC,Bethel,10,15,10,0,0,0,0,0,0,35,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Oscarville
-161.771365169,60.722647539,1534,Oscarville,YKHC,Bethel,10,15,10,0,0,0,0,0,0,35,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Oscarville
-161.771365169,60.722647539,1535,Oscarville,YKHC,Bethel,10,15,10,0,0,0,0,0,0,35,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Oscarville
-161.771365169,60.722647539,1536,Oscarville,YKHC,Bethel,10,15,10,0,0,0,0,0,0,35,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Oscarville
-161.771365169,60.722647539,1537,Oscarville,YKHC,Bethel,3,15,5,0,0,0,0,0,0,23,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Oscarville
-152.503985543,57.9232637970001,1538,Ouzinkie,DEC,Anchorage,7,15,5,5,0,10,20,5,0,67,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Ouzinkie
-152.503985543,57.9232637970001,1539,Ouzinkie,DEC,Anchorage,7,15,5,5,5,15,15,5,5,77,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Ouzinkie
-152.503985543,57.9232637970001,1540,Ouzinkie,DEC,Anchorage,7,15,5,5,5,15,15,5,5,77,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Ouzinkie
-152.503985543,57.9232637970001,1541,Ouzinkie,DEC,Anchorage,7,25,10,5,5,15,15,5,5,92,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Ouzinkie
-152.503985543,57.9232637970001,1542,Ouzinkie,DEC,Anchorage,7,25,10,5,5,15,15,5,5,92,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Ouzinkie
-152.503985543,57.9232637970001,1543,Ouzinkie,DEC,Anchorage,7,15,10,5,5,15,15,5,5,82,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Ouzinkie
-152.503985543,57.9232637970001,1544,Ouzinkie,DEC,Anchorage,7,15,10,5,0,10,15,5,5,72,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Ouzinkie
-152.503985543,57.9232637970001,1545,Ouzinkie,DEC,Anchorage,7,15,5,5,5,15,20,5,5,82,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Ouzinkie
-154.099566668,59.7882438180001,1546,Pedro Bay,DEC,Anchorage,10,25,10,5,5,15,20,5,5,100,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Pedro Bay
-154.099566668,59.7882438180001,1547,Pedro Bay,DEC,Anchorage,10,25,10,5,5,15,20,5,5,100,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Pedro Bay
-154.099566668,59.7882438180001,1548,Pedro Bay,DEC,Anchorage,10,25,10,5,5,15,20,5,5,100,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Pedro Bay
-154.099566668,59.7882438180001,1549,Pedro Bay,DEC,Anchorage,10,25,10,0,0,0,0,5,5,55,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Pedro Bay
-154.099566668,59.7882438180001,1550,Pedro Bay,DEC,Anchorage,10,25,10,0,0,0,0,5,5,55,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Pedro Bay
-154.099566668,59.7882438180001,1551,Pedro Bay,DEC,Anchorage,10,25,10,0,0,0,0,5,5,55,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Pedro Bay
-154.099566668,59.7882438180001,1552,Pedro Bay,DEC,Anchorage,10,25,10,5,0,0,0,5,5,60,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Pedro Bay
-154.099566668,59.7882438180001,1553,Pedro Bay,DEC,Anchorage,10,25,10,5,5,15,20,5,5,100,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Pedro Bay
-136.229747556,57.960668701,1554,Pelican,DEC,Juneau,10,25,5,5,5,10,15,5,5,85,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Pelican
-136.229747556,57.960668701,1555,Pelican,DEC,Juneau,3,25,5,5,2,10,15,5,0,70,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Pelican
-136.229747556,57.960668701,1556,Pelican,DEC,Juneau,3,25,5,5,5,10,5,5,0,63,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Pelican
-136.229747556,57.960668701,1557,Pelican,DEC,Juneau,3,25,5,5,5,10,5,5,5,68,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Pelican
-136.229747556,57.960668701,1558,Pelican,DEC,Juneau,3,25,5,5,5,15,15,5,5,83,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Pelican
-136.229747556,57.960668701,1559,Pelican,DEC,Juneau,7,15,10,5,5,15,15,5,5,82,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Pelican
-136.229747556,57.960668701,1560,Pelican,DEC,Juneau,7,15,10,5,5,15,15,5,5,82,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Pelican
-136.229747556,57.960668701,1561,Pelican,DEC,Juneau,10,25,5,5,5,10,15,5,5,85,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Pelican
-159.143392506,55.9115856110001,1562,Perryville,BBAHC,Dillingham,5,15,0,5,0,0,0,2,0,27,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Perryville
-159.143392506,55.9115856110001,1563,Perryville,BBAHC,Dillingham,5,0,0,5,0,0,0,5,5,17,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Perryville
-159.143392506,55.9115856110001,1564,Perryville,BBAHC,Dillingham,5,0,0,5,0,0,0,0,5,15,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Perryville
-159.143392506,55.9115856110001,1565,Perryville,BBAHC,Dillingham,0,0,0,5,0,10,5,5,5,30,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Perryville
-159.143392506,55.9115856110001,1566,Perryville,BBAHC,Dillingham,0,0,0,5,0,10,5,5,2,27,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Perryville
-159.143392506,55.9115856110001,1567,Perryville,BBAHC,Anchorage,0,0,0,0,2,13,5,5,0,25,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Perryville
-159.143392506,55.9115856110001,1568,Perryville,BBAHC,Anchorage,5,0,0,0,0,0,0,0,0,5,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Perryville
-159.143392506,55.9115856110001,1569,Perryville,BBAHC,Anchorage,5,0,0,0,0,0,0,0,0,5,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Perryville
-157.577332759,57.5642993530001,1570,Pilot Point,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Fall,2020,0,2020/07/01 08:00:00+00,,2020/07/01 08:00:00+00,Pilot Point
-157.577332759,57.5642993530001,1571,Pilot Point,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Pilot Point
-157.577332759,57.5642993530001,1572,Pilot Point,BBAHC,Dillingham,10,25,10,5,5,15,20,5,5,100,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Pilot Point
-157.577332759,57.5642993530001,1573,Pilot Point,BBAHC,Dillingham,10,0,10,5,2,13,15,5,0,60,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Pilot Point
-157.577332759,57.5642993530001,1574,Pilot Point,BBAHC,Dillingham,10,25,10,5,5,13,15,5,0,88,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Pilot Point
-157.577332759,57.5642993530001,1575,Pilot Point,BBAHC,Dillingham,10,25,10,5,5,13,20,5,5,98,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Pilot Point
-157.577332759,57.5642993530001,1576,Pilot Point,BBAHC,Dillingham,10,25,10,5,2,0,5,5,5,67,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Pilot Point
-157.577332759,57.5642993530001,1577,Pilot Point,BBAHC,Dillingham,10,25,10,5,5,15,20,5,0,95,Spring,2017,0,2017/02/01 09:00:00+00,,2017/02/01 09:00:00+00,Pilot Point
-162.883135849,61.937202509,1578,Pilot Station,YKHC,Bethel,3,15,0,5,0,10,0,5,0,38,Spring,2020,0,2020/02/01 09:00:00+00,,2020/02/01 09:00:00+00,Pilot Station
-162.883135849,61.937202509,1579,Pilot Station,YKHC,Bethel,3,15,10,5,2,10,5,5,5,60,Fall,2019,0,2019/08/01 08:00:00+00,,2019/08/01 08:00:00+00,Pilot Station
-162.883135849,61.937202509,1580,Pilot Station,YKHC,Bethel,3,15,10,5,0,10,0,5,0,48,Spring,2019,0,2019/02/01 09:00:00+00,,2019/02/01 09:00:00+00,Pilot Station
-162.883135849,61.937202509,1581,Pilot Station,YKHC,Bethel,3,15,0,5,2,15,20,5,5,70,Fall,2018,0,2018/08/01 08:00:00+00,,2018/08/01 08:00:00+00,Pilot Station
-162.883135849,61.937202509,1582,Pilot Station,YKHC,Bethel,7,15,0,5,2,15,20,5,5,74,Spring,2018,0,2018/02/01 09:00:00+00,,2018/02/01 09:00:00+00,Pilot Station
-162.883135849,61.937202509,1583,Pilot Station,YKHC,Bethel,3,15,0,0,2,15,20,5,5,65,Fall,2017,0,2017/08/01 08:00:00+00,,2017/08/01 08:00:00+00,Pilot Station
