X,Y,OBJECTID,Place,Geo_Src,e_Households_Total,m_Households_Total,e_Household_Inc_under_10000,m_Household_Inc_under_10000,e_Household_Inc_10000_14999,m_Household_Inc_10000_14999,e_Household_Inc_25000_34999,m_Household_Inc_25000_34999,e_Household_Inc_35000_49999,m_Household_Inc_35000_49999,e_Household_Inc_50000_74999,m_Household_Inc_50000_74999,e_Household_Inc_75000_99999,m_Household_Inc_75000_99999,e_Household_Inc_100000_149999,m_Household_Inc_100000_149999,e_Household_Inc_15000_24999,m_Household_Inc_15000_24999,e_Household_Inc_150000_199999,m_Household_Inc_150000_199999,e_Household_Inc_200000_Plus,m_Household_Inc_200000_Plus,e_Household_Median_Income,m_Household_Median_Income,e_Household_Mean_Income,m_Household_Mean_Income,e_Household_With_Earnings,m_Household_With_Earnings,e_Household_Mean_Earnings,m_Household_Mean_Earnings,e_Household_With_SS,m_Household_With_SS,e_Household_Mean_SS_Income,m_Household_Mean_SS_Income,e_Household_Mean_Retire_Inc,m_Household_Mean_Retire_Inc,e_Household_Mean_Sup_SS_Inc,m_Household_Mean_Sup_SS_Inc,e_Household_Mean_Assist_Inc,m_Household_Mean_Assist_Inc,Start_Year,End_Year,IsMostRecent,PlaceID
-16572949.7240962,8790607.99952188,342,Sutton-Alpine,P,314,71,32,27,32,23,26,24,23,16,33,29,68,37,35,25,48,22,5,7,12,14,51375,7067,63244,11975,263,68,56847,12997,59,32,11732,3449,25044,7342,9525,1115,2830,1279,2007,2011,,{126A149F-F9BD-42EC-8D66-E4883B8016E2}
-17372737.0858399,9097299.16392271,343,Takotna,P,8,8,0,78,3,4,0,78,0,78,0,78,3,4,2,5,0,78,0,78,0,78,60833,47118,51350,31500,8,8,45675,31943,2,5,3250,79,,,,,7367,61,2007,2011,,{85E095CB-FA7C-489E-81CF-7471581BE04A}
-16710391.3289343,8936181.57566601,344,Talkeetna,P,278,74,33,28,43,40,27,25,56,38,45,37,63,49,11,17,0,78,0,78,0,78,30227,10385,34827,8897,235,68,28779,9450,17,20,13500,6108,28817,20850,5986,2877,4767,91,2007,2011,,{3EC46053-F188-4C9A-B758-A0D57EF8F834}
-15958316.6300582,9193115.8464888,345,Tanacross,P,47,15,9,8,3,5,5,6,3,5,3,5,20,13,4,6,0,78,0,78,0,78,53125,39734,42555,14051,43,14,37279,14861,9,8,6233,3897,14617,9155,5640,2133,5133,6420,2007,2011,,{57519FBB-A615-4BD0-A451-9E4C5B1C2E43}
-16629445.237862,8767312.9648586,346,Tanaina,P,2898,135,172,110,83,58,177,73,156,73,266,101,694,166,444,104,669,151,107,66,130,63,69661,7835,82288,7173,2436,152,82224,8214,548,139,15714,2061,27301,7541,6784,4885,3112,956,2007,2011,,{929B664D-4B19-44FF-A034-299BEAC5D45E}
-16929212.5031645,9653607.03557419,347,Tanana,P,118,24,11,9,5,6,20,13,15,10,9,7,33,16,22,16,3,5,0,78,0,78,47143,23487,49066,8149,102,24,34771,7697,49,18,12698,2901,19864,9565,3783,595,4960,2712,2007,2011,,{52BCEDDA-9254-47D3-9A2A-3B00217A0661}
-16328534.5245761,8595687.733204,348,Tatitlek,P,27,19,6,7,0,78,4,8,11,17,2,4,4,8,0,78,0,78,0,78,0,78,28295,9769,29115,12826,23,18,21278,14204,3,5,10300,43,5225,44,,,,,2007,2011,,{A47812B1-7D27-455A-A423-CE6015545162}
-16187196.9424994,8870386.41137708,349,Tazlina,P,144,37,13,13,8,10,13,13,7,8,14,14,34,17,22,15,18,15,15,12,0,78,58750,11916,69588,13301,101,30,71813,13817,53,29,14611,3759,19807,7282,9900,18587,6050,92,2007,2011,,{A3685B4F-070E-4C85-9820-DEE25ABC695E}
-18519689.6135483,9677978.83564969,350,Teller,P,77,20,15,11,6,8,6,8,14,9,17,11,14,10,3,5,2,5,0,78,0,78,34107,10414,36375,8909,71,20,30277,9444,9,7,8711,971,7579,3583,,,6671,2695,2007,2011,,{FABC6EB5-588F-4AD5-B3AB-A8511EBA408A}
-15053544.5411622,7921459.04939632,351,Tenakee Springs,P,46,30,5,19,0,78,6,6,3,6,11,10,7,10,11,13,3,5,0,78,0,78,46875,37196,54998,26302,39,28,42969,27010,16,14,14531,4197,33380,16479,,,3643,5880,2007,2011,,{E49E42CA-BF94-44E1-9650-6B93C551222E}
-15865220.3482979,9134177.09345036,352,Tetlin,P,29,17,5,5,0,78,1,4,0,78,5,9,9,10,9,10,0,78,0,78,0,78,50972,10747,52507,17685,24,16,44567,20373,7,8,11114,1274,,,8175,2403,4411,1668,2007,2011,,{AD7719EE-1C6A-44A6-93BB-D7ABA23FFF53}
-14752373.097814,7496057.95152267,353,Thorne Bay,P,231,54,20,17,5,5,27,18,20,20,29,23,51,29,14,12,35,29,30,23,0,78,52014,5265,68219,13189,189,53,68667,15960,50,25,12550,2064,18165,7926,7256,802,5022,531,2007,2011,,{3F597174-5CB5-4C16-8F4A-786886325C42}
-17853285.3608513,8193477.2525473,354,Togiak,P,173,35,8,10,6,7,30,16,10,8,43,16,32,15,23,13,19,10,2,3,0,78,46750,4279,54120,7010,165,34,39379,5927,46,16,11798,1665,10556,8677,9428,2124,5238,1488,2007,2011,,{5992D3C6-F615-45B1-BE46-B0FF54252CF2}
-15917324.8423741,9183091.43721711,355,Tok,P,547,86,5,8,27,25,68,45,101,56,84,38,135,58,71,35,32,29,24,23,0,78,48309,19276,57092,8924,502,95,47962,9438,84,47,15933,3018,17998,7113,15489,7222,2164,2326,2007,2011,,{E7AB4B30-0C1D-4536-8571-A8835525D851}
-18379653.2461127,8518590.89616114,356,Toksook Bay,P,138,24,5,5,5,6,8,5,18,11,29,16,38,14,10,8,13,9,8,8,4,5,53125,10657,69829,13974,124,23,60098,14935,51,14,12224,1593,32214,5281,6148,1610,3912,864,2007,2011,,{976DFE6D-5070-41D4-B270-90EB077F8A48}
-16265215.1204587,8882214.49976839,357,Tolsona,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{93A518D2-76B0-46E5-863A-02EDDEB80C98}
-16161325.5298553,8779266.76854602,358,Tonsina,P,37,45,0,78,0,78,0,78,0,78,0,78,8,12,0,78,29,43,0,78,0,78,103405,29331,,,37,45,,,0,78,,,,,,,,,2007,2011,,{793D84BA-F572-4A23-A265-0090CCDE0F70}
-16723946.420688,8934519.32735454,359,Trapper Creek,P,172,70,10,17,36,35,27,24,17,26,13,22,29,29,27,31,13,19,0,78,0,78,26912,44472,44513,13592,143,67,34231,13408,52,30,12396,3651,34935,14511,,,17,20,2007,2011,,{68659E20-597A-4214-97E4-BE2A722B888B}
-17917591.2190741,8648518.00957927,360,Tuluksak,P,77,18,9,8,13,8,16,10,4,3,17,11,9,8,5,6,0,78,4,6,0,78,25625,17832,39065,11552,64,18,26559,10378,15,11,14060,4371,12175,4723,5629,2694,4876,1700,2007,2011,,{08AE02CD-C624-4EB1-9BDE-DC0B7B5D224E}
-18109049.0672711,8476453.63268147,361,Tuntutuliak,P,78,20,3,4,9,7,8,6,21,11,11,8,15,11,1,2,10,7,0,78,0,78,34167,4284,45582,8977,69,18,33251,9457,27,14,12715,3534,11727,6022,3075,45,11780,3248,2007,2011,,{E53D762F-9715-4E78-AE62-1FFB0D35EC03}
-18395700.7877218,8531414.38513811,362,Tununak,P,94,19,7,6,15,8,22,12,10,6,8,5,22,12,3,6,7,7,0,78,0,78,31250,10791,41453,6516,84,17,35142,8092,21,11,12724,4379,17738,10353,,,4300,2206,2007,2011,,{2AAC0BD8-1ED0-49FE-B5DA-1371DF532197}
-17842355.5861123,8196642.74751999,363,Twin Hills,P,20,12,0,78,0,78,8,9,3,4,3,4,2,5,1,2,3,4,0,78,0,78,31250,18017,43190,15637,18,12,40233,17353,2,3,19750,91,,,,,2075,1313,2007,2011,,{70F9D3F0-0A22-421F-B1A4-0FF83845DECA}
-16368238.5102819,9576121.96361816,364,Two Rivers,P,134,94,0,78,27,40,0,78,9,16,0,78,17,26,0,78,0,78,81,78,0,78,151167,122705,115860,53358,107,85,129807,49390,17,26,19271,11,15863,5,8830,8,,,2007,2011,,{2416B7D2-6E1E-47A0-8550-530D41B50117}
-16825205.8154774,8641473.78364105,365,Tyonek,P,98,41,27,23,3,5,17,16,2,4,8,9,17,15,4,8,20,19,0,78,0,78,35000,37024,51573,19950,79,36,50023,22210,7,8,9757,2136,15395,7938,,,778,21,2007,2011,,{961296AC-3BF0-47EF-AA6B-7D67C6031EDD}
-17521637.0889508,7865554.71115681,366,Ugashik,P,14,11,0,78,0,78,0,78,4,6,1,2,3,5,4,6,2,3,0,78,0,78,51667,39036,60486,18780,11,8,53591,18027,3,5,24267,52,29120,6157,,,,,2007,2011,,{A3F13BA5-7501-4638-B3B8-55A7131B5C17}
-17899279.685261,9318504.75151891,367,Unalakleet,P,192,39,5,7,8,8,19,13,13,10,57,21,29,16,23,12,16,12,19,11,3,5,47500,7326,67239,9893,167,38,57431,9519,73,25,15389,3027,16908,9739,4089,1682,4423,1637,2007,2011,,{C3143A12-95C5-434E-A174-05E3A93C6CB4}
-18538889.9333079,7146158.06822584,368,Unalaska,P,834,226,39,21,9,12,38,24,30,25,41,51,168,53,165,65,230,66,97,41,17,15,85455,12792,95459,9887,799,224,90871,9532,67,33,13085,3026,18916,8596,,,9563,4600,2007,2011,,{F020D8C7-7FD0-4AFE-85DC-43D1C0A0B5F0}
-17846269.0949462,8750459.42220165,369,Upper Kalskag,P,59,17,4,5,6,7,4,5,12,11,6,7,10,8,10,8,0,78,4,5,3,5,45938,30286,58734,18558,51,16,58296,20037,9,8,6733,1030,,,6371,1001,8391,1416,2007,2011,,{50BD3072-1166-4F66-BB42-2E68C28DE654}
-16292173.0672154,8655789.26258689,370,Valdez,P,1565,160,14,23,36,32,61,61,191,106,242,122,264,110,146,88,377,138,177,92,57,66,73068,20263,88489,10830,1473,158,82082,10814,152,87,19976,6165,21708,7490,7793,5829,624,8,2007,2011,,{BDF957A0-FB1E-48AC-835A-A24FB2DFE444}
-16299601.2523058,10160823.0619457,371,Venetie,P,57,17,29,13,5,7,2,3,5,7,5,6,10,10,1,2,0,78,0,78,0,78,9904,13810,24133,8951,55,17,20011,8682,2,3,4200,35,,,,,1089,308,2007,2011,,{A3641C8B-440A-4FFF-AFC3-1602263D4212}
-17814706.4118869,11279797.9826226,372,Wainwright,P,201,46,14,10,4,4,27,18,12,8,13,11,50,22,37,21,37,19,3,4,4,5,67596,7156,69453,9860,168,44,56105,8496,42,18,15390,2723,21082,15474,2983,1638,7279,5553,2007,2011,,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3}
-18711833.4971617,9770649.64422587,373,Wales,P,34,13,8,7,0,78,4,4,0,78,10,8,8,8,0,78,4,5,0,78,0,78,43125,19718,42103,14107,30,14,37970,13768,13,9,8408,3943,,,,,7850,103,2007,2011,,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746}
-16636052.6106908,8760724.04599611,374,Wasilla,P,3101,172,176,75,197,74,355,97,234,111,433,111,560,125,339,87,531,102,126,49,150,68,53433,3789,70739,5081,2338,172,71844,6300,820,143,12699,1561,26758,3182,8209,2289,2919,712,2007,2011,,{8805779A-5590-497A-82CB-9053953A6555}
-14819080.2747477,7581770.65035956,375,Whale Pass,P,32,26,0,78,10,15,0,78,0,78,22,22,0,78,0,78,0,78,0,78,0,78,38654,22042,33413,12306,22,22,39564,4771,10,15,10350,19,,,,,,,2007,2011,,{4999C06C-E2C7-48C4-9BD9-E95833F9D114}
-18190772.5383038,9524915.03552746,376,White Mountain,P,53,14,9,10,4,5,4,6,9,8,7,7,9,7,0,78,5,5,3,5,3,4,37813,18532,58283,24392,49,14,47747,23943,8,8,6825,4520,17550,15209,5883,2436,4283,2365,2007,2011,,{7B4ACF01-3330-4839-B43B-E98C4902C151}
-16241007.0976359,9388310.4942788,377,Whitestone,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{9B99FA70-E5CE-4C65-94D1-2ABCA3426E73}
-15077357.902549,7986050.26291035,378,Whitestone Logging Camp,P,10,9,0,78,0,78,0,78,5,9,5,8,0,78,0,78,0,78,0,78,0,78,41250,21676,,,5,8,,,5,9,,,,,,,,,2007,2011,,{1026755E-5B75-45B6-98C8-6284B2D3C08B}
-16551646.7565988,8573723.60971377,379,Whittier,P,140,34,13,11,9,9,15,12,27,16,14,12,23,15,21,15,12,10,4,6,2,4,46250,20508,54601,11659,123,34,52394,12673,36,18,9919,3378,18458,10601,9900,63,4223,4960,2007,2011,,{52F6D695-370B-4814-8DA9-00DCC073CA83}
-16702990.3514406,8798697.77507172,380,Willow,P,700,109,32,40,10,15,50,41,76,46,55,47,148,64,111,55,169,78,30,28,19,22,72500,19327,76877,9003,619,117,66118,9642,99,54,15258,3215,41464,10489,,,6245,15,2007,2011,,{60E92328-3CA2-4968-A065-270130CCEE76}
-16161929.7217349,8811864.2712632,381,Willow Creek,P,26,28,0,78,0,78,26,28,0,78,0,78,0,78,0,78,0,78,0,78,0,78,17500,1982,,,13,20,,,13,20,,,,,,,,,2007,2011,,{4957115F-806A-43E5-BBCE-B3E79864940B}
-16709890.4642513,10273864.7421366,382,Wiseman,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{7DC57B05-77B0-4489-8056-CFFC5747990D}
-16985380.8557374,7905712.35927335,383,Womens Bay,P,257,78,0,78,6,9,0,78,21,20,33,36,18,19,75,67,104,45,0,78,0,78,90481,17899,88438,11591,257,78,71983,13058,5,9,16920,1373,40775,26019,,,,,2007,2011,,{8BB6EEE9-AF35-4E67-98F1-D901D6743094}
-14736875.9211032,7652635.44015356,384,Wrangell,P,1004,78,45,30,72,40,91,50,135,63,159,65,162,63,121,61,134,52,33,29,52,39,50000,5936,71537,11690,794,81,72038,13365,261,69,15614,2030,15557,6155,12879,4987,5176,2818,2007,2011,,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,385,Yakutat,P,259,45,2,3,6,6,23,14,21,17,32,18,46,25,47,17,43,21,30,15,9,9,74844,9257,85346,11097,252,44,73800,10087,68,29,14322,4198,21445,9774,,,3131,1641,2007,2011,,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16911618.9820708,9826137.26375013,386,Alaska,S,252991,1316,9426,615,8856,537,18689,846,20628,846,30592,1033,47028,1170,38701,993,46638,1165,18987,768,13446,610,69917,738,86208,920,221610,1505,81106,935,47774,804,14917,239,28398,1015,8729,373,4066,160,2008,2012,,{FBDAD97E-3A9C-4408-A295-197720B2C16C}
-17864787.2224834,7429017.81475925,387,Aleutians East Borough,C,394,206,12,11,11,11,48,37,39,24,47,31,95,54,57,35,43,28,28,16,14,10,58125,5781,71456,6001,362,191,67385,6279,64,36,16536,2115,9488,5265,11260,10300,5146,2434,2008,2012,,{A09E0C50-C6BB-40A4-BE7F-FDEBE561CD5C}
-19852584.4046835,6792787.78010287,388,Aleutians West Census Area,C,991,113,40,18,22,14,70,25,71,27,114,38,151,41,184,36,195,43,105,24,39,17,77292,4209,86741,5389,911,111,84904,5721,101,24,13969,1730,17505,4968,8000,2884,6974,2534,2008,2012,,{62DAD683-3FFC-4453-9FD2-D2EE794E9231}
-16686218.0875525,8675653.72291914,389,Anchorage,C,105517,758,2911,409,3045,378,6266,526,7843,580,12705,692,18863,812,16456,742,20332,845,9594,620,7502,497,76495,1213,95632,2075,94349,871,90237,2032,17759,522,15439,463,30200,2028,9083,700,3832,238,2008,2012,,{41989645-CCA3-466B-9817-909C7EBD3FF1}
-17828194.9368115,8609515.82662756,390,Bethel Census Area,C,4307,158,253,57,262,52,437,72,449,76,667,93,732,110,554,114,419,105,330,99,204,82,52349,3413,72131,4709,3823,143,66778,4700,906,79,11483,799,16986,3520,6882,529,5388,377,2008,2012,,{5F365A90-E7FE-4110-A895-042798D82840}
-17479082.6841936,8121685.35202224,391,Bristol Bay Borough,C,375,70,16,10,5,5,18,10,17,9,36,18,76,29,57,20,97,28,35,15,18,13,79931,23160,93411,8873,331,69,88789,7369,77,22,15409,2267,31175,9993,8211,3287,3958,918,2008,2012,,{CBAA2CFE-4E76-4196-AD94-319FF272CF9A}
-16587254.777931,9316925.80601147,392,Denali Borough,C,717,95,21,18,27,32,31,26,40,26,97,41,149,52,122,51,123,47,71,45,36,30,74044,11169,87427,11191,623,89,78475,9525,152,52,16527,2464,32306,5071,,,7643,5201,2008,2012,,{E39576F3-5473-4050-AD4E-430B55770A08}
-17649411.3818178,8181381.18887475,393,Dillingham Census Area,C,1334,69,63,24,40,17,163,36,124,35,186,36,260,44,174,39,168,40,70,24,86,35,56857,4276,74847,5716,1209,70,69355,5733,280,31,13013,1214,16271,5521,10379,1647,4051,591,2008,2012,,{B7761367-B709-408C-BD0F-D9C9E2C5943F}
-16444751.118177,9567696.47175318,394,Fairbanks North Star Borough,C,35740,620,1480,273,1171,275,2572,334,3110,486,4272,489,6844,545,5758,481,6679,593,2481,301,1373,261,69485,2148,83370,3053,31415,689,78096,2989,5469,377,14572,862,30004,2142,9250,1211,4354,707,2008,2012,,{B5ACCECA-F853-4F79-AD96-1CCA33463183}
-15077988.5827901,8231204.39941615,395,Haines Borough,C,1139,108,35,32,102,68,91,49,38,32,302,112,229,91,150,84,106,64,46,30,40,49,50208,7137,65709,11371,979,103,55957,13556,338,86,13374,1930,28125,7764,7310,1518,2678,1258,2008,2012,,{EE7CEC95-7451-4BA9-B25F-B1C7F2362518}
-15048736.4948378,7983383.94265552,396,Hoonah-Angoon Census Area,C,999,70,81,35,63,22,122,44,145,39,94,29,178,44,134,36,114,31,41,22,27,18,48942,7193,62058,6477,837,73,54270,7200,288,53,15425,1382,22432,4006,6445,1616,3833,780,2008,2012,,{967B027B-54A6-488D-841D-F748CE107A1A}
-14962078.6937559,8030570.02206249,397,Juneau,C,12323,204,371,154,252,88,603,139,706,180,1272,218,2589,266,2254,308,2556,254,936,169,784,143,78947,3346,95433,4354,10964,252,87332,4824,2401,212,15451,796,28401,3286,6425,1163,3538,596,2008,2012,,{E5B6208B-DD7F-4DBA-951C-0C5D616E79BF}
-16817185.4041281,8509544.53082017,398,Kenai Peninsula Borough,C,21964,383,1127,185,1006,160,2063,214,2391,257,2665,259,4280,353,2786,254,3620,305,1226,180,800,122,59421,2090,74933,2341,18042,451,69924,2164,5637,300,15103,611,29263,3372,9300,1132,3676,444,2008,2012,,{3D00FF95-7311-402B-9DD4-1CE3321F245E}
-14657139.8094437,7429930.42392975,399,Ketchikan Gateway Borough,C,5367,204,276,106,196,75,516,127,500,131,643,116,999,175,767,149,1040,154,267,90,163,66,59736,5220,73711,4177,4603,206,69699,4767,1122,128,13595,1332,24304,3110,12880,2330,4979,1961,2008,2012,,{E60C34A3-5913-4148-9A40-D84C112C6316}
-16964836.6934302,7923993.22957199,400,Kodiak Island Borough,C,4468,199,117,57,204,77,219,93,443,130,586,166,777,180,833,180,946,193,160,56,183,78,70976,6230,79156,4185,4098,219,70319,4026,761,121,15257,2066,29406,5982,9573,2588,4757,1273,2008,2012,,{2A6D400C-A4AB-4D07-92B6-DA9584C8C852}
-17461200.9527081,7980415.41283284,401,Lake and Peninsula Borough,C,570,87,52,24,41,22,67,21,74,26,52,23,96,27,90,28,67,26,19,11,12,8,49808,6304,60758,5383,514,89,56589,5811,95,25,12792,2005,14733,5457,5359,1293,3346,2432,2008,2012,,{08965FEC-CECD-4B69-9010-FEC9535D56A9}
-16598667.700856,8764845.10272645,402,Matanuska-Susitna Borough,C,30923,429,1308,222,1128,176,2490,254,2231,313,3076,308,6168,410,4924,420,6134,388,2060,245,1404,199,70728,2256,82598,1945,26147,463,79721,2199,6549,284,15103,556,28393,1585,8274,792,4079,465,2008,2012,,{851E4746-8FE8-4393-9369-E3F9F1633855}
-18284961.2940734,9564519.04249024,403,Nome Census Area,C,2772,123,174,37,110,41,406,72,274,52,369,70,552,96,280,65,362,61,191,57,54,39,51472,2868,65867,3728,2529,130,58991,3853,584,63,13343,899,14299,2113,7239,939,5469,554,2008,2012,,{6825185D-29C7-42DB-A603-4F37EDDF219C}
-17452941.2456418,11502979.9634856,404,North Slope Borough,C,1991,173,114,74,53,30,146,60,124,36,232,74,303,97,282,73,485,100,149,67,103,64,76679,7758,85964,7608,1732,175,77211,8418,341,56,13925,1481,18023,4480,8411,2803,4284,1395,2008,2012,,{2DA35656-FC1D-4370-A191-64BB54EB5787}
-18100557.8568522,10126255.5868285,405,Northwest Arctic Borough,C,1830,81,114,36,65,20,134,35,179,37,274,41,383,60,201,41,278,65,149,36,53,23,60870,4347,72648,3274,1637,81,62132,3620,426,40,12415,1185,15081,3183,8147,2223,4413,527,2008,2012,,{351F5989-A7A7-4518-A5E4-E67316B8C2DD}
-14791655.2627998,7442966.61866863,407,Prince of Wales-Hyder Census Area,C,2291,89,100,35,148,46,329,60,258,54,421,70,322,64,266,58,308,59,88,37,51,20,45774,3165,61798,3456,1880,95,58467,3443,642,57,14643,825,19315,3647,7346,1253,4054,911,2008,2012,,{7ED5387A-A8FC-42E5-B364-246EE5926A4D}
-15065826.601253,7770144.80039453,408,Sitka,C,3623,139,72,49,171,76,254,90,333,93,543,142,637,139,609,147,692,127,184,74,128,58,66895,4023,78156,5161,3152,167,71810,5150,760,101,13878,1538,28160,4951,6184,1041,3146,938,2008,2012,,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,409,Skagway,C,395,64,4,7,10,9,34,26,26,15,44,22,95,29,58,29,72,36,10,10,42,27,71583,6065,88329,12327,354,60,80480,12497,86,33,17751,3598,16138,6628,,,,,2008,2012,,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-15943021.6241255,9315564.93027635,410,Southeast Fairbanks Census Area,C,2400,160,82,34,122,45,235,73,182,68,362,80,487,104,393,95,304,82,151,49,82,51,62712,9152,72973,4896,2005,162,69750,5275,473,61,15659,1763,24984,4598,10996,3316,3428,1097,2008,2012,,{9E47F9E2-5A8D-4DD2-96DE-4A9F52F35A57}
-18166327.890096,8926584.6256831,412,Kusilvak Census Area,C,1704,54,133,25,92,22,258,43,230,32,333,39,336,50,170,30,109,29,34,13,9,8,40608,2026,49114,2011,1544,55,39824,1978,420,31,11019,1002,10005,1412,5907,624,5421,571,2008,2012,,{EF9C5E4E-265E-4453-B87F-401952925FE6}
-14736875.9211032,7652635.44015356,413,Wrangell,C,1160,101,70,37,100,58,118,53,141,59,191,66,212,71,145,59,104,51,68,40,11,13,47348,5102,58724,6569,873,88,56557,6450,341,75,14842,2018,19864,5383,11892,4565,4848,2319,2008,2012,,{587C69F7-2A28-4CEE-BA2C-1A7F7DCCBED1}
-15556902.4498982,8302149.31659159,414,Yakutat,C,259,52,2,3,4,7,28,17,18,13,31,17,61,23,47,16,45,17,18,16,5,6,71705,5036,78660,8814,249,51,70244,8736,67,24,12213,3003,18075,6053,,,2995,2037,2008,2012,,{BF799AFC-92DA-47A3-89EF-4BB1B31FDE2B}
-16812037.2290032,9668260.5175691,415,Yukon-Koyukuk Census Area,C,2061,86,243,42,170,33,352,44,255,39,235,47,340,43,188,37,212,41,56,18,10,11,35559,3051,49412,2491,1698,82,44989,2540,553,43,11054,624,17904,3146,8480,1141,4434,547,2008,2012,,{1F2FC561-C032-423A-85B7-32591979EA75}
-19663507.7911574,6776337.60629079,416,Adak,P,47,21,0,10,4,5,0,10,6,7,3,5,11,11,13,8,10,10,0,10,0,10,67250,24324,72915,15885,46,20,69509,14547,1,3,6300,105,,,,,1867,125,2008,2012,,{C712D789-18CD-4C6C-A0FB-E5B7BB9B1B86}
-17162487.1875705,7749255.80747254,417,Akhiok,P,34,14,3,5,0,10,18,13,3,4,0,10,0,10,8,9,2,4,0,10,0,10,17500,26366,37571,18907,25,13,37784,20035,7,6,11843,1800,8333,56,,,,,2008,2012,,{68670103-A544-40F0-AD9E-7215DEC2434C}
-17972431.0159371,8606059.10759937,418,Akiachak,P,138,21,7,6,19,10,16,8,19,9,11,6,34,14,15,10,12,9,4,5,1,3,43750,21412,52606,10258,121,20,43824,9730,32,11,8834,2189,7873,2667,5469,1079,5466,1783,2008,2012,,{D381614D-1B3D-4C01-A916-B139441D4A88}
-17948041.6926256,8604612.88598838,419,Akiak,P,94,17,6,7,7,5,7,8,13,9,28,12,20,10,2,4,11,7,0,10,0,10,40000,5378,47180,7216,90,17,35992,6216,11,7,6945,3229,36408,22360,4800,296,5014,1900,2008,2012,,{B9E3D976-5DA3-4850-884A-E7818D521898}
-18453825.976754,7195635.68739133,420,Akutan,P,20,15,0,10,0,10,6,9,2,4,5,5,6,5,1,2,0,10,0,10,0,10,37500,11644,41465,10937,19,14,35721,10467,5,6,8680,2584,,,5433,57,3600,37,2008,2012,,{D57C95FC-45D5-44E0-B99B-5325C15EBE66}
-18330707.5476733,9023905.19268546,421,Alakanuk,P,149,21,20,13,7,6,36,14,15,15,28,10,20,11,8,6,6,6,9,7,0,10,33750,6289,45881,8809,125,23,33508,8222,45,14,12013,3879,11961,4222,6474,1712,5615,1580,2008,2012,,{8142710A-7405-430F-9A0B-C44338B4B31A}
-16998632.6281501,10030290.617505,422,Alatna,P,1,2,0,10,0,10,0,10,1,2,0,10,0,10,0,10,0,10,0,10,0,10,,,,,1,2,,,0,10,,,,,,,,,2008,2012,,{88A2EC6A-4FB2-4D64-9FA0-19C13D5A37FB}
-15697227.7428421,9008184.66778997,423,Alcan Border,P,14,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,14,20,0,10,0,10,,,,,14,20,,,0,10,,,,,,,,,2008,2012,,{3A2BEA63-41B6-445E-BF20-B04461C94803}
-17657678.5273638,8240980.59809748,424,Aleknagik,P,60,15,7,8,0,10,4,4,3,4,10,7,20,12,11,9,1,2,1,2,3,4,52143,8128,62130,14158,56,14,53277,15151,11,8,20382,8109,21633,19674,4350,2527,2400,1102,2008,2012,,{D9F6FF1F-CC12-41CB-B678-41BBCC900FF9}
-17018639.3674516,7968179.28755084,425,Aleneva,P,9,14,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,9,14,0,10,,,,,9,14,,,0,10,,,,,,,,,2008,2012,,{29D4602C-A471-4961-BBEC-AB22938F5F26}
-16992862.437114,10031835.3089084,426,Allakaket,P,30,11,9,7,3,4,12,9,4,4,2,3,0,10,0,10,0,10,0,10,0,10,17917,5991,18423,4620,25,10,13972,5411,4,5,13650,2534,4150,120,4280,1143,1970,810,2008,2012,,{D9E1C7EB-2990-486A-BEC6-DF457C95E944}
-17572508.2979883,10180738.1984948,427,Ambler,P,54,22,4,5,0,10,12,8,6,8,8,8,11,9,6,6,4,6,3,4,0,10,43333,18480,54254,12219,44,19,45014,11629,20,11,6240,1740,11318,6487,4617,3436,3207,2026,2008,2012,,{E98663F6-E635-4427-85F1-48E3042D196E}
-16891159.3456548,10489279.941021,428,Anaktuvuk Pass,P,86,23,7,6,2,3,4,4,15,13,18,11,10,8,16,14,10,7,4,5,0,10,47143,22365,61003,13958,73,20,43636,15429,26,13,12392,4060,22638,10528,12480,6076,4106,2145,2008,2012,,{C8F22DE3-2D24-49CD-A867-3855226D712F}
-16902085.2269946,8350131.34239944,429,Anchor Point,P,957,87,85,40,31,29,137,41,122,49,105,39,214,70,112,38,130,43,0,10,21,16,49712,9470,59223,6324,735,86,56664,7470,304,71,15189,1566,29874,12098,5178,1156,2708,881,2008,2012,,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83}
