X,Y,OBJECTID,Place,Geo_Src,e_Households_Total,m_Households_Total,e_Household_Inc_under_10000,m_Household_Inc_under_10000,e_Household_Inc_10000_14999,m_Household_Inc_10000_14999,e_Household_Inc_25000_34999,m_Household_Inc_25000_34999,e_Household_Inc_35000_49999,m_Household_Inc_35000_49999,e_Household_Inc_50000_74999,m_Household_Inc_50000_74999,e_Household_Inc_75000_99999,m_Household_Inc_75000_99999,e_Household_Inc_100000_149999,m_Household_Inc_100000_149999,e_Household_Inc_15000_24999,m_Household_Inc_15000_24999,e_Household_Inc_150000_199999,m_Household_Inc_150000_199999,e_Household_Inc_200000_Plus,m_Household_Inc_200000_Plus,e_Household_Median_Income,m_Household_Median_Income,e_Household_Mean_Income,m_Household_Mean_Income,e_Household_With_Earnings,m_Household_With_Earnings,e_Household_Mean_Earnings,m_Household_Mean_Earnings,e_Household_With_SS,m_Household_With_SS,e_Household_Mean_SS_Income,m_Household_Mean_SS_Income,e_Household_Mean_Retire_Inc,m_Household_Mean_Retire_Inc,e_Household_Mean_Sup_SS_Inc,m_Household_Mean_Sup_SS_Inc,e_Household_Mean_Assist_Inc,m_Household_Mean_Assist_Inc,Start_Year,End_Year,IsMostRecent,PlaceID
-17184970.4341065,9103618.82484689,254,Nikolai,P,21,11,7,7,3,4,8,9,0,78,0,78,3,4,0,78,0,78,0,78,0,78,17708,11283,18386,11476,21,11,12262,9536,0,78,,,,,,,12350,85,2007,2011,,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D}
-18797429.6399184,6971927.37217408,255,Nikolski,P,27,13,4,5,5,6,10,7,0,78,0,78,0,78,5,7,3,4,0,78,0,78,16125,1432,36515,17740,13,10,54792,35894,15,9,10800,1734,,,,,4760,36,2007,2011,,{4B756DDD-55AC-49E9-AD29-8868DF25D4E3}
-16884395.0269268,8409329.21584389,256,Ninilchik,P,225,50,21,18,29,23,26,18,7,7,28,22,56,27,28,17,17,13,0,78,13,13,51250,18403,59354,13912,167,44,59505,16314,56,27,13084,2873,19022,10515,8252,1522,3461,2073,2007,2011,,{95A8CBA5-6323-4734-AA72-89B097FBD56F}
-18143796.8286104,10320918.1028848,257,Noatak,P,106,22,7,7,0,78,4,4,12,10,19,10,26,12,14,10,20,12,4,7,0,78,61875,10787,68261,10861,101,21,44612,9092,33,14,13503,2391,20353,14711,7550,4045,3542,1209,2007,2011,,{03C93982-6D21-4D8C-B2D5-1090F45A812A}
-18413196.6569092,9477390.9548207,258,Nome,P,1353,87,14,22,33,35,134,67,103,61,78,51,361,108,174,88,229,77,165,76,62,49,69522,7862,87137,8881,1282,89,80788,9149,171,77,16335,1854,23604,9102,4043,2830,2352,1864,2007,2011,,{72E9842F-ABE0-4390-9A93-917EDB1CF17B}
-17238665.9936197,8392588.83172381,259,Nondalton,P,58,21,6,6,4,6,13,9,1,2,7,7,7,6,14,14,4,6,2,3,0,78,39286,29553,49559,12540,53,21,44204,13475,10,10,4930,1855,,,,,3733,6582,2007,2011,,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB}
-17927650.6375876,10108740.5135686,260,Noorvik,P,150,26,7,9,4,5,18,11,16,10,22,11,34,17,19,10,18,12,12,8,0,78,53889,12229,65112,9068,130,25,52275,8775,49,20,11247,2198,5321,1812,5833,1971,4986,683,2007,2011,,{E4853413-2729-4F25-AE7D-845D797872A7}
-16403093.5556691,9544105.931038,261,North Pole,P,863,125,39,25,31,20,98,52,72,50,67,37,147,53,132,49,172,63,77,36,28,23,66339,15129,79332,8239,744,114,78877,8179,155,50,16255,2144,25518,5807,5727,3291,4795,2348,2007,2011,,{CD260976-029D-40A9-8CC4-1ECF3F63EEFC}
-15800040.489472,9090883.18343825,262,Northway,P,73,33,1,4,0,78,43,33,2,3,4,5,0,78,13,19,10,16,0,78,0,78,21607,22730,49522,27936,73,33,40015,27449,0,78,,,,,10347,2167,4252,8,2007,2011,,{F89998A2-A9FA-47B5-9FAB-810B69A3E21F}
-15785120.1338497,9102841.80007589,263,Northway Junction,P,8,9,0,78,0,78,1,4,3,5,0,78,4,6,0,78,0,78,0,78,0,78,38750,37524,37513,16034,8,9,30475,21918,1,4,8300,119,2700,119,,,,,2007,2011,,{E9BBD5A8-04BF-4188-BB0D-C5C816F5822E}
-15801990.9612395,9095887.63704185,264,Northway Village,P,22,12,5,6,3,6,5,6,3,5,0,78,6,7,0,78,0,78,0,78,0,78,22500,9736,28145,11976,13,9,20423,21313,6,7,6850,6556,20150,94,6678,5119,10825,9624,2007,2011,,{75CCDD7A-C559-4B30-B62B-5EC8E663CFF8}
-16809133.5953391,11139817.5718352,265,Nuiqsut,P,129,32,0,78,0,78,2,3,0,78,10,9,35,14,19,11,42,24,14,9,7,9,93750,21358,104774,12663,122,33,74843,11029,10,7,15160,3898,7094,2929,,,1250,85,2007,2011,,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F}
-17600207.5728864,9535893.19480848,266,Nulato,P,84,19,6,6,2,3,24,11,15,9,10,7,14,9,3,4,7,7,3,4,0,78,30833,8042,46033,9863,81,18,32274,8840,41,15,8534,1879,17155,8126,5533,1558,5165,2209,2007,2011,,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6}
-18351241.1290629,8986179.48097778,267,Nunam Iqua,P,38,11,0,78,6,6,5,5,1,3,6,6,16,11,0,78,0,78,4,5,0,78,50833,14535,53971,15785,38,11,44032,13608,11,6,8727,2438,7200,6009,5200,117,5113,2928,2007,2011,,{9E739177-0E1D-4131-A1AD-63F6A6F5E677}
-18084675.6015324,8602260.85547479,268,Nunapitchuk,P,104,23,6,6,5,4,8,7,25,11,23,12,11,9,12,13,14,10,0,78,0,78,39583,6242,50403,7932,100,24,44107,8508,20,11,8390,2249,7409,2112,5350,886,4730,1656,2007,2011,,{8D2790CB-3234-4141-9014-F2DED1D38D0C}
-17063460.2332565,7803865.32814964,269,Old Harbor,P,73,27,9,8,6,6,5,6,4,7,12,11,23,18,11,12,0,78,3,5,0,78,50179,14640,51249,13124,64,26,39469,10701,6,7,15433,3281,,,,,2785,2413,2007,2011,,{126AE679-2933-4FD0-B985-FB1844FFBCA3}
-18008305.9955458,8562415.17398092,270,Oscarville,P,16,10,0,78,0,78,0,78,3,5,5,6,3,4,5,7,0,78,0,78,0,78,52500,34526,54644,13754,16,10,30813,8647,12,8,11342,6496,5060,20,6300,24,1900,489,2007,2011,,{EADA3236-1E4C-4F64-8A35-0630C3D630AE}
-16976666.0145915,7951214.90047514,271,Ouzinkie,P,103,31,10,9,2,4,23,19,17,13,4,5,24,18,21,17,0,78,0,78,2,4,34375,34527,48468,13811,86,29,30440,14891,43,24,20288,13940,9650,4846,16329,40,3960,40,2007,2011,,{758654AC-720A-4314-AC3E-4F1FC39187C4}
-16599712.8974775,8764843.81359529,272,Palmer,P,1994,132,89,35,94,30,273,66,147,45,231,50,407,65,334,65,312,57,65,30,42,20,59484,4194,66605,3196,1582,105,66956,4234,470,72,12844,1047,24466,3327,7638,1520,4097,761,2007,2011,,{EDA8ED1A-C25C-4FF0-8681-021AAF1072C9}
-16196540.7094912,9108212.20575538,273,Paxson,P,6,9,0,78,0,78,0,78,0,78,0,78,0,78,6,9,0,78,0,78,0,78,,,,,6,9,,,0,78,,,,,,,,,2007,2011,,{6A728042-64AA-46F0-A81D-FDE32F20CFCB}
-17154285.2929459,8352742.85902232,274,Pedro Bay,P,10,9,0,78,0,78,0,78,0,78,8,8,2,3,0,78,0,78,0,78,0,78,43125,10266,42640,5286,10,9,12850,14447,4,6,7250,61,36650,41,,,,,2007,2011,,{EC18C954-9E22-45E3-BD54-DD7AF4302791}
-15165026.1288301,7959059.7915705,275,Pelican,P,46,19,0,78,4,6,0,78,3,5,12,13,4,6,11,12,10,10,2,4,0,78,72500,54480,74767,17736,38,17,61342,22328,9,9,22600,9888,39650,58,,,,,2007,2011,,{ED8A6F74-E397-4BA1-8052-EEF92A6C4F8B}
-17715761.416882,7540834.94765662,276,Perryville,P,39,17,5,6,2,3,12,12,17,11,0,78,0,78,0,78,2,3,0,78,1,4,25313,9805,32510,18958,32,15,24013,21380,10,8,10560,5033,,,6620,1888,1600,44,2007,2011,,{4C04DC5F-DBC0-42D6-BFF7-62C40E838EAA}
-14800790.4763991,7721578.12677657,277,Petersburg,P,1278,135,8,8,68,46,150,79,81,50,168,80,205,76,196,74,314,93,58,40,30,33,70417,14216,75828,7640,1141,131,68840,7676,313,89,18169,3899,19940,7726,8416,1781,2321,850,2007,2011,,{BCB15849-7466-46EB-920C-2A9FAE9E93C5}
-16783406.1501886,8977841.72474573,278,Petersville,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{841E8B3A-9424-4243-B588-EEB808D195AB}
-17541428.4432941,7876342.01149,279,Pilot Point,P,17,11,2,3,0,78,3,6,4,5,2,4,6,7,0,78,0,78,0,78,0,78,33750,7945,39812,14520,17,11,33912,13873,0,78,,,,,,,,,2007,2011,,{6C3B7B41-3AE1-40AB-AA91-33A20E34131E}
-18132067.7415223,8844267.79717352,280,Pilot Station,P,118,26,10,9,3,5,21,11,18,11,22,10,19,12,9,6,8,7,4,5,4,5,41250,9916,58248,14467,106,24,51148,16093,18,11,11983,2559,5764,1941,12300,1591,4848,2498,2007,2011,,{E1D5467A-F8D6-443B-B722-DE5C4F46B5F8}
-18177027.8565442,8866690.02949746,281,Pitkas Point,P,39,13,4,5,3,4,3,5,7,7,6,6,12,9,4,5,0,78,0,78,0,78,41563,18233,41346,8513,35,12,33126,7932,14,11,7386,1816,,,2167,45,3118,1546,2007,2011,,{67B1D591-0300-4A96-A31C-7A141B8120D2}
-18013135.6099103,8182220.55941463,282,Platinum,P,16,9,8,7,0,78,2,3,0,78,2,3,4,5,0,78,0,78,0,78,0,78,11250,27308,24531,15239,14,10,17036,14685,6,6,6400,3955,,,3475,44,,,2007,2011,,{B31B12CB-15A8-477A-A113-F6ACBD1D3120}
-16347842.0739484,9576235.32016767,283,Pleasant Valley,P,256,129,0,78,0,78,13,22,0,78,87,91,63,71,35,48,58,77,0,78,0,78,56131,37114,67710,19523,233,120,61897,20037,42,67,9317,4,21058,13819,,,,,2007,2011,,{5DF24C5B-4FE5-4FFA-AE4F-CBDF97ACB787}
-14874645.1217256,7628682.66313674,284,Point Baker,P,9,13,9,13,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,9,13,,,,,,,,,2007,2011,,{406CA174-D318-4E54-BB1E-2B47EE0719E4}
-18560774.2481443,10551220.9335945,285,Point Hope,P,267,63,0,78,2,3,21,13,27,16,17,13,64,28,43,21,77,28,16,12,0,78,76250,7758,79985,7830,251,61,59505,7298,65,22,14337,3802,16729,5595,2629,1815,3126,861,2007,2011,,{717918EA-EB98-4319-B4C9-D70D262F7CE2}
-18146094.2078674,10985618.6862481,286,Point Lay,P,69,23,1,2,8,9,9,12,13,9,9,8,10,10,4,6,15,11,0,78,0,78,42188,24753,57672,14803,69,23,40929,13013,11,11,14227,12725,7800,25,5183,1522,5150,1750,2007,2011,,{ACCCEEDB-EFD5-4240-87ED-B1D77CEB08B8}
-16699130.5119596,8707839.29968711,287,Point MacKenzie,P,58,40,0,78,0,78,8,13,0,78,9,16,23,26,10,15,8,13,0,78,0,78,52000,18597,60143,18920,33,31,73145,22475,25,24,27768,16382,11988,22,,,,,2007,2011,,{5736B8FC-BE6B-44A6-8A67-0A66F497EDC5}
-16740042.0404059,8633873.20918176,288,Point Possession,P,8,12,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,8,12,,,,,8,12,,,8,12,,,,,,,,,2007,2011,,{31997E44-F3ED-4BD0-87C7-471DA4CF099D}
-17198669.1317882,8301257.21371689,289,Pope-Vannoy Landing,P,9,12,9,12,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,9,12,,,0,78,,,,,,,,,2007,2011,,{966F0EEE-4376-4C8B-B1B8-6201D91E3EB4}
-14988834.9849211,7608192.66916027,290,Port Alexander,P,18,17,3,6,0,78,0,78,0,78,3,5,1,4,10,14,1,4,0,78,0,78,75500,33872,58583,25559,15,16,59933,18859,0,78,,,12540,15,,,,,2007,2011,,{5A7529F3-5CC9-423D-AF30-9EE44F9D5E43}
-17179723.69548,8443509.99769365,291,Port Alsworth,P,65,23,0,78,0,78,5,6,13,15,0,78,24,10,13,11,10,12,0,78,0,78,61806,18699,63929,13441,63,23,61002,12453,4,4,8775,11145,17600,57,,,,,2007,2011,,{2C14D0F5-3E1B-4BEC-ABCB-6AEED5368B0C}
-18573603.1596675,9677685.99167838,292,Port Clarence,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{6969DC3C-BFDA-4D1D-B7F5-4BCBF7C5318A}
-16901830.2430217,8256764.0324507,293,Port Graham,P,50,18,17,12,6,6,5,5,7,8,3,4,6,8,4,6,2,3,0,78,0,78,19167,17224,30112,13103,28,14,38704,18605,9,8,9167,3139,,,2625,44,,,2007,2011,,{21416EC2-769C-45C8-9643-767865EF7130}
-17657388.0453865,7745840.42395497,294,Port Heiden,P,25,12,4,5,1,2,0,78,0,78,0,78,10,8,4,6,3,4,1,3,2,4,59792,45781,76748,38194,20,12,90265,34045,1,2,12100,58,4700,371,,,,,2007,2011,,{58FEECD6-E89F-44AF-B707-E2BF0B91605A}
-17018906.9014725,7939351.09939377,295,Port Lions,P,94,33,5,6,13,12,4,7,5,6,17,11,0,78,32,26,11,10,0,78,7,8,95259,87689,78078,20857,69,29,70496,26642,15,12,14527,4082,58333,34903,4900,3913,2721,1051,2007,2011,,{DDC4A50C-4C3E-4DEF-B660-9185BACAD8C5}
-14873087.3303524,7622856.10259486,296,Port Protection,P,25,23,0,78,12,17,0,78,10,15,0,78,0,78,0,78,0,78,3,6,0,78,27625,39415,40408,54106,13,15,55254,72107,15,18,15233,11134,,,,,,,2007,2011,,{F783848B-F9FA-4D67-B681-88C19008013B}
-17557289.3545486,8159923.18468303,297,Portage Creek,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{23F7C06A-DD1B-40D8-854F-09BE816DD5EB}
-16625854.2494228,8479794.59008735,298,Primrose,P,8,12,0,78,0,78,0,78,0,78,0,78,0,78,0,78,8,12,0,78,0,78,,,,,8,12,,,0,78,,,,,,,,,2007,2011,,{52520FE3-9874-4E97-BFD4-38DEE36B1FFD}
-16512821.5697,11152322.8883704,299,Prudhoe Bay,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{A86C2FBC-0704-4117-9A7E-E4A3DD3415BD}
-18022693.7423965,8344602.51586286,300,Quinhagak,P,154,24,24,11,6,5,35,14,18,12,35,16,12,8,20,12,3,4,1,2,0,78,31429,7867,39293,6393,124,23,31142,7386,47,16,8721,1672,4768,1593,4606,1172,3967,856,2007,2011,,{B6E9CAAD-60A0-4BA0-9CA6-A849C3DAFC42}
-16717050.1891427,9742232.5129247,301,Rampart,P,10,9,0,78,0,78,3,5,0,78,3,5,1,2,3,4,0,78,0,78,0,78,36667,53040,45170,21870,7,6,49557,25463,6,7,6333,5022,,,,,,,2007,2011,,{6202BDF2-C7DB-4E68-839D-27ED74C85EA2}
-17514413.7748041,8807696.69847597,302,Red Devil,P,6,6,2,3,0,78,0,78,3,5,0,78,0,78,0,78,0,78,0,78,1,2,28333,126583,116767,264715,4,5,154400,317680,3,5,13667,59,,,,,,,2007,2011,,{60E24BB4-83DC-44A8-9CFE-7E855DA6622B}
-18128841.6338836,10468340.5094955,303,Red Dog Mine,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{1A6B04A0-B2D4-4ED2-9956-796E120EA73D}
-16818268.2429901,8518988.99464746,304,Ridgeway,P,973,137,42,44,70,57,78,47,110,56,166,78,144,57,78,44,142,63,78,68,65,51,52330,23364,80234,14772,825,132,73998,13584,222,65,12822,2416,26566,8815,10353,2080,3854,1124,2007,2011,,{43789012-2A4F-4391-8762-748A33755153}
-17308950.6609477,9540015.86793776,305,Ruby,P,82,19,10,8,6,6,25,11,11,9,12,9,9,7,9,9,0,78,0,78,0,78,25000,6810,32217,6637,68,19,28997,7316,18,11,8178,2356,12344,5047,3286,1177,8067,52,2007,2011,,{E0D07527-6185-42A6-87A3-465F20FDF512}
-17958449.4341672,8808069.09365902,306,Russian Mission,P,65,20,4,6,5,6,9,8,5,6,16,11,5,5,14,8,3,4,4,5,0,78,43750,9039,57977,15133,61,18,46193,12837,12,8,7117,3701,11133,4650,6800,30,7318,2001,2007,2011,,{8DA86262-15AB-46C9-B997-7983A9FF34AB}
-16846360.4237045,8538573.48551882,307,Salamatof,P,224,46,0,78,1,3,23,18,11,10,30,18,37,26,41,21,63,25,11,9,7,9,78636,12033,87796,12469,181,44,83482,13145,53,24,22558,3975,34553,31554,10860,7581,6171,1653,2007,2011,,{2606EF00-243D-41F4-890F-E340AD1ACFA5}
-16361428.1365655,9473341.78828841,308,Salcha,P,354,86,0,78,0,78,76,57,25,31,29,23,43,36,47,35,103,63,23,29,8,14,76429,39118,77678,15538,277,86,75647,17122,84,36,16108,3266,39139,19895,,,,,2007,2011,,{3AAD6031-4B4D-40A2-86B3-B59C6AE4046D}
-17866565.6586608,7428311.42002969,309,Sand Point,P,164,104,4,4,1,2,17,15,15,16,17,16,41,30,29,25,22,18,10,9,8,9,67000,6320,78094,10561,159,102,70570,10421,19,15,22005,5519,10657,2548,,,5750,2747,2007,2011,,{BCCD0BE5-1002-4368-A664-108C425C91DD}
-18978195.0516515,9272224.04900901,310,Savoonga,P,125,30,16,11,9,7,23,14,13,10,18,12,26,12,12,9,5,6,3,4,0,78,36250,11544,42992,7889,103,27,36186,8585,47,18,8147,2469,6895,1726,5668,2921,4254,1157,2007,2011,,{72DFDB08-C634-4DC3-BA13-8C7F1E889436}
-14649379.7994303,7424010.4608575,311,Saxman,P,145,42,5,6,0,78,19,15,16,15,31,22,9,10,23,17,42,30,0,78,0,78,55250,40256,66575,12608,125,39,50870,11338,68,36,14219,2811,17072,4567,8369,3914,2187,1065,2007,2011,,{19994FB4-B48F-4B91-B7EA-9D86BD4F52BD}
-18432456.2977122,8821966.22863412,312,Scammon Bay,P,108,18,7,6,9,8,16,7,17,11,29,13,15,10,15,10,0,78,0,78,0,78,35893,5030,40744,5545,104,19,30316,6086,16,9,8400,2022,8108,1975,2900,44,3778,1153,2007,2011,,{95BD0825-5CB3-4695-B177-4D026DA5894C}
-17812243.9906867,10044255.6550047,313,Selawik,P,166,30,21,12,18,10,13,10,25,14,35,16,34,14,7,6,5,6,8,10,0,78,36875,4107,45142,8894,142,28,33446,10508,37,15,9481,2986,5964,1927,7284,2163,5634,1573,2007,2011,,{E0F2C831-698F-4BCE-8AC1-4162BE7D6DCD}
-16881595.6604411,8283625.15742751,314,Seldovia Village,P,42,17,0,78,0,78,10,9,3,4,10,9,7,6,1,3,6,7,3,6,2,3,49167,10968,71143,24413,34,13,56344,34251,25,15,15028,4371,12000,1827,,,2638,1259,2007,2011,,{87E87454-91AC-49AF-B812-E5B5DF65D0C8}
-16889234.3859769,8276232.43753431,315,Seldovia,P,131,43,9,13,2,5,11,12,25,18,18,16,31,18,20,15,10,9,2,5,3,5,50313,9067,59295,12750,102,34,47097,10330,50,29,15254,3265,23403,7148,3200,122,378,21,2007,2011,,{A8F5B7D5-CE39-47C3-BAB5-4BA4EDCEF514}
-16635498.343599,8422734.06749095,316,Seward,P,999,232,8,13,39,51,214,120,156,102,120,85,200,98,20,21,142,92,68,72,32,26,45156,8561,72712,16942,779,192,70112,19649,324,137,15738,3421,22334,8506,4402,1045,3439,5,2007,2011,,{86E9E60C-762A-4D26-A7CC-57DC74916D5B}
-17758864.8987936,9016241.33130953,317,Shageluk,P,31,20,4,5,7,10,1,3,7,8,6,6,3,5,3,4,0,78,0,78,0,78,31250,12035,33494,10823,24,17,34304,11560,6,8,4367,237,4575,6491,,,3883,2513,2007,2011,,{C1B6F29B-4A04-42DE-9F90-6F108C6C13A9}
-17944073.6571674,9440376.2922384,318,Shaktoolik,P,68,17,8,7,12,9,12,8,14,10,4,6,4,5,7,7,4,4,3,5,0,78,26667,6921,40807,13770,65,16,30552,14051,18,10,12206,4090,4063,3776,7967,60,6829,4871,2007,2011,,{CEDC63C2-3647-4702-B72B-D9E842E711FE}
-18486912.9341124,9947017.19873905,319,Shishmaref,P,152,30,16,12,10,10,25,13,19,11,26,14,36,14,9,9,9,9,2,4,0,78,37813,8090,43379,8489,125,30,37126,8608,28,14,10504,2554,11657,7395,7085,2289,4276,1129,2007,2011,,{D1F96C65-49BF-4E7B-AA32-F9C4C50BB628}
-17492543.3497459,10124235.6567402,320,Shungnak,P,77,22,5,6,4,5,4,5,2,3,31,13,22,13,3,5,2,3,4,6,0,78,47656,11760,51684,10513,73,20,34578,10162,26,13,9000,2548,7689,4686,,,5615,3698,2007,2011,,{9177B2E0-91EE-4644-A900-570CEA299846}
-16178300.9077316,8861767.02927969,321,Silver Springs,P,49,22,0,78,0,78,0,78,5,6,6,7,12,9,11,10,15,14,0,78,0,78,87679,42111,80441,14917,45,21,70173,16001,4,6,16000,5285,42433,25911,,,,,2007,2011,,{EFEF6D9F-D6F7-4657-8942-88A418AFEAD4}
-15065826.601253,7770144.80039453,322,Sitka,P,3632,163,80,47,148,82,302,129,318,157,461,129,690,160,537,180,769,167,185,84,142,63,69798,7590,79736,5294,3207,160,74211,5474,724,128,13319,1845,29459,5265,5973,1454,2420,734,2007,2011,,{99E9981F-255D-4678-9D2E-704DC07798D6}
-15062828.5556362,8279546.78541121,323,Skagway,P,405,90,7,8,5,6,28,30,13,12,51,32,110,44,84,44,51,23,12,11,44,30,73083,7285,88202,13717,372,90,77813,13615,86,29,16966,4955,15418,7592,,,,,2007,2011,,{F040B0E7-B5F6-47BE-82E0-63A3AC90CEC9}
-16831655.677238,8851493.4549969,324,Skwentna,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{6F43A244-13B0-42B5-92FB-6D2ACE90ED71}
-16026660.3157166,9028660.18236215,325,Slana,P,108,55,0,78,9,15,35,31,24,34,0,78,21,30,0,78,19,27,0,78,0,78,28542,22142,41879,21110,99,57,26639,21535,54,48,20133,4881,2122,20,,,,,2007,2011,,{92647992-DE7B-4457-BD55-CB46CE9A4C4E}
-17496129.9813628,8788985.34345363,326,Sleetmute,P,49,16,6,6,7,6,12,9,2,3,8,9,10,8,0,78,4,7,0,78,0,78,24750,30052,38239,14543,35,14,39086,16520,17,11,11888,2124,,,13300,11369,4079,1414,2007,2011,,{0250F433-FD97-4CC6-8D40-1385C394201D}
-16816573.7192222,8509749.46241112,327,Soldotna,P,1726,146,122,63,118,48,191,78,336,123,218,85,276,86,102,43,249,79,62,33,52,38,41989,6338,70440,18464,1413,136,55298,7269,452,86,15237,2179,27881,8090,7021,1616,2825,789,2007,2011,,{D7CCEBD6-7236-44C6-9E78-19F98183CFFC}
-17477930.8702166,8118669.23946321,328,South Naknek,P,29,13,5,5,0,78,0,78,3,4,2,4,13,10,3,4,2,3,1,2,0,78,62750,24217,56010,16856,27,12,51293,16708,5,5,13940,7248,13580,5877,,,,,2007,2011,,{8C659093-914F-41E2-BE61-E3576613F3BC}
-16448483.2921245,9558782.70932766,329,South Van Horn,P,197,77,0,78,10,15,8,15,0,78,120,70,32,48,8,16,19,23,0,78,0,78,41125,10791,50668,11640,155,82,44536,12617,66,59,15514,4272,12900,4970,,,,,2007,2011,,{06C11331-3BBB-4E38-B7C8-8E9706C868E8}
-18873694.235669,7679086.13284621,330,Saint George,P,53,24,6,8,2,4,2,3,8,7,15,14,3,5,11,10,6,8,0,78,0,78,46750,5573,55479,12895,46,23,29461,8053,2,3,14550,85,45250,19088,,,,,2007,2011,,{55AFA1A4-5677-44A5-A22C-9F9D370747CE}
-18164575.8369719,8871357.89380939,331,Saint Mary's,P,149,24,11,9,4,5,28,14,23,14,28,16,24,15,18,10,2,5,11,9,0,78,38162,4234,50138,8080,129,22,45468,8402,32,13,15297,4678,16725,43,12833,4597,6506,3099,2007,2011,,{8AB67F75-EAB7-4DEB-8885-83230D155E9C}
-18038200.3079044,9218516.75661929,332,Saint Michael,P,83,17,6,6,10,8,11,8,15,11,9,8,13,9,5,7,5,5,3,6,6,6,34821,18415,59257,16083,80,17,55710,18021,2,3,6350,106,,,,,4570,2584,2007,2011,,{9BB36ABC-66B2-4E89-99FA-C2128E2AFCC9}
-18955737.62556,7784767.20005179,333,Saint Paul,P,263,74,14,13,12,13,48,25,29,18,67,35,40,18,26,18,20,14,1,2,6,10,40982,3877,51172,8880,218,66,49051,10585,36,16,12614,2216,16088,5044,9783,2622,4530,2157,2007,2011,,{B7D914E8-D125-49F0-B374-8AE610E5DBC7}
-18066206.884487,9229858.29627611,334,Stebbins,P,112,23,12,9,6,8,17,11,29,13,11,9,23,14,6,9,5,5,3,5,0,78,33462,3829,44229,7664,98,20,39010,8521,18,9,8444,4473,10480,1022,8880,1338,5229,990,2007,2011,,{28ACD99B-0BF6-4373-A5BA-4F063E34485C}
-16418305.3284638,9580072.56957883,335,Steele Creek,P,2313,212,33,52,0,78,103,85,160,105,176,95,542,183,448,189,500,134,255,142,96,84,82820,13372,94880,11909,2193,211,86306,12517,298,119,15522,5140,32247,6434,13025,14406,1936,1727,2007,2011,,{70C8E48C-BFDB-49A3-ABA9-0B244839932A}
-16786649.3061846,8520284.43898784,336,Sterling,P,2262,163,67,58,93,51,288,110,247,109,210,80,379,94,224,86,481,133,143,73,130,69,68080,9698,82289,9313,1827,191,78817,9383,525,121,13928,1646,46773,27943,5165,2733,2277,1298,2007,2011,,{DC7B95CA-114F-4D3E-95BE-B7965D32E2EF}
-16596003.7469611,9878084.30819833,337,Stevens Village,P,24,10,5,5,3,4,8,8,0,78,0,78,0,78,0,78,8,7,0,78,0,78,18750,35748,46579,25100,13,7,37869,36891,10,8,11190,3875,75300,30,9875,44,8075,44,2007,2011,,{169CE60B-858B-4A5D-801B-CB9E3179349B}
-17431324.8567822,8808850.30175766,338,Stony River,P,13,8,6,6,0,78,7,5,0,78,0,78,0,78,0,78,0,78,0,78,0,78,17679,21074,13031,4343,8,6,7063,5235,4,5,,,12725,44,,,,,2007,2011,,{3C0B8851-31F2-4CA0-B3E0-A7DE145D4BB3}
-16634040.7618088,8599247.16217456,339,Sunrise,P,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,,,,,0,78,,,0,78,,,,,,,,,2007,2011,,{C94A527A-FE5F-481B-BCAA-88435D1E5189}
-16768487.3163038,8741164.29201236,340,Susitna,P,18,21,0,78,0,78,0,78,0,78,12,19,0,78,6,10,0,78,0,78,0,78,46875,68523,,,12,19,,,6,10,,,,,,,,,2007,2011,,{42EFB0E5-DFC0-4003-A9E2-0CA2A1F23F56}
-16702776.4610578,8890322.91977757,341,Susitna North,P,599,111,51,43,28,29,69,54,111,61,135,79,62,43,77,59,23,25,33,38,10,14,37784,13670,51622,11027,474,107,53297,11694,106,62,13889,2779,23100,15572,4559,2537,4589,1707,2007,2011,,{3366F161-F33D-48D6-A9DD-79C2B203D73C}
